,relation
0,measures
1,associated_with
2,interacts_with
3,analyzes
4,evaluation_of
5,affects
6,performs
7,precedes
8,result_of
9,isa
10,degree_of
11,location_of
12,prevents
13,process_of
14,manifestation_of
15,occurs_in
16,diagnoses
17,causes
18,produces
19,complicates
20,part_of
21,issue_in
22,connected_to
23,disrupts
24,uses
25,assesses_effect_of
26,treats
27,property_of
28,co-occurs_with
29,manages
30,contains
31,exhibits
32,method_of
33,measurement_of
34,carries_out
35,adjacent_to
36,indicates
37,consists_of
38,ingredient_of
39,conceptual_part_of
40,surrounds
41,interconnects
42,developmental_form_of
43,conceptually_related_to
44,practices
45,derivative_of
