,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
brazil,-1.0894582,0.15777293,1.5861421,-1.0022571,1.5431622,-2.4913292,1.0209314,0.73999906,-0.4120461,1.0966744,0.8810807,-0.5868089,0.30543697,-0.80756027,0.6101184,-2.3323734,0.5945398,1.1197511,-1.7875011,-1.0967724,-1.4888186,0.5484126,0.72329193,-2.1278372,-1.2492207,0.26945245,0.3536906,1.417895,-1.0626938,-1.550625,-3.182385,-2.119643
burma,0.026610546,-0.42607963,0.65035623,1.7091088,-0.050279748,-1.1851388,3.1244757,0.35378337,0.5630097,2.0631325,-1.6713947,-0.8591638,-0.43042925,1.0763277,-0.54852754,-2.25837,2.6053586,2.4883256,1.3893992,-0.6242986,-6.340056,-2.9155443,0.51994354,1.2575034,2.2591956,-3.0977056,-3.01912,3.8812237,-2.550631,-3.1883311,-0.6030796,-2.6430626
china,0.5243011,-2.9419615,-1.3093852,-3.9042842,0.15747039,-1.6370345,0.65878314,0.90991473,1.2953594,0.74212235,-1.0613773,-1.3010528,-1.6559933,1.9723778,0.62851,-3.2416317,-2.7497303,3.268853,-4.438242,1.8520778,3.4444067,-1.9077541,-0.75365376,0.48593503,-0.02579548,-0.86866367,-4.0405316,1.7420839,-0.32843918,-3.9593816,5.1770983,-0.35501322
cuba,-0.043414846,-0.20607312,0.4604878,0.6470887,0.3193289,-1.9111774,1.7399905,0.75957865,0.5453254,0.9944252,-1.4186338,0.057274684,-0.21204177,-0.48637265,-0.6827686,-1.4536537,-1.0028715,2.2959778,-1.0581043,-0.8055683,-3.6727595,-0.88374716,0.2213905,-1.004529,2.4081059,-1.6513157,-1.6155798,2.8920786,-0.47557554,-2.6510293,0.12661253,-0.32169682
egypt,0.081066824,-0.8368183,2.2293458,-0.283217,1.3322123,-0.9504705,0.9433933,1.4162064,0.2811239,-0.14861605,-1.7225932,-2.1826162,1.649066,0.37319544,-1.0304302,-1.5508122,1.9737846,3.0038617,0.21453077,-0.95176256,-2.0822296,0.96746284,0.47532478,1.2969,-0.92847043,-2.743892,-1.6075271,-2.8575687,-2.7484388,-1.9867892,0.114132,-0.81928325
india,-0.07386688,0.4780585,3.179375,0.4941362,-0.6486575,-2.5860515,0.3118099,0.012371149,-0.20073064,0.47531933,-1.115994,-2.038238,1.1913079,-0.25804776,1.9040066,-2.536928,3.283248,1.6176432,-0.31162828,-2.6555789,1.637672,1.7769182,3.0700202,2.9650016,-4.0868907,-0.72849417,-0.3337628,-0.6715017,0.923484,-0.06993451,-4.2022696,-2.7686162
indonesia,-1.1920938,0.3414591,3.3493724,-1.2413944,-1.4989012,-1.3640261,1.3328673,-0.0041031307,-0.49601874,0.23323552,-1.1404723,-1.5399994,-1.8464859,-0.25410908,-0.6740546,-1.237001,3.1082523,0.08531834,3.872941,-0.20019296,-2.8968954,-0.091741115,0.5041783,0.9463313,1.5288904,-1.5832149,-0.5895094,0.44061178,0.75971735,-2.231047,0.6930061,-1.4404447
israel,0.14749283,0.5286514,2.6026642,0.39957225,0.52171504,0.3115014,1.7183292,1.8691523,-0.06686298,1.0966754,-1.5696583,0.002652795,0.8387151,0.14731155,0.6465917,-1.2668056,3.177134,1.1708779,4.230379,-0.023947027,0.28540435,2.3458292,0.41393614,3.2143097,-3.496271,-1.0040677,0.9372957,-2.6686695,-0.1406434,0.44415233,-2.1689548,-2.139347
jordan,-1.0322775,1.3505344,0.0920428,-0.25489205,-0.9390201,-1.0521531,2.2112932,0.6786121,-0.4707,-0.28942385,-0.84265804,0.13918422,-1.0927157,0.24910127,0.8580787,-1.8768195,3.0118973,-0.9417513,1.8140144,1.3023189,-1.8357913,-1.0047818,-0.03848397,2.672269,2.4755476,-2.232819,-2.0027657,1.4954208,-1.6785477,-1.4177768,0.43406174,-1.8127189
netherlands,1.1905713,-0.24414001,0.46658635,-0.14757575,-1.1354567,-0.08832681,-0.60497427,1.4010987,-0.4484571,0.9066122,0.6156111,-0.40680042,-0.5693142,-0.63271105,0.009231455,-2.6456149,-0.08125799,1.8419303,-0.9241553,-3.2056093,1.7958642,1.3288822,0.20692213,-1.503269,2.1983163,0.50928986,1.7211889,0.5594629,-1.6370323,-0.8778343,-2.9915643,-1.2143072
