,entity
0,clinical_attribute
1,acquired_abnormality
2,health_care_related_organization
3,gene_or_genome
4,therapeutic_or_preventive_procedure
5,neuroreactive_substance_or_biogenic_amine
6,family_group
7,biologically_active_substance
8,mental_process
9,reptile
10,occupational_activity
11,eicosanoid
12,professional_or_occupational_group
13,animal
14,element_ion_or_isotope
15,immunologic_factor
16,physiologic_function
17,antibiotic
18,research_activity
19,molecular_function
20,organism_function
21,anatomical_abnormality
22,cell_function
23,hormone
24,cell_or_molecular_dysfunction
25,diagnostic_procedure
26,natural_phenomenon_or_process
27,pharmacologic_substance
28,medical_device
29,body_location_or_region
30,laboratory_or_test_result
31,organic_chemical
32,tissue
33,geographic_area
34,steroid
35,disease_or_syndrome
36,organism_attribute
37,rickettsia_or_chlamydia
38,injury_or_poisoning
39,fully_formed_anatomical_structure
40,experimental_model_of_disease
41,individual_behavior
42,body_part_organ_or_organ_component
43,machine_activity
44,health_care_activity
45,amino_acid_sequence
46,molecular_biology_research_technique
47,pathologic_function
48,neoplastic_process
49,nucleic_acid_nucleoside_or_nucleotide
50,cell_component
51,embryonic_structure
52,mental_or_behavioral_dysfunction
53,phenomenon_or_process
54,chemical_viewed_structurally
55,daily_or_recreational_activity
56,patient_or_disabled_group
57,hazardous_or_poisonous_substance
58,alga
59,research_device
60,behavior
61,inorganic_chemical
62,organ_or_tissue_function
63,indicator_reagent_or_diagnostic_aid
64,bacterium
65,laboratory_procedure
66,congenital_abnormality
67,manufactured_object
68,body_substance
69,professional_society
70,biologic_function
71,enzyme
72,qualitative_concept
73,population_group
74,cell
75,group
76,lipid
77,regulation_or_law
78,sign_or_symptom
79,food
80,entity
81,biomedical_occupation_or_discipline
82,educational_activity
83,social_behavior
84,receptor
85,organophosphorus_compound
86,amino_acid_peptide_or_protein
87,finding
88,chemical
89,genetic_function
90,biomedical_or_dental_material
91,chemical_viewed_functionally
92,bird
93,body_space_or_junction
94,carbohydrate
95,organization
96,age_group
97,vitamin
98,group_attribute
99,drug_delivery_device
100,anatomical_structure
101,quantitative_concept
102,self_help_or_relief_organization
103,invertebrate
104,virus
105,fish
106,environmental_effect_of_humans
107,amphibian
108,intellectual_product
109,organism
110,clinical_drug
111,human
112,fungus
113,vertebrate
114,governmental_or_regulatory_activity
115,substance
116,activity
117,conceptual_entity
118,occupation_or_discipline
119,plant
120,body_system
121,mammal
122,human_caused_phenomenon_or_process
123,molecular_sequence
124,archaeon
125,nucleotide_sequence
126,spatial_concept
127,classification
128,language
129,carbohydrate_sequence
130,temporal_concept
131,physical_object
132,idea_or_concept
133,functional_concept
134,event
