,relation
0,process_of
1,ingredient_of
2,contains
3,measurement_of
4,method_of
5,result_of
6,produces
7,location_of
8,connected_to
9,affects
10,interacts_with
11,causes
12,measures
13,isa
14,property_of
15,complicates
16,conceptual_part_of
17,conceptually_related_to
18,part_of
19,surrounds
20,disrupts
21,manifestation_of
22,treats
23,associated_with
24,issue_in
25,indicates
26,uses
27,assesses_effect_of
28,performs
29,analyzes
30,carries_out
31,practices
32,degree_of
33,co-occurs_with
34,precedes
35,occurs_in
36,exhibits
37,prevents
38,diagnoses
39,derivative_of
40,evaluation_of
41,manages
42,adjacent_to
43,consists_of
44,interconnects
45,developmental_form_of
