relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
accusation,0.112456076,-0.28407028,-3.695234,1.8645571,-1.6012827,-3.0766025,-1.3599744,-2.1186905,2.1155894,1.5600727,-0.7933691,0.023999926,-1.981667,2.4750998,-1.9544407,0.6138649,1.3024193,-2.1863427,-0.06646655,-2.9285772,-3.3837736,1.262468,-1.9220392,-0.8583878,-0.25657737,1.734665,0.7673011,-0.1785979,0.70521855,-2.6174595,-0.344359,-1.303179
aidenemy,-2.6741972,1.2891675,-1.1351197,-0.022162024,-2.7211678,-1.7376754,-0.9976077,-1.1847923,1.2616199,2.9048786,1.7958344,1.3406879,-2.869621,1.7977858,-1.2582337,0.30821916,1.4522523,1.2826588,-1.8700969,-1.4462837,0.5659319,3.0796046,-2.1369796,0.22753781,-0.87492365,-0.7209443,-2.315156,1.1007968,2.2238803,-2.1874413,-1.3748177,1.1540842
attackembassy,-1.171935,1.0090541,-1.5240421,-0.4537136,-2.0326786,-2.2284944,-0.24679671,-1.2559884,0.24430512,-3.4486818,1.4948987,-0.34065402,2.8160982,-2.3666103,1.2070713,-1.4150776,-1.6014519,-1.3398182,4.6185727,-2.5123503,-0.4591728,-2.5811408,-1.8578568,-1.6287472,0.61750233,3.6852136,2.1368327,1.0765977,-2.5929587,-0.57634157,0.8612513,-1.8037087
blockpositionindex,-0.3659512,-1.3995866,-1.2612914,-3.6903367,-1.5420306,-1.2809786,3.2867117,-1.2556968,3.8100562,0.56716275,2.462324,-0.5620344,-0.11193882,2.1431825,-0.64595157,2.9568038,-0.54347974,-0.7372264,1.6609793,0.66230905,-1.291115,-0.8413688,-0.9583217,-1.1242428,-0.15226072,2.373242,-1.2798171,0.96560025,1.9984323,0.8271678,-0.61391866,0.108754806
booktranslations,-2.282626,-0.8550609,-1.3637553,-2.5689526,-0.16147177,-1.650657,-2.213799,0.8929477,0.7879771,-0.531956,1.7769889,2.513486,-0.55569834,0.971123,3.1380315,-1.31229,-0.16832137,2.423758,-1.4664415,-0.5819616,3.5108056,-0.07215544,1.9471984,0.53258246,-3.147182,2.310809,1.7388444,0.48756558,0.5259741,-1.0315543,-0.9406155,-1.9430964
boycottembargo,-0.6650489,1.1487038,-1.8246422,-1.90442,-2.495171,-1.6323705,-0.5592698,-2.1064458,2.5631342,1.4792668,-0.54771876,-1.9097954,0.00014562532,-3.9293196,-0.26630437,-1.4759948,1.3478081,2.4867039,0.057920985,-1.8992624,0.4150975,-2.0051591,-1.1627656,1.1311018,-0.8819562,2.658584,2.4764254,1.3920704,1.9919866,-0.47897446,0.8638963,1.3074005
commonbloc0,-0.5490967,0.47319922,-0.9123491,-3.542568,-1.9485419,1.1909806,-0.95316064,-2.3581622,-1.0186269,3.0694845,0.40971595,1.1352432,-2.6234622,0.09018478,1.1373744,1.0843537,-1.9233767,-0.8178084,-0.7372781,-3.1199224,0.36682394,0.8929412,1.3606784,4.4037375,-0.3491275,-1.5055205,-0.7247647,-1.0855211,3.90509,1.9511735,-1.0818456,-1.8098149
commonbloc1,0.7107652,-2.9499981,1.0886313,-0.5631439,-1.6128148,0.5467201,1.1887063,-2.5549736,0.72401327,2.8789754,-2.067572,1.5055273,-0.32547608,1.2629622,1.8366905,3.4902742,-0.56139654,-0.8663803,2.3130462,3.3228502,-2.1635196,-0.19089818,-2.6476307,-1.1370403,-2.2483318,1.8851824,0.7836057,-1.7427936,-2.4812393,-1.7721746,0.659759,2.4931433
commonbloc2,-0.31969726,2.459224,-1.3837463,3.1077344,-0.8340891,-1.1943014,-1.3647327,1.5809169,-1.3375058,1.8131337,-1.4651743,1.7941165,3.2758422,1.3873662,0.9013039,-0.4675476,-2.9011755,-1.0125695,-1.2090164,-2.4211254,4.38759,-1.1137613,-2.621525,-1.6764985,-0.27212447,-3.5636349,-1.5318332,-4.7506104,4.5003767,0.79286337,-0.6944376,-0.41198924
conferences,-0.87009513,0.52134293,1.8687673,-3.0489743,-0.17533585,-1.6037812,-0.04350917,1.421047,1.3990608,0.50750095,1.7657188,-0.019197699,-1.3852911,-0.08945239,1.8664765,-0.34520125,-0.84386986,-1.5551972,2.5043228,-0.52661324,-0.29082134,-0.6344538,3.0410395,3.0017834,-0.9901992,1.8726003,-1.5354042,-1.1356727,2.0495744,-0.41553223,1.994585,-0.82246155
dependent,-1.7498257,-1.5017471,-1.4228208,-0.454572,-2.0816128,-1.0664105,-1.5214105,0.32545808,-0.28553012,2.295375,0.7966344,-1.9850045,0.14657883,0.8276786,-0.6719335,3.1336653,1.7986822,-0.57517314,-1.0123496,2.566909,-1.1028972,-2.900931,-0.36909175,1.83811,1.6192687,1.3327063,-1.7862656,-1.7581501,0.5281141,0.39865145,2.0927596,-2.880242
duration,-1.1771463,2.0079985,-2.8933973,1.4259591,-2.4559128,0.50491005,-2.0350752,-0.9476204,3.9995294,1.2446911,0.10366459,-1.529347,1.646092,2.3242805,1.0313485,1.0620874,-0.9050864,-2.437706,-0.39261916,0.024860643,-0.0449299,1.1050595,-0.8800287,-1.5047635,-2.2247071,1.1223552,0.027103437,0.31315613,3.2339876,-0.26868147,-0.09371106,0.56138885
economicaid,-1.8076408,-3.0125852,0.5072035,0.75867504,-1.9304692,-1.718452,-0.83326954,0.5600716,-0.50931966,-0.51438266,-1.2649091,-4.322548,0.99399984,-1.0389832,3.4492867,-3.0196977,2.711341,-2.0998237,-2.4757254,-0.91110647,-0.32749146,-0.8668277,1.6651579,-4.006968,0.86539173,2.6526558,0.047711156,-1.7355833,1.727535,-0.6668678,0.90375847,2.0035508
eemigrants,-1.9127935,-1.0445998,-2.6287837,0.0710451,-2.815304,-2.2316127,-1.4917248,-0.2086541,0.3446043,0.3655839,-1.4621805,3.8310244,-2.5974488,0.32690492,1.4742785,0.24824025,-1.1000357,-1.1243548,-0.029212782,-3.0464823,1.0705446,1.9678462,-1.3224032,-1.4937477,1.0602654,-1.1687312,3.249411,0.20437531,1.0503086,0.8266481,-2.7480395,-0.09320235
embassy,-1.894731,-2.0102625,0.6042625,-1.7402811,3.281687,-0.61710864,-0.07320154,-1.328151,0.52421325,-3.4290247,-0.50223345,2.6415474,-0.6736005,-2.762808,0.13879487,-1.437708,3.8020096,2.210676,-0.37836266,-0.16782078,0.3477531,0.20928633,-1.9616861,-3.2919114,0.151803,-2.4408243,-0.3548387,2.285377,-1.4365758,2.7844567,1.4449484,-0.07218194
