relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
adjacent_to,-0.19655207,0.61891466,0.32408273,-0.31353104,-0.78869855,0.2369961,1.468731,-1.5325156,0.2496529,1.6311094,2.4552932,-1.5968444,2.0541358,-0.16655344,-0.1896921,-1.5754424,-0.832389,-0.8800687,-1.3611261,-0.56033266,0.5832059,-0.2506589,-0.927474,-2.0327291,-1.4765838,-1.6148951,-0.83916783,0.57740754,0.7589207,0.18044809,0.79079205,-1.9085835
affects,-1.0700278,-1.1182564,-0.16067575,-0.52059394,-0.42442212,-0.42517498,-0.35613668,-0.24679649,-0.03133238,1.7405977,0.5425383,-0.2000917,0.76238054,0.23214905,-0.6057011,-0.57475823,-0.36104798,0.30620748,-0.9440882,-0.6986091,-0.5563534,-0.6786065,-0.13966884,0.17802237,-0.5248125,-0.01803595,-0.058520503,-1.3321066,0.4589421,-1.0346929,0.7627321,-1.2407789
analyzes,-0.30503258,-1.4592206,-1.2801176,-0.6657695,2.2660215,-2.1155136,3.196926,-0.18524227,0.8800979,-1.123131,-1.8992978,-0.6303755,-2.1118968,-0.037354264,-0.87719756,-1.3625897,0.046215445,-0.53069544,-1.4615815,0.4783891,-0.00028780854,0.17326385,0.0053459397,0.51590353,-0.7455447,-1.0005258,0.70219696,2.7475798,-1.4293212,-0.011974595,-1.1080387,-0.89238113
assesses_effect_of,-1.3348306,-0.85119605,-0.78850615,2.1904712,-1.0695167,2.8449197,0.7311505,0.47452268,1.2070271,2.4370089,-1.3897873,0.48850194,-4.513413,0.62078655,-0.7045455,-0.73948854,0.45379955,-0.7037858,-1.7992268,-0.7247123,-0.30903947,0.5485904,-0.14337191,-0.43238243,0.37261376,-0.9982372,2.0011024,1.4825583,1.5626774,-0.24998078,0.2177568,-0.91258174
associated_with,-0.21314846,-0.48116183,0.24611701,0.07174493,-0.3822082,-0.5693646,-0.5249858,-0.31855363,-0.1370938,-0.6536922,-0.85825956,-0.8426296,-0.30791628,2.4906263,-0.4110246,-0.6002309,1.3197047,0.07340857,-0.35610622,0.6379653,-0.52880496,-0.0056244535,-0.36305514,-1.8981614,0.10916714,-0.7210238,0.18014942,-0.76922834,0.19541386,0.17157961,-0.50362206,-1.7788072
carries_out,-0.8937834,0.72347885,-0.057355314,-0.79348415,-1.8425494,0.25383347,1.1118807,-0.9509546,-0.29378253,2.120986,0.16164672,-1.0012602,-0.90112704,-1.0039523,-0.9268664,-0.9033121,-0.60146743,-0.16932374,-0.8398685,-2.0552945,-2.146519,-1.0684354,-0.99102336,-2.1685452,0.61915624,-0.6245471,0.2009271,0.0692836,-0.99610513,-1.6324484,1.2750031,-0.0586204
causes,-0.44198218,0.24464367,0.76208556,-0.21997772,-0.6710377,0.15254992,-0.14954937,-0.98380536,-0.5224916,-0.19426158,-0.32426876,0.13746756,0.6777884,-1.8625522,0.9377891,-1.0292944,-2.0514643,0.8322763,-0.7253774,-0.33157918,-0.5175134,2.1370904,-0.55200154,-0.48356956,-1.1236923,-0.285078,-0.74119604,-1.7718793,0.14378843,-0.6711804,-1.1033133,-2.7091196
co-occurs_with,-1.9385859,0.16762203,0.6202167,0.10999416,-0.74510765,0.6547088,0.08992934,-0.6950744,0.63563764,0.17365816,0.67005134,0.41274676,0.5657737,1.9223478,-0.135062,-1.5296724,0.33069202,1.5158294,-1.7638568,0.037624747,1.2253202,1.7625768,-0.53695375,-0.2157053,-0.8206709,-0.53076786,0.04290297,1.2891437,-1.0671295,-0.08130257,-0.6772488,0.036799926
complicates,-1.4217343,1.2938161,-0.44514534,0.04266482,-1.0326163,0.25066757,1.1569691,-0.31775692,0.4525319,-0.16233161,0.22483148,-0.4161806,1.8288099,1.8694373,0.09765192,-0.73365414,0.7781684,0.8401657,-1.377292,-0.77028346,1.054919,-2.0512106,-0.4329086,0.28805077,-0.416842,-0.44183618,-0.3189347,-1.2168417,-0.3689438,-0.06586578,-0.577918,-1.9631829
conceptual_part_of,0.039569814,0.8899113,-0.046515003,0.47472477,-1.801124,-0.0448416,-0.54108495,-0.13700694,1.1494462,-0.35854608,-0.60729986,-1.2578852,1.0897231,-0.5519241,0.57573485,-1.2695345,0.18783993,2.0897977,-0.88757765,-0.29542398,-0.6693472,0.45319235,-1.2021292,-1.5218686,-0.41650897,-0.52313465,0.23477924,1.691326,0.5797175,-0.78002954,0.29943672,-1.2658939
