,EpochLoss
0,2.1669318079948425
1,1.4191060066223145
2,1.0074782073497772
3,0.7991697788238525
4,0.6737604737281799
5,0.5456162691116333
6,0.38604533672332764
7,0.25128956139087677
8,0.22494486719369888
9,0.26008278131484985
10,0.28219617903232574
11,0.26554983854293823
12,0.23001743108034134
13,0.20183754712343216
14,0.19999611377716064
15,0.21237967163324356
16,0.21506323665380478
17,0.20297718793153763
18,0.1897321417927742
19,0.18596940487623215
20,0.18936742097139359
21,0.19136664271354675
22,0.18849128484725952
23,0.1830679550766945
24,0.1796986535191536
25,0.1778869479894638
26,0.17632607370615005
27,0.17264164984226227
28,0.16623039543628693
29,0.15940316021442413
30,0.15389614552259445
31,0.148570254445076
32,0.14285638183355331
33,0.13817234337329865
34,0.1328878030180931
35,0.12962160259485245
36,0.12719175964593887
37,0.1242576390504837
38,0.12301810458302498
39,0.12127868458628654
40,0.1195593886077404
41,0.11853759363293648
42,0.11693067103624344
43,0.11548080295324326
44,0.11421272531151772
45,0.1133490763604641
46,0.11191532015800476
47,0.11111878603696823
48,0.11036619916558266
49,0.10971183702349663
50,0.1087888665497303
51,0.10839636996388435
52,0.10760608315467834
53,0.10705797746777534
54,0.1064005121588707
55,0.10556388646364212
56,0.10461404174566269
57,0.10507898032665253
58,0.10472859814763069
59,0.10415513440966606
60,0.10327537730336189
61,0.10292460396885872
62,0.10290780663490295
63,0.10189815983176231
64,0.10193870961666107
65,0.10174550861120224
66,0.10134808719158173
67,0.10050113871693611
68,0.10098694637417793
69,0.10068830847740173
70,0.1004900187253952
71,0.10055867955088615
72,0.10030484572052956
73,0.0995699092745781
74,0.09969712793827057
75,0.09863413870334625
76,0.09903956949710846
77,0.09835726395249367
78,0.09836701676249504
79,0.0979837030172348
80,0.09722630679607391
81,0.09732593223452568
82,0.0976104699075222
83,0.09754126891493797
84,0.0971151851117611
85,0.09671151638031006
86,0.09699836373329163
87,0.09658914059400558
88,0.09651292860507965
89,0.0963510125875473
90,0.09626641497015953
91,0.09581101685762405
92,0.0959428995847702
93,0.09607402607798576
94,0.09546410664916039
95,0.09581489115953445
96,0.09525718912482262
97,0.09501393511891365
98,0.09463206678628922
99,0.09487351030111313
