,EpochLoss
0,3.4236843585968018
1,2.703563928604126
2,2.140512704849243
3,1.7108055353164673
4,1.3912224769592285
5,1.1601272821426392
6,0.9971622824668884
7,0.883464515209198
8,0.8023619055747986
9,0.7398483753204346
10,0.6844729781150818
11,0.6270021200180054
12,0.5606198906898499
13,0.4822618365287781
14,0.3948964774608612
15,0.30905309319496155
16,0.24025118350982666
17,0.20058682560920715
18,0.18979889154434204
19,0.19594082236289978
20,0.20534902811050415
21,0.2096424549818039
22,0.20621487498283386
23,0.19623881578445435
24,0.1826976090669632
25,0.16957886517047882
26,0.16008096933364868
27,0.1545466184616089
28,0.15124793350696564
29,0.148361936211586
30,0.14427703619003296
31,0.13787314295768738
32,0.1295657455921173
33,0.12106330692768097
34,0.11402584612369537
35,0.10912171751260757
36,0.10597550868988037
37,0.1036776676774025
38,0.10137498378753662
39,0.09859921038150787
40,0.09529029577970505
41,0.09165766090154648
42,0.08801598846912384
43,0.08465210348367691
44,0.08173055946826935
45,0.0792469009757042
46,0.07704631984233856
47,0.07490799576044083
48,0.07266079634428024
49,0.07027769833803177
50,0.06789079308509827
51,0.06570706516504288
52,0.06387648731470108
53,0.062397632747888565
54,0.061119768768548965
55,0.05984530597925186
56,0.05846230313181877
57,0.05699938163161278
58,0.055572427809238434
59,0.054281871765851974
60,0.05314585566520691
61,0.052106816321611404
62,0.05108760669827461
63,0.05005024001002312
64,0.049015261232852936
65,0.04803208261728287
66,0.047131989151239395
67,0.0463070273399353
68,0.04552716016769409
69,0.044769443571567535
70,0.04402904585003853
71,0.04331095144152641
72,0.04261886700987816
73,0.04195063188672066
74,0.04130084067583084
75,0.04066743701696396
76,0.040055956691503525
77,0.0394752211868763
78,0.038924988359212875
79,0.03839220479130745
80,0.037866100668907166
81,0.03735082596540451
82,0.036857154220342636
83,0.03638653829693794
84,0.035928837954998016
85,0.03547459468245506
86,0.03502494841814041
87,0.03458820655941963
88,0.03416904807090759
89,0.0337638296186924
90,0.033366404473781586
91,0.032975416630506516
92,0.032593902200460434
93,0.032223477959632874
94,0.03186166286468506
95,0.03150547668337822
96,0.031155183911323547
97,0.030812934041023254
98,0.03047911636531353
99,0.030151648446917534
