relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
location_of,-0.7275480031967163,0.0573114007711411,0.0755135491490364,-0.0876094847917557,1.6764478683471680,0.5975384116172791,0.8389058113098145,-0.0074743400327861,0.3013277053833008,0.2145813852548599,-0.1056976467370987,0.3293093442916870,-0.1195345669984818,0.2294642478227615,-0.7544318437576294,0.2456492036581039,0.5422829985618591,5.0479769706726074,-1.8178658485412598,-2.2248413562774658,6.8423523902893066,-3.9340219497680664,-2.9644038677215576,4.4132122993469238,7.6795835494995117,-1.2574658393859863,5.1392903327941895,0.1536681801080704,3.6062865257263184,-1.1905462741851807,-7.0424723625183105,0.7548016905784607
manifestation_of,-0.2716310024261475,-0.1151152625679970,0.2442098110914230,0.8638082742691040,2.4669857025146484,-0.0270732790231705,1.8862336874008179,0.2170839458703995,0.6965367794036865,-0.1465113162994385,0.3662945926189423,0.9069970250129700,0.5577934384346008,0.5233710408210754,0.1447085589170456,1.1984905004501343,1.9412653446197510,0.5706989765167236,3.2992453575134277,2.1823339462280273,-0.4253697395324707,7.8543214797973633,-10.9102916717529297,0.2952123880386353,13.6694765090942383,5.0866479873657227,-1.5660735368728638,-0.2650417089462280,0.8340435624122620,-1.7164608240127563,-10.7185220718383789,-1.0754150152206421
isa,-0.6790896058082581,-0.2316383719444275,0.7085126042366028,-1.3190196752548218,1.9378910064697266,0.5401153564453125,-0.0258118137717247,1.3274672031402588,-0.8309159278869629,-0.2809471189975739,1.6475548744201660,1.2980607748031616,-0.7103025317192078,0.1040872856974602,-0.6941282749176025,1.2249637842178345,-0.6944075822830200,-0.2827150523662567,2.0747942924499512,1.6780203580856323,6.6687278747558594,2.7165341377258301,-1.0763638019561768,1.9598577022552490,-2.1105248928070068,-1.5238848924636841,3.4120559692382812,-2.3870666027069092,1.3782132863998413,1.2088571786880493,2.2886636257171631,-4.7886276245117188
affects,-0.1199926063418388,-0.4249787628650665,1.3409986495971680,0.0855992734432220,0.5655236244201660,0.5505827665328979,0.8166118264198303,0.7693570256233215,-0.4672947824001312,-0.8378399014472961,0.5506275892257690,0.4520130455493927,0.0283249169588089,0.9319284558296204,0.1078851372003555,-0.2924991548061371,-1.1755468845367432,-0.4222081303596497,1.1398264169692993,-1.1391509771347046,0.7622281312942505,6.0406088829040527,-0.4390487372875214,1.1167353391647339,1.8103514909744263,0.4081217050552368,-0.2591224908828735,-2.5550427436828613,-0.3289464712142944,0.1752528250217438,-6.1342811584472656,-1.2362431287765503
associated_with,-0.3225781619548798,-0.2923698723316193,1.5984783172607422,-1.4908579587936401,1.3158686161041260,0.4256136119365692,0.8790275454521179,0.5705683231353760,-0.3082099556922913,0.0913188233971596,1.4935294389724731,-0.4529768228530884,-0.6463297605514526,-0.1418336629867554,0.8086608648300171,0.8068572878837585,2.5846154689788818,-0.2513487935066223,2.0112559795379639,-3.5372765064239502,5.3071861267089844,1.6321438550949097,-2.9168879985809326,-0.7006799578666687,-1.1865450143814087,-1.9008663892745972,3.7138707637786865,3.0711104869842529,1.1398234367370605,1.0323010683059692,-6.6148662567138672,-0.5408856868743896
interacts_with,-0.3820699453353882,-0.9391504526138306,1.5626800060272217,-0.2837888300418854,1.5465869903564453,1.0339722633361816,-0.6722392439842224,0.7989357113838196,0.1464506089687347,-0.5232760906219482,0.5522580742835999,-0.1394250094890594,-0.1079655364155769,0.4423557221889496,-0.1737145036458969,1.3216154575347900,1.9950670003890991,1.5289635658264160,1.9270920753479004,-3.2034888267517090,1.6056015491485596,-2.2579584121704102,-0.9047377705574036,6.7981915473937988,8.4358987808227539,-3.0771627426147461,-2.9380748271942139,0.0432437844574451,1.7801573276519775,-2.3300278186798096,-0.4211304187774658,-7.4713101387023926
result_of,0.4721470475196838,0.2490983009338379,0.8230172395706177,-1.4194614887237549,1.1423211097717285,1.7760576009750366,0.6296192407608032,-0.0443394444882870,0.2533824145793915,0.0720949321985245,0.4580829143524170,-0.0657036527991295,-0.0585907548666000,1.0028864145278931,-0.4407722055912018,0.7856675386428833,-1.7961351871490479,0.7670222520828247,-1.3710062503814697,1.5829714536666870,-2.0503783226013184,1.8806501626968384,-2.8295423984527588,0.7941753268241882,7.4134392738342285,1.5192952156066895,-1.5735863447189331,1.6535927057266235,0.2398000508546829,-2.6172485351562500,-7.1354074478149414,-2.1352691650390625
complicates,-0.5615825653076172,-0.1825621873140335,2.0011162757873535,0.2805185616016388,0.9296689629554749,0.8841547966003418,0.0431033335626125,1.5996398925781250,-0.2816069424152374,-0.3092010021209717,0.5787343382835388,-0.7142899036407471,-2.2238461971282959,0.6580644845962524,0.7766720056533813,-0.1097225993871689,4.4251704216003418,5.5865163803100586,2.7841017246246338,1.7876282930374146,1.7987054586410522,3.4730370044708252,-11.3975143432617188,3.7552118301391602,5.6247863769531250,-2.6192016601562500,1.8005862236022949,2.6306684017181396,-1.5958406925201416,-0.8787063956260681,-7.2207894325256348,-1.0746570825576782
occurs_in,-0.6188830733299255,-0.0934682711958885,2.2746827602386475,-0.4775535166263580,2.0367815494537354,0.3840130567550659,0.0367606729269028,0.3023395836353302,0.9713206887245178,1.2405251264572144,0.5823829174041748,-3.0113911628723145,-1.6152707338333130,-0.3422778248786926,-0.4406356811523438,0.5030335783958435,4.1214494705200195,0.1598998904228210,9.5724601745605469,1.2835973501205444,-5.4542298316955566,3.7253465652465820,-1.5244414806365967,-4.1635828018188477,10.2949018478393555,-4.4449086189270020,-1.0385410785675049,-3.2486054897308350,-5.6930341720581055,-11.3102788925170898,-6.0833048820495605,8.5996131896972656
uses,0.1491258740425110,0.1709120422601700,0.2311237901449203,-1.0903443098068237,1.0733749866485596,0.5904517173767090,-1.1926962137222290,0.1956838518381119,-0.4512805342674255,-0.6346813440322876,2.3610320091247559,-0.5689579248428345,-0.2496513575315475,1.0539652109146118,0.2197400331497192,1.2713295221328735,-3.2119982242584229,-2.6141874790191650,2.4819071292877197,-12.4457473754882812,-1.1903955936431885,8.1119499206542969,2.7346732616424561,2.1671247482299805,-2.7195658683776855,-1.0381937026977539,6.8590283393859863,8.9088497161865234,1.7806594371795654,-14.1206226348876953,6.3848271369934082,-2.3602271080017090
