,relation
0,ingredient_of
1,process_of
2,affects
3,co-occurs_with
4,interacts_with
5,issue_in
6,part_of
7,causes
8,complicates
9,manifestation_of
10,uses
11,assesses_effect_of
12,isa
13,prevents
14,connected_to
15,result_of
16,evaluation_of
17,location_of
18,disrupts
19,performs
20,produces
21,associated_with
22,carries_out
23,precedes
24,diagnoses
25,treats
26,measures
27,analyzes
28,measurement_of
29,occurs_in
30,indicates
31,consists_of
32,derivative_of
33,interconnects
34,exhibits
35,degree_of
36,property_of
37,method_of
38,conceptual_part_of
39,contains
40,developmental_form_of
41,practices
42,manages
43,conceptually_related_to
44,adjacent_to
45,surrounds
