,entity
0,clinical_attribute
1,vitamin
2,organism_function
3,neoplastic_process
4,body_part_organ_or_organ_component
5,family_group
6,fish
7,professional_society
8,tissue
9,plant
10,natural_phenomenon_or_process
11,receptor
12,professional_or_occupational_group
13,immunologic_factor
14,daily_or_recreational_activity
15,organism_attribute
16,cell_component
17,injury_or_poisoning
18,disease_or_syndrome
19,quantitative_concept
20,pathologic_function
21,fungus
22,diagnostic_procedure
23,hormone
24,cell
25,biologic_function
26,mental_or_behavioral_dysfunction
27,sign_or_symptom
28,individual_behavior
29,amino_acid_peptide_or_protein
30,organophosphorus_compound
31,human_caused_phenomenon_or_process
32,antibiotic
33,body_location_or_region
34,laboratory_or_test_result
35,organ_or_tissue_function
36,behavior
37,anatomical_abnormality
38,acquired_abnormality
39,nucleic_acid_nucleoside_or_nucleotide
40,educational_activity
41,experimental_model_of_disease
42,hazardous_or_poisonous_substance
43,congenital_abnormality
44,health_care_activity
45,amino_acid_sequence
46,body_system
47,pharmacologic_substance
48,molecular_function
49,reptile
50,therapeutic_or_preventive_procedure
51,gene_or_genome
52,chemical_viewed_structurally
53,element_ion_or_isotope
54,body_substance
55,social_behavior
56,laboratory_procedure
57,organic_chemical
58,food
59,fully_formed_anatomical_structure
60,steroid
61,human
62,lipid
63,phenomenon_or_process
64,bird
65,environmental_effect_of_humans
66,molecular_biology_research_technique
67,invertebrate
68,cell_function
69,embryonic_structure
70,organization
71,biologically_active_substance
72,vertebrate
73,conceptual_entity
74,research_activity
75,clinical_drug
76,group
77,governmental_or_regulatory_activity
78,occupational_activity
79,physiologic_function
80,cell_or_molecular_dysfunction
81,geographic_area
82,biomedical_or_dental_material
83,body_space_or_junction
84,inorganic_chemical
85,organism
86,indicator_reagent_or_diagnostic_aid
87,medical_device
88,alga
89,research_device
90,neuroreactive_substance_or_biogenic_amine
91,manufactured_object
92,population_group
93,substance
94,amphibian
95,rickettsia_or_chlamydia
96,mental_process
97,enzyme
98,genetic_function
99,eicosanoid
100,virus
101,animal
102,finding
103,age_group
104,self_help_or_relief_organization
105,qualitative_concept
106,anatomical_structure
107,carbohydrate_sequence
108,chemical_viewed_functionally
109,physical_object
110,molecular_sequence
111,carbohydrate
112,drug_delivery_device
113,temporal_concept
114,patient_or_disabled_group
115,activity
116,health_care_related_organization
117,mammal
118,language
119,spatial_concept
120,regulation_or_law
121,machine_activity
122,occupation_or_discipline
123,bacterium
124,group_attribute
125,nucleotide_sequence
126,archaeon
127,idea_or_concept
128,chemical
129,entity
130,functional_concept
131,biomedical_occupation_or_discipline
132,intellectual_product
133,event
134,classification
