,entity
0,clinical_attribute
1,vitamin
2,organism_function
3,neoplastic_process
4,body_part_organ_or_organ_component
5,family_group
6,fish
7,professional_society
8,tissue
9,plant
10,natural_phenomenon_or_process
11,receptor
12,immunologic_factor
13,daily_or_recreational_activity
14,organism_attribute
15,cell_component
16,injury_or_poisoning
17,disease_or_syndrome
18,quantitative_concept
19,pathologic_function
20,fungus
21,diagnostic_procedure
22,hormone
23,cell
24,biologic_function
25,mental_or_behavioral_dysfunction
26,sign_or_symptom
27,individual_behavior
28,amino_acid_peptide_or_protein
29,organophosphorus_compound
30,human_caused_phenomenon_or_process
31,antibiotic
32,body_location_or_region
33,laboratory_or_test_result
34,organ_or_tissue_function
35,behavior
36,anatomical_abnormality
37,acquired_abnormality
38,nucleic_acid_nucleoside_or_nucleotide
39,educational_activity
40,experimental_model_of_disease
41,hazardous_or_poisonous_substance
42,congenital_abnormality
43,health_care_activity
44,professional_or_occupational_group
45,amino_acid_sequence
46,body_system
47,pharmacologic_substance
48,molecular_function
49,reptile
50,therapeutic_or_preventive_procedure
51,gene_or_genome
52,chemical_viewed_structurally
53,element_ion_or_isotope
54,body_substance
55,social_behavior
56,laboratory_procedure
57,organic_chemical
58,food
59,steroid
60,human
61,lipid
62,phenomenon_or_process
63,bird
64,environmental_effect_of_humans
65,invertebrate
66,cell_function
67,molecular_biology_research_technique
68,embryonic_structure
69,organization
70,biologically_active_substance
71,vertebrate
72,conceptual_entity
73,neuroreactive_substance_or_biogenic_amine
74,research_activity
75,clinical_drug
76,group
77,governmental_or_regulatory_activity
78,occupational_activity
79,physiologic_function
80,cell_or_molecular_dysfunction
81,geographic_area
82,biomedical_or_dental_material
83,body_space_or_junction
84,inorganic_chemical
85,indicator_reagent_or_diagnostic_aid
86,medical_device
87,alga
88,research_device
89,manufactured_object
90,population_group
91,substance
92,amphibian
93,rickettsia_or_chlamydia
94,mental_process
95,enzyme
96,genetic_function
97,virus
98,animal
99,finding
100,eicosanoid
101,age_group
102,self_help_or_relief_organization
103,qualitative_concept
104,anatomical_structure
105,carbohydrate_sequence
106,chemical_viewed_functionally
107,physical_object
108,molecular_sequence
109,fully_formed_anatomical_structure
110,carbohydrate
111,drug_delivery_device
112,temporal_concept
113,patient_or_disabled_group
114,health_care_related_organization
115,mammal
116,language
117,spatial_concept
118,regulation_or_law
119,intellectual_product
120,occupation_or_discipline
121,bacterium
122,nucleotide_sequence
123,archaeon
124,idea_or_concept
125,activity
126,chemical
127,functional_concept
128,group_attribute
129,machine_activity
130,biomedical_occupation_or_discipline
131,organism
132,entity
133,classification
134,event
