relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
term0,0.35235065,-1.2665359,-0.2246829,-1.2988474,-0.7619759,-1.1537479,1.8785149,1.4230311,1.1665628,0.9342115,0.092380345,0.86639416,0.26384488,-1.0660986,-1.6156969,0.16779824,0.08212788,1.6697154,2.0145688,0.69182605,-0.5049994,0.54604185,-0.51498866,-1.1160597,-0.28550395,0.13629085,-0.25746608,-1.7739017,-1.5070518,0.8986026,-3.607859,-2.4258568
term1,0.08920147,0.44031268,1.4616889,-0.92001486,-0.34272945,-0.07208844,0.9984223,0.72916025,0.8477889,-0.5647378,-0.6692713,0.06764146,0.5844846,-0.6910946,-1.0402946,0.6718435,1.549742,-0.31899968,-0.9461995,-1.0306746,0.117099844,-1.2044767,-0.08594462,-0.37924856,-0.61290973,-1.8552588,-0.3163758,-1.8416255,0.32483214,0.24042043,-0.30290467,-1.8279371
term10,0.043113798,-0.69832194,-0.29977465,-1.0783771,-0.36811054,0.2980569,0.95158863,-0.09547899,1.3083481,-0.51962924,0.35399538,-0.12864022,0.8789293,-0.5299128,-1.5091195,-0.43458703,0.31894058,0.16447745,-0.26112854,0.42064446,-0.4496473,0.5203933,-1.2969408,0.31028217,-0.22131467,0.64520574,0.14806923,-0.6932037,-0.6363511,-0.7801967,0.446169,1.184183
term11,-0.86127675,-0.2838151,-0.025707148,-0.7575354,-0.698533,0.1094252,0.6080337,0.15624566,1.1675977,-0.38481972,-0.20694835,-0.17692159,1.0313548,0.61460704,-1.05989,-0.13503069,0.103843935,-0.18088566,-0.1732941,0.60600215,0.44567934,0.47904304,0.21241103,0.007971348,0.06878988,0.2680362,-0.02446847,-1.0442609,-0.17866135,-0.5449178,1.3863862,0.7435288
term12,-0.2645932,-0.11455126,0.23117033,-1.2520231,-0.23232518,-1.2267191,-0.6027396,-0.13016558,1.0401418,0.6305267,0.081061214,0.6523512,-1.1310211,-0.48691136,-0.73133653,0.6342147,-0.78012854,0.103075296,-0.4314341,-0.0024090102,-1.3577352,-0.5110457,0.61313003,0.90268326,0.24955551,-1.4676356,0.05310197,-1.715716,-0.7437555,1.2990861,-1.4823487,1.611429
term13,-0.4688884,-0.11473301,0.6002082,-1.3133342,-1.0734402,0.14061394,-0.96967757,-1.238339,0.5191566,-0.6931695,0.3843681,0.5379201,-0.4490677,0.37530586,-1.588951,-0.82211494,-1.0647532,0.54780686,0.264291,0.57897025,0.4764717,-0.172623,-0.8263845,0.4440764,0.6975155,-1.2678069,0.55613035,-0.5077899,0.2926666,0.724954,-0.33199635,1.1102203
term14,1.0592544,-0.034369443,0.20996945,-0.88036585,-1.1813309,-1.0106101,-0.6891089,-0.51824236,1.022566,-0.31063938,-1.3929257,0.5599647,-0.92467546,-0.24924558,-0.7880682,1.4848734,-0.7043329,0.6376938,0.45536742,0.038769245,-0.63523006,0.43762898,2.5483255,0.25826368,-0.47966823,-0.916217,1.3187689,-2.4827049,0.06429326,-0.06402287,-1.0321846,0.8836052
term15,-0.37761813,-0.54789877,-0.78313434,-0.5718391,0.26954582,-0.09819267,1.0239753,-1.4413017,-1.0156827,-0.02822814,0.56045985,-0.42529067,-0.8006253,0.040778913,-0.886076,-0.13175368,0.40788245,-0.6855217,0.3384112,-0.57566327,0.5129251,0.57802284,-0.27888036,-0.12623028,0.10055186,-0.37350085,0.50517833,-0.9820864,-0.24433416,-0.14483131,-0.21813339,-0.020816322
term16,-0.22063851,-0.16928187,-0.24980098,-0.63744414,0.08335082,-0.111963876,-0.8363333,0.51701456,-0.8981053,0.052124605,0.41583458,0.23630764,0.8390844,-0.041108083,-0.630971,-0.24383894,0.47419336,0.07041455,-0.020191383,0.19353484,0.000736892,0.0807696,0.009055027,-0.2170504,-0.2787474,0.088629685,-0.11751139,-0.783233,0.10258061,0.22326455,-0.32375854,0.03259365
term17,1.2769138,2.0287254,1.9859655,-1.594047,2.5440345,-1.8860745,-1.0756018,0.23518017,0.68373203,-1.3462329,0.402527,1.005869,-1.6913993,-0.2311973,-1.0421087,-0.6358868,-0.3100341,-0.118665315,-0.3513196,-1.653311,0.11861824,-0.35329023,-1.6403887,-1.2753955,-0.71787053,0.89885867,-0.18251188,-1.0584238,-0.76370114,0.18800442,0.30658206,1.2285714
term18,0.75049543,-0.062949836,-0.6782605,-0.8718138,-1.1268802,-1.4168395,1.090671,0.6619011,-1.2711473,-0.4078195,-1.444023,-0.2799737,-0.27934986,0.0770111,-0.73457104,1.0223762,-2.0155673,0.17754646,-1.6035177,0.59254795,-1.9952116,-1.2329634,0.58680695,-1.3734797,0.6578204,1.2931918,-0.11541183,-1.9664583,0.53014094,-0.8070389,-0.2790472,0.8979614
term19,0.08532741,3.8995535,1.5333451,-1.4579813,-3.016147,-0.8315532,-1.1591657,1.8481628,-2.2645502,-0.65160006,1.0927869,0.39179876,-0.80413276,0.004283735,-0.73808736,0.42610916,0.6223564,-0.25925213,-1.6004286,0.21419477,-0.528627,3.0707388,-0.9588882,-1.0306902,2.836372,-0.9463011,0.11313418,-2.36681,3.8240905,-1.0535787,0.9059012,0.76984704
term2,0.0029019346,0.46037775,0.63838524,-1.0617326,0.3758766,0.09905885,1.0944633,-0.03510409,0.72778064,0.016810846,0.3711884,0.63713586,1.1493918,-0.39621684,-1.1412673,-0.16834284,0.39031368,-0.67481196,-1.1693735,-1.1577531,-0.8064421,0.00309521,0.634287,-0.3120001,0.26653233,-1.2841333,0.47435084,-1.5558563,0.4988097,0.81338704,-1.6424153,-1.2742829
term20,-1.2095348,-0.4979698,-0.62864333,-1.5958909,1.057821,-2.0149245,-0.32360888,-0.666537,0.7550089,0.4301205,0.8655217,-3.0495465,-0.5936434,0.8659417,-0.42058998,-0.41063735,0.18746012,-0.72424525,-0.13117537,-0.7132905,0.27487332,0.38868645,1.5586723,-1.4432032,-0.7454745,0.24626993,-1.3220956,-2.1250544,0.2756404,0.75485307,-1.1241182,1.4225696
term21,-0.78756243,-0.010455837,0.20497459,-2.232784,1.6148263,1.4531535,-0.60438067,-2.8389246,0.5753111,0.738998,0.28845736,-0.120407246,-1.1177101,-1.1236126,-1.612412,-0.028804176,0.27447376,-0.50446594,-0.9682339,-2.3129895,-1.1032188,0.70773137,1.9505285,-0.14754966,-0.16775371,0.13836369,0.9804598,-1.880723,0.25867477,0.6049298,0.2022725,1.0122375
term22,-0.20958106,2.309264,0.17389931,-2.4414706,-0.99842906,0.851599,0.93579215,-0.103108,-0.49407694,-1.2438293,-0.13734585,0.7512913,-2.2597065,-0.126211,-1.8755558,0.3346415,-0.173356,1.9078795,0.10034324,0.23967944,0.010335318,-0.712981,-2.0471728,0.20509791,-0.50937694,0.41898537,-1.8506824,-1.2870486,-0.9053553,1.6517717,-0.18535857,0.23862644
term24,-0.79650027,-1.8320707,-0.73840386,-1.8443317,0.19782561,0.9222141,-0.88087636,1.9389412,-0.6424,-0.26550788,-0.7725485,-0.035639357,-3.2209017,-0.18588763,-1.6539277,3.9021423,0.6773357,0.4682902,-1.245878,-0.6634815,-1.8056623,-3.3270674,-0.4564157,3.1418436,0.112695515,1.0236031,-2.0032382,-2.7365587,-1.361761,0.32596266,2.177259,3.2557483
