,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
brazil,0.6585979,2.2984428,-0.90166914,0.2651424,0.3142059,0.26544902,-0.04646242,0.36767507,0.2629582,1.4546055,0.44026086,0.5433571,0.38498718,1.1203953,0.69696873,-0.9374061,1.1078922,-1.1651549,0.5019432,-0.65014243,0.9265923,1.1057163,-0.6189791,-2.4494236,0.74083775,0.66658187,0.92654693,1.3965203,0.39235163,0.5567173,0.11957447,1.6195128
burma,-0.94942814,0.46350193,-0.2789367,-0.25861052,0.68368876,-0.6019958,-0.16875672,0.40441805,0.14475994,0.062387247,-1.4160652,0.101900846,-0.53854567,0.2709711,0.5463507,-1.2575414,1.0052642,0.9977404,-0.67928815,-0.4720202,2.3150914,0.8764101,-2.9616363,-2.1749299,1.5843076,-0.34872702,-2.0241127,-2.3588402,0.63518137,0.14358687,-0.5593608,0.90735173
china,0.8277269,0.6440454,-2.1539826,0.07173575,0.22665076,-1.1658254,-1.0484638,1.1359475,1.3786856,-0.75789857,0.9215237,0.56529105,-1.151491,1.2717907,0.3842625,-0.4967064,0.75331354,-1.4743431,-1.4664026,-1.7699326,0.15308917,0.82822543,0.9296374,-1.0625887,1.5349889,-2.1492155,-2.0512362,-1.3742824,0.84921867,1.0774828,1.4134744,0.96224284
cuba,-0.5043674,-1.8232305,0.069339655,-0.7943055,0.8900038,-1.6736512,0.56346685,-0.4335167,0.5686184,-0.7670221,-1.456792,0.61977357,-1.5039893,0.26942348,0.21425444,-1.3579559,2.0522447,-1.1596776,-1.1709428,-0.6354951,0.808901,0.7481291,-0.17503783,-1.6736147,1.5600089,0.8988053,-1.6876761,0.6352215,0.7504152,0.56679875,0.24080375,1.0446856
egypt,-0.7521748,0.38455144,-1.55232,-0.8126172,1.3516355,-1.8773632,-0.36285818,0.5737614,-1.9648738,-0.218828,-0.8133787,2.042672,-0.037711173,-0.36719045,0.6708728,0.543722,1.4602998,1.0328674,-1.01949,-0.8110999,1.4674603,0.13470548,-1.1978264,-0.5327748,1.5183984,-0.7310845,-0.07011434,-0.6461578,0.86736387,-0.37187114,-1.5046662,-0.3552899
india,1.1463864,-0.8761075,-0.36984015,-0.40800402,0.23779806,-0.55765975,-0.5430134,0.6501411,1.5901257,-0.04910569,0.96644807,2.4776058,0.9645193,-0.0790984,-1.5237261,0.54824525,0.3759559,0.6121275,-0.92255753,-2.109073,0.6302583,1.6613421,-2.1574116,-1.3574301,0.28139654,0.99815387,0.045345537,0.1449625,-0.82894045,1.5891777,-1.533285,-0.84088385
indonesia,1.1240774,-0.44537443,-1.9050982,0.13878243,0.16638793,-0.12194853,0.18667977,-0.24622977,1.755109,0.04074025,-1.8707144,0.29708135,-0.4746587,-0.86525774,1.5794458,2.1792552,-0.26201415,1.352758,-0.10481445,-1.3633696,0.49542284,1.5298483,-2.3568296,-1.6294954,0.11762019,-0.07742142,-0.91019994,-2.0966423,-0.34473366,0.47330528,-1.2947742,1.5259153
israel,-0.29146796,-0.2817535,0.040590983,0.016601935,0.6565096,-0.68504506,-0.6540597,0.6146133,1.3279209,0.48272893,0.15392971,1.4129885,-0.6686422,-0.33052185,0.7581465,0.63654494,-1.7408316,1.4961354,-2.2956984,-1.4405046,0.8405159,-0.21324217,-0.57733864,-1.8661414,0.95794094,0.81277966,0.24595873,-0.35916448,-0.49673626,-1.9754243,-1.3476099,0.21265408
jordan,0.08482209,-0.38282508,0.14560676,1.920086,-0.08827909,-1.1372397,1.2311985,0.9716044,0.94097394,-0.15712571,-0.15575503,-0.13361536,-0.19413285,-0.5688321,0.16684997,-0.6815197,-0.27164122,0.5855739,0.28804976,-0.7250596,-1.4274644,2.5817704,-1.6981033,-2.5398853,0.88669056,-0.5454517,-0.3951914,0.22622746,2.5619934,-0.8761283,-0.059059598,0.5313103
netherlands,0.10175385,-0.13374032,-0.8940715,-0.20410465,-0.20519018,1.923223,0.8308481,0.7845704,0.12814361,-0.6524576,-1.174302,1.1329362,-0.27618015,0.6360949,1.6052129,-0.57114047,0.77352136,-0.6953061,-1.0260774,-1.453463,-0.20910794,0.89809364,-1.2759054,-0.82228374,1.2656198,1.2794352,-0.10677494,-0.42893466,1.234355,-0.7807007,1.1342515,-1.0751467
poland,0.118929066,0.016333954,-1.3137616,1.6600618,-1.8081801,-0.6028435,-0.84307694,-0.8477625,-0.3598181,-0.8493047,-1.1744593,1.5239671,0.15615845,-1.5552634,-0.29096696,-0.5488539,-0.01420801,-1.498978,-1.3571337,0.08763273,-0.37832355,1.7639277,-0.029861463,-1.837096,1.0487125,1.4085064,-1.1862628,-0.028520605,0.27672958,0.75370866,-0.2991823,-0.5249756
uk,0.8178901,-0.4023599,-0.10850604,0.5128871,-0.32242396,-0.15832162,0.80540067,-2.5988843,0.11925818,0.4973119,1.1660786,0.9050609,-0.82646805,1.3025728,1.0064758,1.0274078,-0.29894283,-0.721815,-0.49629447,-0.20249754,0.9223531,1.220164,-0.21795882,-0.5704158,-0.046034206,1.2520151,0.4075294,-0.6136527,1.1754534,-0.12553442,0.6986163,0.04367806
usa,0.84624124,-1.7888602,-1.1401348,1.1544759,0.4622918,1.3937976,-1.5882704,0.37281904,-1.1072178,1.7433919,0.47152352,0.84948236,2.0324829,1.5451444,1.5944529,-0.5992061,-1.0473639,-0.39003715,0.11201021,1.8651445,-0.761548,-0.33641908,-1.3354803,-0.30970597,1.6534182,1.5898554,1.8342611,-0.73752105,1.199839,0.112367555,1.8356621,1.1625793
