,entity
0,pathologic_function
1,mental_or_behavioral_dysfunction
2,body_location_or_region
3,element_ion_or_isotope
4,organ_or_tissue_function
5,antibiotic
6,body_part_organ_or_organ_component
7,genetic_function
8,enzyme
9,organism_function
10,immunologic_factor
11,fully_formed_anatomical_structure
12,geographic_area
13,hazardous_or_poisonous_substance
14,vitamin
15,carbohydrate_sequence
16,food
17,biologically_active_substance
18,gene_or_genome
19,health_care_activity
20,biologic_function
21,molecular_biology_research_technique
22,experimental_model_of_disease
23,chemical_viewed_structurally
24,cell_component
25,neoplastic_process
26,neuroreactive_substance_or_biogenic_amine
27,pharmacologic_substance
28,research_activity
29,anatomical_abnormality
30,mental_process
31,laboratory_or_test_result
32,carbohydrate
33,receptor
34,animal
35,therapeutic_or_preventive_procedure
36,organic_chemical
37,chemical_viewed_functionally
38,research_device
39,virus
40,congenital_abnormality
41,embryonic_structure
42,cell_function
43,acquired_abnormality
44,inorganic_chemical
45,anatomical_structure
46,population_group
47,cell
48,injury_or_poisoning
49,physiologic_function
50,natural_phenomenon_or_process
51,occupational_activity
52,lipid
53,amino_acid_peptide_or_protein
54,indicator_reagent_or_diagnostic_aid
55,rickettsia_or_chlamydia
56,health_care_related_organization
57,diagnostic_procedure
58,invertebrate
59,professional_or_occupational_group
60,manufactured_object
61,environmental_effect_of_humans
62,bacterium
63,molecular_function
64,disease_or_syndrome
65,cell_or_molecular_dysfunction
66,nucleotide_sequence
67,hormone
68,laboratory_procedure
69,finding
70,medical_device
71,group_attribute
72,fungus
73,clinical_attribute
74,organophosphorus_compound
75,regulation_or_law
76,tissue
77,behavior
78,biomedical_or_dental_material
79,drug_delivery_device
80,organism_attribute
81,age_group
82,sign_or_symptom
83,professional_society
84,plant
85,body_substance
86,nucleic_acid_nucleoside_or_nucleotide
87,individual_behavior
88,bird
89,quantitative_concept
90,body_system
91,qualitative_concept
92,organization
93,family_group
94,alga
95,amphibian
96,social_behavior
97,steroid
98,daily_or_recreational_activity
99,reptile
100,human
101,human_caused_phenomenon_or_process
102,educational_activity
103,body_space_or_junction
104,self_help_or_relief_organization
105,patient_or_disabled_group
106,phenomenon_or_process
107,clinical_drug
108,eicosanoid
109,vertebrate
110,occupation_or_discipline
111,functional_concept
112,group
113,archaeon
114,amino_acid_sequence
115,biomedical_occupation_or_discipline
116,substance
117,intellectual_product
118,mammal
119,fish
120,language
121,idea_or_concept
122,organism
123,activity
124,temporal_concept
125,chemical
126,conceptual_entity
127,governmental_or_regulatory_activity
128,machine_activity
129,spatial_concept
130,molecular_sequence
131,entity
132,classification
133,event
134,physical_object
