,entity
0,human
1,genetic_function
2,carbohydrate
3,social_behavior
4,experimental_model_of_disease
5,neuroreactive_substance_or_biogenic_amine
6,fully_formed_anatomical_structure
7,physiologic_function
8,amphibian
9,invertebrate
10,organic_chemical
11,antibiotic
12,biomedical_or_dental_material
13,lipid
14,machine_activity
15,mental_process
16,substance
17,steroid
18,classification
19,injury_or_poisoning
20,receptor
21,organism_function
22,anatomical_abnormality
23,virus
24,drug_delivery_device
25,molecular_function
26,temporal_concept
27,quantitative_concept
28,neoplastic_process
29,fungus
30,molecular_biology_research_technique
31,immunologic_factor
32,reptile
33,enzyme
34,hormone
35,health_care_activity
36,research_activity
37,phenomenon_or_process
38,cell_component
39,cell_function
40,finding
41,therapeutic_or_preventive_procedure
42,pathologic_function
43,cell_or_molecular_dysfunction
44,regulation_or_law
45,organization
46,chemical_viewed_structurally
47,archaeon
48,rickettsia_or_chlamydia
49,body_location_or_region
50,bird
51,organism_attribute
52,anatomical_structure
53,inorganic_chemical
54,food
55,congenital_abnormality
56,natural_phenomenon_or_process
57,occupation_or_discipline
58,clinical_attribute
59,research_device
60,embryonic_structure
61,professional_society
62,population_group
63,carbohydrate_sequence
64,biomedical_occupation_or_discipline
65,diagnostic_procedure
66,spatial_concept
67,organ_or_tissue_function
68,laboratory_or_test_result
69,health_care_related_organization
70,chemical_viewed_functionally
71,vitamin
72,plant
73,biologically_active_substance
74,mental_or_behavioral_dysfunction
75,age_group
76,event
77,body_substance
78,cell
79,occupational_activity
80,alga
81,nucleic_acid_nucleoside_or_nucleotide
82,gene_or_genome
83,pharmacologic_substance
84,laboratory_procedure
85,biologic_function
86,behavior
87,idea_or_concept
88,organophosphorus_compound
89,bacterium
90,eicosanoid
91,body_part_organ_or_organ_component
92,chemical
93,daily_or_recreational_activity
94,indicator_reagent_or_diagnostic_aid
95,sign_or_symptom
96,vertebrate
97,disease_or_syndrome
98,acquired_abnormality
99,tissue
100,self_help_or_relief_organization
101,geographic_area
102,mammal
103,human_caused_phenomenon_or_process
104,educational_activity
105,patient_or_disabled_group
106,activity
107,conceptual_entity
108,clinical_drug
109,environmental_effect_of_humans
110,amino_acid_sequence
111,amino_acid_peptide_or_protein
112,fish
113,body_system
114,body_space_or_junction
115,individual_behavior
116,family_group
117,qualitative_concept
118,medical_device
119,intellectual_product
120,molecular_sequence
121,group_attribute
122,hazardous_or_poisonous_substance
123,functional_concept
124,professional_or_occupational_group
125,organism
126,group
127,element_ion_or_isotope
128,language
129,nucleotide_sequence
130,animal
131,governmental_or_regulatory_activity
132,manufactured_object
133,entity
134,physical_object
