,relation
0,property_of
1,disrupts
2,process_of
3,isa
4,produces
5,performs
6,degree_of
7,location_of
8,manifestation_of
9,part_of
10,causes
11,co-occurs_with
12,affects
13,interacts_with
14,result_of
15,contains
16,measurement_of
17,measures
18,indicates
19,issue_in
20,diagnoses
21,conceptual_part_of
22,complicates
23,evaluation_of
24,occurs_in
25,method_of
26,associated_with
27,developmental_form_of
28,precedes
29,ingredient_of
30,adjacent_to
31,analyzes
32,carries_out
33,assesses_effect_of
34,consists_of
35,treats
36,uses
37,surrounds
38,derivative_of
39,connected_to
40,prevents
41,conceptually_related_to
42,exhibits
43,practices
44,interconnects
45,manages
