,entity
0,organophosphorus_compound
1,pharmacologic_substance
2,alga
3,bird
4,diagnostic_procedure
5,cell_component
6,pathologic_function
7,bacterium
8,molecular_function
9,neuroreactive_substance_or_biogenic_amine
10,experimental_model_of_disease
11,archaeon
12,embryonic_structure
13,environmental_effect_of_humans
14,physiologic_function
15,immunologic_factor
16,indicator_reagent_or_diagnostic_aid
17,cell_or_molecular_dysfunction
18,sign_or_symptom
19,cell_function
20,educational_activity
21,neoplastic_process
22,patient_or_disabled_group
23,disease_or_syndrome
24,gene_or_genome
25,mental_or_behavioral_dysfunction
26,genetic_function
27,amphibian
28,anatomical_abnormality
29,manufactured_object
30,tissue
31,biologic_function
32,health_care_activity
33,molecular_sequence
34,phenomenon_or_process
35,receptor
36,carbohydrate
37,eicosanoid
38,professional_society
39,fully_formed_anatomical_structure
40,hormone
41,individual_behavior
42,behavior
43,molecular_biology_research_technique
44,organ_or_tissue_function
45,laboratory_procedure
46,amino_acid_peptide_or_protein
47,plant
48,therapeutic_or_preventive_procedure
49,biologically_active_substance
50,steroid
51,enzyme
52,inorganic_chemical
53,organization
54,organic_chemical
55,research_activity
56,body_space_or_junction
57,element_ion_or_isotope
58,body_part_organ_or_organ_component
59,mental_process
60,congenital_abnormality
61,intellectual_product
62,clinical_drug
63,clinical_attribute
64,health_care_related_organization
65,rickettsia_or_chlamydia
66,biomedical_or_dental_material
67,acquired_abnormality
68,virus
69,population_group
70,organism_function
71,amino_acid_sequence
72,organism_attribute
73,nucleic_acid_nucleoside_or_nucleotide
74,entity
75,hazardous_or_poisonous_substance
76,chemical_viewed_structurally
77,drug_delivery_device
78,finding
79,body_substance
80,occupational_activity
81,anatomical_structure
82,chemical
83,vitamin
84,laboratory_or_test_result
85,lipid
86,research_device
87,cell
88,food
89,chemical_viewed_functionally
90,quantitative_concept
91,professional_or_occupational_group
92,mammal
93,self_help_or_relief_organization
94,antibiotic
95,functional_concept
96,medical_device
97,natural_phenomenon_or_process
98,age_group
99,carbohydrate_sequence
100,reptile
101,biomedical_occupation_or_discipline
102,group_attribute
103,human_caused_phenomenon_or_process
104,group
105,vertebrate
106,injury_or_poisoning
107,qualitative_concept
108,regulation_or_law
109,geographic_area
110,body_location_or_region
111,idea_or_concept
112,fish
113,social_behavior
114,family_group
115,fungus
116,conceptual_entity
117,invertebrate
118,activity
119,animal
120,occupation_or_discipline
121,classification
122,human
123,daily_or_recreational_activity
124,temporal_concept
125,body_system
126,organism
127,physical_object
128,governmental_or_regulatory_activity
129,nucleotide_sequence
130,language
131,machine_activity
132,substance
133,spatial_concept
134,event
