,relation
0,produces
1,isa
2,measurement_of
3,affects
4,process_of
5,issue_in
6,assesses_effect_of
7,interacts_with
8,result_of
9,surrounds
10,carries_out
11,complicates
12,precedes
13,developmental_form_of
14,prevents
15,performs
16,co-occurs_with
17,associated_with
18,measures
19,manifestation_of
20,location_of
21,disrupts
22,indicates
23,degree_of
24,ingredient_of
25,causes
26,contains
27,diagnoses
28,part_of
29,uses
30,analyzes
31,evaluation_of
32,property_of
33,consists_of
34,treats
35,method_of
36,connected_to
37,conceptual_part_of
38,occurs_in
39,exhibits
40,manages
41,conceptually_related_to
42,adjacent_to
43,interconnects
44,practices
45,derivative_of
