,entity
0,chemical_viewed_structurally
1,hazardous_or_poisonous_substance
2,experimental_model_of_disease
3,animal
4,laboratory_or_test_result
5,molecular_function
6,vitamin
7,biologic_function
8,congenital_abnormality
9,therapeutic_or_preventive_procedure
10,health_care_related_organization
11,governmental_or_regulatory_activity
12,social_behavior
13,molecular_biology_research_technique
14,body_part_organ_or_organ_component
15,genetic_function
16,population_group
17,occupation_or_discipline
18,mental_or_behavioral_dysfunction
19,hormone
20,behavior
21,biologically_active_substance
22,self_help_or_relief_organization
23,cell_component
24,laboratory_procedure
25,organophosphorus_compound
26,embryonic_structure
27,amino_acid_peptide_or_protein
28,tissue
29,professional_or_occupational_group
30,acquired_abnormality
31,fully_formed_anatomical_structure
32,organization
33,health_care_activity
34,functional_concept
35,neuroreactive_substance_or_biogenic_amine
36,research_device
37,lipid
38,clinical_drug
39,patient_or_disabled_group
40,physiologic_function
41,gene_or_genome
42,carbohydrate
43,inorganic_chemical
44,cell_or_molecular_dysfunction
45,finding
46,neoplastic_process
47,enzyme
48,mental_process
49,immunologic_factor
50,human
51,disease_or_syndrome
52,diagnostic_procedure
53,steroid
54,drug_delivery_device
55,pathologic_function
56,cell_function
57,chemical_viewed_functionally
58,alga
59,antibiotic
60,qualitative_concept
61,receptor
62,chemical
63,body_substance
64,pharmacologic_substance
65,individual_behavior
66,organism_function
67,cell
68,fish
69,manufactured_object
70,amphibian
71,human_caused_phenomenon_or_process
72,daily_or_recreational_activity
73,medical_device
74,sign_or_symptom
75,anatomical_abnormality
76,environmental_effect_of_humans
77,family_group
78,organ_or_tissue_function
79,educational_activity
80,plant
81,injury_or_poisoning
82,nucleic_acid_nucleoside_or_nucleotide
83,body_location_or_region
84,virus
85,idea_or_concept
86,bacterium
87,phenomenon_or_process
88,group
89,clinical_attribute
90,quantitative_concept
91,mammal
92,age_group
93,indicator_reagent_or_diagnostic_aid
94,organic_chemical
95,research_activity
96,body_space_or_junction
97,biomedical_or_dental_material
98,regulation_or_law
99,rickettsia_or_chlamydia
100,natural_phenomenon_or_process
101,professional_society
102,archaeon
103,element_ion_or_isotope
104,invertebrate
105,reptile
106,food
107,fungus
108,body_system
109,eicosanoid
110,vertebrate
111,intellectual_product
112,organism_attribute
113,substance
114,occupational_activity
115,temporal_concept
116,biomedical_occupation_or_discipline
117,nucleotide_sequence
118,anatomical_structure
119,geographic_area
120,amino_acid_sequence
121,bird
122,classification
123,language
124,group_attribute
125,activity
126,molecular_sequence
127,machine_activity
128,organism
129,spatial_concept
130,conceptual_entity
131,entity
132,carbohydrate_sequence
133,event
134,physical_object
