,entity
0,chemical_viewed_structurally
1,lipid
2,laboratory_procedure
3,cell_or_molecular_dysfunction
4,amino_acid_peptide_or_protein
5,organ_or_tissue_function
6,mental_or_behavioral_dysfunction
7,body_part_organ_or_organ_component
8,sign_or_symptom
9,eicosanoid
10,hazardous_or_poisonous_substance
11,reptile
12,population_group
13,acquired_abnormality
14,genetic_function
15,cell
16,cell_function
17,neoplastic_process
18,biologically_active_substance
19,mental_process
20,enzyme
21,professional_society
22,bird
23,anatomical_abnormality
24,geographic_area
25,congenital_abnormality
26,neuroreactive_substance_or_biogenic_amine
27,chemical_viewed_functionally
28,gene_or_genome
29,disease_or_syndrome
30,hormone
31,carbohydrate
32,immunologic_factor
33,biologic_function
34,antibiotic
35,phenomenon_or_process
36,clinical_attribute
37,inorganic_chemical
38,organophosphorus_compound
39,element_ion_or_isotope
40,professional_or_occupational_group
41,cell_component
42,physiologic_function
43,body_substance
44,food
45,family_group
46,steroid
47,health_care_related_organization
48,nucleic_acid_nucleoside_or_nucleotide
49,finding
50,vitamin
51,experimental_model_of_disease
52,diagnostic_procedure
53,organism_attribute
54,receptor
55,health_care_activity
56,body_space_or_junction
57,social_behavior
58,research_activity
59,molecular_function
60,molecular_biology_research_technique
61,organic_chemical
62,mammal
63,organism_function
64,temporal_concept
65,self_help_or_relief_organization
66,molecular_sequence
67,qualitative_concept
68,vertebrate
69,individual_behavior
70,virus
71,substance
72,anatomical_structure
73,invertebrate
74,tissue
75,chemical
76,amino_acid_sequence
77,pathologic_function
78,therapeutic_or_preventive_procedure
79,biomedical_or_dental_material
80,injury_or_poisoning
81,animal
82,pharmacologic_substance
83,occupational_activity
84,language
85,archaeon
86,natural_phenomenon_or_process
87,medical_device
88,body_location_or_region
89,laboratory_or_test_result
90,fully_formed_anatomical_structure
91,machine_activity
92,embryonic_structure
93,daily_or_recreational_activity
94,patient_or_disabled_group
95,alga
96,behavior
97,indicator_reagent_or_diagnostic_aid
98,clinical_drug
99,bacterium
100,human_caused_phenomenon_or_process
101,research_device
102,manufactured_object
103,group
104,regulation_or_law
105,entity
106,biomedical_occupation_or_discipline
107,educational_activity
108,organization
109,age_group
110,group_attribute
111,environmental_effect_of_humans
112,rickettsia_or_chlamydia
113,drug_delivery_device
114,quantitative_concept
115,fish
116,amphibian
117,fungus
118,organism
119,human
120,carbohydrate_sequence
121,governmental_or_regulatory_activity
122,activity
123,conceptual_entity
124,occupation_or_discipline
125,plant
126,functional_concept
127,body_system
128,intellectual_product
129,spatial_concept
130,nucleotide_sequence
131,classification
132,physical_object
133,event
134,idea_or_concept
