,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
brazil,0.19015768,-0.26519787,1.5213304,-0.016063917,0.50154096,-0.99846905,2.4980803,2.4841824,0.14936253,0.44751844,-0.40916914,2.4264524,-0.56683964,0.8994321,-1.4328529,0.43629855,1.69628,-0.93359846,-1.5649889,-0.9347001,-0.3922139,-0.38609284,-0.66289234,0.16764784,-0.2602655,2.0242352,0.8533826,-1.048795,-0.46491304,0.04309112,0.60809875,0.857622
burma,2.0095127,-0.30905566,0.26651582,-1.2541423,0.2394519,0.5730531,1.1225127,1.7133709,0.20345323,0.8958464,0.98315793,0.11605288,0.88361055,0.31481883,-0.24102838,0.3999639,1.4745653,-3.081501,0.47195303,0.9133411,-1.4938065,-2.0169,-0.113628715,0.51081395,1.9303324,0.5096966,-1.4064287,0.21701567,-0.9198423,2.9434736,0.001761809,1.8563411
china,0.8536611,-1.0651276,0.46596107,0.5856824,-1.1207689,0.4858422,0.013360419,0.18088345,0.2563237,-1.1958454,0.53801453,0.74518937,0.17260228,1.3992176,0.42022705,0.73778754,-0.07904978,-0.5565466,0.38916183,-0.0011928731,-1.3788114,-0.24006803,-0.15601508,0.21738368,1.5041739,0.99169517,0.39860865,0.12036062,-0.098499075,0.086267516,0.7366132,0.6644306
cuba,-0.007038328,0.23824698,-0.0023672185,0.5551637,-0.7781764,0.7250548,0.7151146,0.7447122,0.7283478,0.34671247,0.3952819,0.82736754,0.44043085,0.51282406,0.4992171,0.48521054,0.550679,-0.7203544,0.04538804,0.077355735,-0.3884943,-0.7858245,-0.47200707,0.29177147,0.1401943,0.83396775,0.20787692,-0.3030227,0.044226043,0.33056656,0.48070976,0.8905041
egypt,-0.58974856,-0.632436,-0.77942234,-1.0808977,-1.1433617,0.056219857,1.0492446,1.9171296,-1.4232973,0.7572197,-0.8484543,0.4235828,-0.4977236,0.7903604,0.53951544,1.3759125,1.2338527,-0.4101954,0.07817745,0.13581091,-1.7681909,-2.3052554,-0.30945036,0.6658362,0.5387187,1.6760565,-1.2151245,-1.5302685,0.030411953,0.51724,-1.3673698,1.351776
india,-0.46092576,-1.913016,-0.15378639,-1.0155971,-0.35848486,-0.08116993,1.13732,2.5727422,-1.3550669,0.6543486,1.1765454,1.3265494,-1.272252,-1.6271869,-0.090583116,1.4033655,0.057514735,-0.72404754,-0.11543423,1.0445089,-0.7816314,-2.7640507,-1.2191368,-0.1931156,-1.8458035,1.7111367,1.4448277,-0.22102247,-0.52490073,0.51695764,-0.79700935,0.8365398
indonesia,1.9052867,0.21275546,-1.6687112,-2.1827695,-0.8138138,-0.08046357,1.3699559,2.183352,-0.3633882,0.7143287,1.3737699,1.3965206,-0.4101477,-0.49601442,-0.17538752,1.4928651,1.5685072,0.49559084,0.87624013,0.28610083,-3.2413447,-1.170126,-0.25363466,1.1267152,0.323641,1.4237372,-0.63637555,0.56215805,-0.9728614,-1.4280689,0.7533586,0.2916563
israel,1.1057749,-1.8202662,0.9549332,-1.4838984,0.5839785,-0.5359477,1.7203132,1.9887344,-1.3243041,0.28292534,1.0313168,-0.25607732,-0.57386076,-0.95630515,0.24219933,2.5136487,0.78539747,-0.60302615,0.87048274,1.0106705,-0.8679182,0.52194345,0.9147805,-0.67792857,-1.211623,1.6392893,-0.6975314,-0.67055035,0.075045735,1.830892,-0.2996365,3.6798692
jordan,2.4400754,-1.4554465,-0.82783484,-1.2571473,-0.6114405,0.98974323,1.2787864,1.4190015,0.6022082,-0.66899216,1.1994783,1.2757976,0.7136768,0.5703594,-3.8786552,0.06427838,2.8321543,-4.231611,-1.0695734,1.9292984,-0.67745805,-1.9370749,0.03330586,0.8051716,1.4900444,0.82569444,2.163348,-0.74174565,-2.4815137,-1.232157,0.5813881,1.1357011
netherlands,0.36940616,-0.19793482,-2.6498468,0.2078131,-0.10544631,-1.1652986,-2.9704268,3.1374025,0.93593127,0.33614284,0.58995503,2.2874546,-2.1300037,0.40452805,0.11596321,0.014671982,1.0977546,-2.7183611,-0.7272485,-0.81944144,-1.3116393,0.7878114,-0.56731635,-1.1492368,-1.0286596,1.0633552,0.39171162,0.062337287,-0.9885842,0.8581585,0.8101222,1.7202977
poland,0.45134863,-0.37374014,-0.69355804,0.840347,0.38070202,1.0452492,0.03456718,1.2367833,1.0183829,0.57229805,0.59472585,1.0825846,0.92651665,0.77913475,0.037939254,0.79244494,0.73027617,-0.33043575,-1.1519538,0.12957883,-0.7705303,-0.50151724,-0.57943684,-0.078218915,-0.32404956,0.9611495,-0.16270417,-0.37274653,0.33358032,-0.22810198,0.6473693,0.7015009
uk,-0.16597717,0.2040685,-0.44538203,0.057341058,-0.2618839,-0.32425997,0.4136996,1.4923533,0.03394074,0.3047836,0.3140879,1.2001809,0.61492324,0.20499098,-1.0066055,-0.23313461,0.08608564,0.92360187,1.2033759,-1.3594074,0.4325733,0.4332753,0.028968392,-1.1557999,-0.7060825,1.158798,-0.15422331,0.849852,-2.2556367,-0.39585412,0.118425965,1.3065081
usa,0.3260633,-1.5841388,0.6865386,0.4689014,-0.70328826,-1.3692733,-0.5490434,1.0710862,-0.4048297,0.28475755,2.2773144,-0.22199935,0.50168157,0.81454587,-0.74163467,-2.0441864,1.4256177,0.3602863,-0.4882671,-1.386957,-0.012884195,-0.08867347,0.29881462,0.24297655,-1.3210781,0.6191424,-0.090760015,-0.6146226,0.3140048,0.2971499,-0.2064782,0.21682581
ussr,1.0750518,0.35802805,0.6539405,1.0775841,-1.9873226,0.9141458,0.8720654,1.6579541,2.2747884,-0.43904874,0.20107336,2.160142,-0.68148625,-0.24644063,-0.017263612,0.56926835,1.0265312,-0.85375774,-0.535328,-0.072172984,0.202902,-1.9391471,0.028034955,-0.39871165,-0.7381605,-0.83980715,-0.7224165,-1.5028685,-0.162354,0.03556619,-0.95722467,0.31283438
