,entity
0,clinical_attribute
1,vitamin
2,organism_function
3,neoplastic_process
4,body_part_organ_or_organ_component
5,family_group
6,fish
7,professional_society
8,tissue
9,plant
10,natural_phenomenon_or_process
11,receptor
12,body_system
13,immunologic_factor
14,daily_or_recreational_activity
15,organism_attribute
16,cell_component
17,injury_or_poisoning
18,disease_or_syndrome
19,quantitative_concept
20,pathologic_function
21,fungus
22,diagnostic_procedure
23,hormone
24,cell
25,biologic_function
26,mental_or_behavioral_dysfunction
27,sign_or_symptom
28,individual_behavior
29,amino_acid_peptide_or_protein
30,organophosphorus_compound
31,human_caused_phenomenon_or_process
32,antibiotic
33,body_location_or_region
34,laboratory_or_test_result
35,organ_or_tissue_function
36,behavior
37,anatomical_abnormality
38,acquired_abnormality
39,nucleic_acid_nucleoside_or_nucleotide
40,educational_activity
41,experimental_model_of_disease
42,hazardous_or_poisonous_substance
43,congenital_abnormality
44,health_care_activity
45,professional_or_occupational_group
46,amino_acid_sequence
47,vertebrate
48,pharmacologic_substance
49,molecular_function
50,reptile
51,therapeutic_or_preventive_procedure
52,gene_or_genome
53,chemical_viewed_structurally
54,element_ion_or_isotope
55,body_substance
56,social_behavior
57,laboratory_procedure
58,organic_chemical
59,food
60,fully_formed_anatomical_structure
61,steroid
62,human
63,lipid
64,phenomenon_or_process
65,bird
66,environmental_effect_of_humans
67,molecular_biology_research_technique
68,invertebrate
69,cell_function
70,embryonic_structure
71,organization
72,biologically_active_substance
73,conceptual_entity
74,inorganic_chemical
75,research_activity
76,clinical_drug
77,group
78,governmental_or_regulatory_activity
79,occupational_activity
80,physiologic_function
81,cell_or_molecular_dysfunction
82,geographic_area
83,carbohydrate
84,carbohydrate_sequence
85,biomedical_or_dental_material
86,body_space_or_junction
87,idea_or_concept
88,indicator_reagent_or_diagnostic_aid
89,medical_device
90,drug_delivery_device
91,rickettsia_or_chlamydia
92,alga
93,research_device
94,neuroreactive_substance_or_biogenic_amine
95,manufactured_object
96,population_group
97,substance
98,organism
99,amphibian
100,mental_process
101,enzyme
102,genetic_function
103,eicosanoid
104,virus
105,animal
106,finding
107,age_group
108,self_help_or_relief_organization
109,qualitative_concept
110,anatomical_structure
111,chemical_viewed_functionally
112,physical_object
113,molecular_sequence
114,temporal_concept
115,patient_or_disabled_group
116,health_care_related_organization
117,biomedical_occupation_or_discipline
118,occupation_or_discipline
119,mammal
120,language
121,chemical
122,spatial_concept
123,regulation_or_law
124,bacterium
125,nucleotide_sequence
126,activity
127,archaeon
128,group_attribute
129,machine_activity
130,entity
131,functional_concept
132,intellectual_product
133,event
134,classification
