<http://dl-learner.org/benchmark/dataset/animals> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Ontology> .
<http://dl-learner.org/benchmark/dataset/animals/habitat> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#ObjectProperty> .
<http://dl-learner.org/benchmark/dataset/animals/habitat> <http://www.w3.org/2000/01/rdf-schema#domain> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/habitat> <http://www.w3.org/2000/01/rdf-schema#range> <http://dl-learner.org/benchmark/dataset/animals/Habitat> .
<http://dl-learner.org/benchmark/dataset/animals/hasCovering> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#ObjectProperty> .
<http://dl-learner.org/benchmark/dataset/animals/hasCovering> <http://www.w3.org/2000/01/rdf-schema#domain> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/hasCovering> <http://www.w3.org/2000/01/rdf-schema#range> <http://dl-learner.org/benchmark/dataset/animals/Covering> .
<http://dl-learner.org/benchmark/dataset/animals/hasLegs> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#DatatypeProperty> .
<http://dl-learner.org/benchmark/dataset/animals/hasLegs> <http://www.w3.org/2000/01/rdf-schema#domain> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/hasLegs> <http://www.w3.org/2000/01/rdf-schema#range> <http://www.w3.org/2001/XMLSchema#decimal> .
<http://dl-learner.org/benchmark/dataset/animals/Air> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Air> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Habitat> .
<http://dl-learner.org/benchmark/dataset/animals/Animal> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Bat> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Bat> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Bat> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/HasMilk> .
<http://dl-learner.org/benchmark/dataset/animals/Bat> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Homeothermic> .
_:1 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:1 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/habitat> .
_:2 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
_:3 <http://www.w3.org/1999/02/22-rdf-syntax-ns#first> <http://dl-learner.org/benchmark/dataset/animals/Air> .
_:3 <http://www.w3.org/1999/02/22-rdf-syntax-ns#rest> _:4 .
_:4 <http://www.w3.org/1999/02/22-rdf-syntax-ns#first> <http://dl-learner.org/benchmark/dataset/animals/Caves> .
_:4 <http://www.w3.org/1999/02/22-rdf-syntax-ns#rest> <http://www.w3.org/1999/02/22-rdf-syntax-ns#nil> .
_:2 <http://www.w3.org/2002/07/owl#unionOf> _:3 .
_:1 <http://www.w3.org/2002/07/owl#someValuesFrom> _:2 .
<http://dl-learner.org/benchmark/dataset/animals/Bat> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:1 .
_:5 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:5 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasCovering> .
_:5 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://dl-learner.org/benchmark/dataset/animals/Hair> .
<http://dl-learner.org/benchmark/dataset/animals/Bat> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:5 .
_:6 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:6 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasLegs> .
<http://dl-learner.org/benchmark/dataset/animals/Bat> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:6 .
<http://dl-learner.org/benchmark/dataset/animals/Bird> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Boy> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Boy> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Cat> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Cat> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Cat> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/HasMilk> .
<http://dl-learner.org/benchmark/dataset/animals/Cat> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Homeothermic> .
<http://dl-learner.org/benchmark/dataset/animals/Caves> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Caves> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Habitat> .
<http://dl-learner.org/benchmark/dataset/animals/Covering> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Crocodile> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Crocodile> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Crocodile> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/HasEggs> .
_:7 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:7 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/habitat> .
_:8 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
_:9 <http://www.w3.org/1999/02/22-rdf-syntax-ns#first> <http://dl-learner.org/benchmark/dataset/animals/Land> .
_:9 <http://www.w3.org/1999/02/22-rdf-syntax-ns#rest> _:10 .
_:10 <http://www.w3.org/1999/02/22-rdf-syntax-ns#first> <http://dl-learner.org/benchmark/dataset/animals/Water> .
_:10 <http://www.w3.org/1999/02/22-rdf-syntax-ns#rest> <http://www.w3.org/1999/02/22-rdf-syntax-ns#nil> .
_:8 <http://www.w3.org/2002/07/owl#unionOf> _:9 .
_:7 <http://www.w3.org/2002/07/owl#someValuesFrom> _:8 .
<http://dl-learner.org/benchmark/dataset/animals/Crocodile> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:7 .
_:11 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:11 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasCovering> .
_:11 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://dl-learner.org/benchmark/dataset/animals/Scales> .
<http://dl-learner.org/benchmark/dataset/animals/Crocodile> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:11 .
_:12 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:12 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasLegs> .
<http://dl-learner.org/benchmark/dataset/animals/Crocodile> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:12 .
<http://dl-learner.org/benchmark/dataset/animals/Dog> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Dog> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Dog> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/HasMilk> .
<http://dl-learner.org/benchmark/dataset/animals/Dog> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Homeothermic> .
_:13 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:13 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/habitat> .
_:13 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://dl-learner.org/benchmark/dataset/animals/Land> .
<http://dl-learner.org/benchmark/dataset/animals/Dog> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:13 .
_:14 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:14 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasCovering> .
_:14 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://dl-learner.org/benchmark/dataset/animals/Hair> .
<http://dl-learner.org/benchmark/dataset/animals/Dog> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:14 .
_:15 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:15 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasLegs> .
<http://dl-learner.org/benchmark/dataset/animals/Dog> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:15 .
<http://dl-learner.org/benchmark/dataset/animals/Dolphin> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Dolphin> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Dolphin> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/HasMilk> .
<http://dl-learner.org/benchmark/dataset/animals/Dolphin> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Homeothermic> .
_:16 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:16 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/habitat> .
_:16 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://dl-learner.org/benchmark/dataset/animals/Water> .
<http://dl-learner.org/benchmark/dataset/animals/Dolphin> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:16 .
_:17 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:17 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasCovering> .
_:17 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://dl-learner.org/benchmark/dataset/animals/None> .
<http://dl-learner.org/benchmark/dataset/animals/Dolphin> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:17 .
_:18 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:18 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasLegs> .
<http://dl-learner.org/benchmark/dataset/animals/Dolphin> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:18 .
<http://dl-learner.org/benchmark/dataset/animals/Dragon> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
