,EpochLoss
0,2.4641189575195312
1,1.8983149528503418
2,1.4794973134994507
3,1.1775113344192505
4,0.9653816819190979
5,0.8192362785339355
6,0.7172167897224426
7,0.6429376602172852
8,0.5865232944488525
9,0.5424537062644958
10,0.5078216791152954
11,0.4811444878578186
12,0.4612782895565033
13,0.4465593099594116
14,0.43487051129341125
15,0.4244757294654846
16,0.41463035345077515
17,0.4054226875305176
18,0.397051066160202
19,0.389326810836792
20,0.38186123967170715
21,0.37435483932495117
22,0.3667263686656952
23,0.35902491211891174
24,0.3512640595436096
25,0.34341394901275635
26,0.3355347514152527
27,0.3277970850467682
28,0.3203859329223633
29,0.3134065568447113
30,0.3068523108959198
31,0.30065104365348816
32,0.29471883177757263
33,0.2889849543571472
34,0.28341254591941833
35,0.2780090868473053
36,0.2728026509284973
37,0.2677910029888153
38,0.26291728019714355
39,0.2581159472465515
40,0.2533791661262512
41,0.2487587332725525
42,0.24431112408638
43,0.24005435407161713
44,0.23597627878189087
45,0.23206324875354767
46,0.22830714285373688
47,0.224689319729805
48,0.2211773693561554
49,0.2177438735961914
50,0.2143782377243042
51,0.21109206974506378
52,0.20790761709213257
53,0.20483161509037018
54,0.20185846090316772
55,0.19899627566337585
56,0.19625224173069
57,0.19360454380512238
58,0.1910211741924286
59,0.1884939819574356
60,0.18604226410388947
61,0.18369145691394806
62,0.18144625425338745
63,0.1793012171983719
64,0.17725221812725067
65,0.17528395354747772
66,0.17339083552360535
67,0.1715886890888214
68,0.16988112032413483
69,0.16824549436569214
70,0.1666659712791443
71,0.16515395045280457
72,0.16371120512485504
73,0.16231435537338257
74,0.16095487773418427
75,0.1596483439207077
76,0.15840531885623932
77,0.15721777081489563
78,0.15607213973999023
79,0.15496617555618286
80,0.15390634536743164
81,0.15288788080215454
82,0.15190142393112183
83,0.15095840394496918
84,0.15006251633167267
85,0.14920037984848022
86,0.14836879074573517
87,0.14757223427295685
88,0.14680421352386475
89,0.1460566371679306
90,0.14533036947250366
91,0.14462901651859283
92,0.1439482420682907
93,0.1432841718196869
94,0.14263518154621124
95,0.14200299978256226
96,0.1413852423429489
97,0.14077907800674438
98,0.1401892602443695
99,0.13961221277713776
