,entity
0,body_system
1,congenital_abnormality
2,neoplastic_process
3,fungus
4,research_device
5,molecular_function
6,research_activity
7,health_care_activity
8,organ_or_tissue_function
9,anatomical_abnormality
10,clinical_attribute
11,pharmacologic_substance
12,quantitative_concept
13,environmental_effect_of_humans
14,hazardous_or_poisonous_substance
15,mental_process
16,family_group
17,anatomical_structure
18,mental_or_behavioral_dysfunction
19,natural_phenomenon_or_process
20,inorganic_chemical
21,therapeutic_or_preventive_procedure
22,pathologic_function
23,immunologic_factor
24,physiologic_function
25,body_part_organ_or_organ_component
26,biomedical_or_dental_material
27,carbohydrate
28,professional_society
29,steroid
30,element_ion_or_isotope
31,virus
32,cell_component
33,cell
34,cell_function
35,body_space_or_junction
36,organism_function
37,diagnostic_procedure
38,finding
39,cell_or_molecular_dysfunction
40,acquired_abnormality
41,medical_device
42,receptor
43,experimental_model_of_disease
44,clinical_drug
45,organophosphorus_compound
46,food
47,individual_behavior
48,disease_or_syndrome
49,mammal
50,vertebrate
51,behavior
52,enzyme
53,vitamin
54,biologic_function
55,nucleic_acid_nucleoside_or_nucleotide
56,population_group
57,reptile
58,manufactured_object
59,laboratory_procedure
60,neuroreactive_substance_or_biogenic_amine
61,drug_delivery_device
62,plant
63,patient_or_disabled_group
64,hormone
65,injury_or_poisoning
66,self_help_or_relief_organization
67,tissue
68,amphibian
69,lipid
70,gene_or_genome
71,amino_acid_peptide_or_protein
72,group
73,body_location_or_region
74,chemical_viewed_functionally
75,bird
76,genetic_function
77,fully_formed_anatomical_structure
78,nucleotide_sequence
79,professional_or_occupational_group
80,invertebrate
81,organism_attribute
82,carbohydrate_sequence
83,bacterium
84,antibiotic
85,regulation_or_law
86,fish
87,organic_chemical
88,group_attribute
89,biologically_active_substance
90,spatial_concept
91,human_caused_phenomenon_or_process
92,social_behavior
93,sign_or_symptom
94,substance
95,occupational_activity
96,rickettsia_or_chlamydia
97,embryonic_structure
98,laboratory_or_test_result
99,amino_acid_sequence
100,chemical
101,alga
102,body_substance
103,indicator_reagent_or_diagnostic_aid
104,organization
105,classification
106,language
107,age_group
108,health_care_related_organization
109,physical_object
110,molecular_sequence
111,molecular_biology_research_technique
112,educational_activity
113,idea_or_concept
114,machine_activity
115,eicosanoid
116,qualitative_concept
117,phenomenon_or_process
118,temporal_concept
119,event
120,geographic_area
121,occupation_or_discipline
122,chemical_viewed_structurally
123,animal
124,conceptual_entity
125,intellectual_product
126,governmental_or_regulatory_activity
127,archaeon
128,human
129,entity
130,daily_or_recreational_activity
131,biomedical_occupation_or_discipline
132,organism
133,activity
134,functional_concept
