,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
acquired_abnormality,-0.90099436,0.56208336,-0.3207127,0.50463855,0.32341525,0.10968417,0.87525505,0.12196496,0.07777467,1.2248292,2.3397813,1.3131706,0.1587495,0.12031807,-1.5347382,1.5952938,0.23803777,0.9118962,-1.4973196,-0.0044545517,0.73939824,-1.2621744,1.4198546,0.5251031,-0.90479946,0.08724547,1.3451625,2.1837742,-0.28327397,-0.23121919,-0.40352127,1.1729826
activity,-0.38308683,1.7828274,-0.7439679,0.06636684,-1.0931929,-1.2392814,0.010471906,0.8227857,-0.08584515,1.8279377,1.3026352,0.40993258,-0.39917213,-0.16762285,0.71706593,0.49881485,0.11676043,-0.32393995,-1.0841812,2.9670315,1.4009485,-0.5609618,0.006769728,1.0960822,-1.0538982,-0.7249712,-0.61027706,1.3794014,-2.38618,-1.8972363,2.18413,1.2164319
age_group,-0.39935014,0.4543462,-0.60655546,0.69974947,-0.3835719,-1.3289163,0.2905516,1.0815306,-1.158987,0.99917144,1.0943184,1.0094155,0.18167841,0.47699913,1.3624818,1.2321073,0.031804163,0.8168986,-1.1760124,2.0264144,0.8036755,-1.3885245,0.67496616,2.713038,-0.31342217,-0.018451003,0.9301489,1.279413,-0.8201957,-1.0840596,-0.6367772,1.0072811
alga,-0.5087508,1.6979334,-0.6039299,-0.22850257,-0.050295744,0.43902463,0.76694727,-0.4184227,-0.4501522,1.6776415,1.4808623,0.31080756,-0.20837794,0.62979954,0.16347878,1.5978942,-0.816125,0.42540887,-1.0598732,2.1779919,-0.14255995,-0.5795545,-0.36097115,2.4636295,-1.012296,-0.100657225,0.76878643,0.32074526,2.1182117,-1.3792919,0.5065724,1.0198548
amino_acid_peptide_or_protein,0.26547164,1.3055193,0.46618095,0.626504,-0.8493509,-0.7481924,-0.08750528,1.4241171,-0.44710582,1.9112289,1.2419454,-0.21706465,-0.7133195,0.438715,0.3452877,1.3991632,-0.4126151,0.4364966,-1.533377,-0.6153461,2.1886346,-0.42329812,0.36403552,1.2628974,-1.9071072,1.00445,-0.045190834,2.0012586,0.17142649,-1.9154445,-0.9087559,1.1666634
amino_acid_sequence,-1.0432268,1.2942647,-2.8895872,0.8718532,-0.5991082,-0.48085716,1.2779788,0.46028554,0.19225809,2.0799694,1.605447,0.6905988,0.14709647,0.6478629,0.198702,1.2026495,-0.6912981,-0.42602903,-2.556681,1.1429434,-0.3529465,-0.57304597,0.26608458,1.7270231,-0.20812373,1.6089467,-0.3563572,0.5704466,0.18022515,-2.1103745,0.03370772,1.1586974
amphibian,-1.6247091,1.4457695,-0.13675399,0.0052911737,0.5182548,0.3377323,0.883587,0.7931161,-0.5035238,1.5162227,0.9698828,-0.08341949,-0.9913305,1.0317259,0.39622244,1.6606987,-0.6648433,-0.21184973,-1.15352,1.7965539,-1.755312,-0.7645837,-1.0924747,0.7614781,-1.0178949,0.6985531,0.60390717,0.7458635,1.3158847,-1.1670215,0.3430671,1.2053463
anatomical_abnormality,-0.60891926,0.61997,-0.04884128,-0.45594454,0.2050685,-0.08934597,1.2897904,-0.2650373,0.5047352,0.9365359,2.4694073,1.1432585,0.10321848,-0.029104708,-1.4655371,2.10936,0.37300527,1.112793,-1.422773,0.36372042,0.9435254,-1.0700829,1.2967191,0.26738256,-0.86317784,-0.22753134,0.7698907,1.5665433,-0.3057621,-0.72951746,-0.24950334,1.545822
anatomical_structure,-0.01587272,1.9902059,-0.3165889,0.34214988,-0.80174017,-0.23964383,-0.020789213,-0.17160667,-0.542875,1.3532726,2.6282847,-0.6823388,0.3194739,0.18734896,-0.9397574,0.674579,-0.3423598,0.69283557,-1.7890053,1.3877144,0.9097732,-1.127516,0.246626,0.7501262,-2.0149548,-0.29435804,0.41408098,1.0354375,-1.4609685,-0.6661045,-0.6852239,0.4299355
animal,-0.3404208,1.9486912,-0.2755336,-0.5978924,0.1771377,-0.010701455,1.1969868,0.5307819,-1.0770211,0.65241575,0.93597895,0.70384943,0.032562554,0.9077645,0.42389256,1.2622818,-0.6217293,-0.35532746,-1.4507872,1.4660497,-1.19919,-0.8167648,0.055480663,0.6629581,-2.370585,-0.65760964,0.6734696,0.642619,1.3466427,-1.4526687,0.3263909,0.42938718
