relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
term0,-0.26580176,2.4011014,0.2973228,-1.5141313,0.018081304,0.8464776,-1.1393248,-1.205462,1.3271202,1.0821133,0.42160237,-1.1219085,-1.2502998,0.09994627,1.2026018,0.27281117,1.7221445,-2.0205774,1.021719,-1.9385383,-0.6715893,0.9104468,0.7514113,-1.8045716,-0.8769422,-1.161361,-0.62880516,-1.034372,0.07149531,-0.62330055,-1.5638504,-1.5128063
term1,-0.88909125,-1.563768,-0.17098302,0.016019775,-0.28640145,-1.3611037,-0.531373,-0.77441627,0.59994453,1.3838518,0.82681596,-0.43302727,-0.5012255,0.62037057,0.78610444,-0.59290624,-0.7222871,0.050114136,0.97496533,-0.093124606,-0.5338595,-0.5409513,-1.5920064,-1.8402066,-0.19758964,-1.5592057,-1.0450405,-1.1612917,-0.27369708,-0.59018624,0.7349751,-0.50292623
term10,-0.9632766,0.25516686,0.20943135,0.39581436,-0.088562995,0.17607969,-0.23780353,-0.99504054,-0.9654998,0.66140974,-0.43436018,-0.24881141,0.11788649,0.49999994,1.0095447,0.47130114,-0.2938795,0.5037576,0.8459291,-0.778538,-0.8319352,-0.011724644,-0.0700525,-1.5487976,-0.447304,0.21371752,0.36046717,0.698756,-0.047727283,-0.6751447,0.80589586,-0.05899395
term11,-0.4978799,0.23459125,0.14360844,0.5433021,-0.49864188,0.8041675,0.088416606,-1.213502,-0.32354575,1.4081538,-0.44910717,0.1425052,-0.3175142,0.43470296,0.6641399,-0.06292754,-0.9747753,-0.072642386,0.8520081,-0.909846,-0.84931636,-0.37808192,-0.09063949,-0.90502447,-0.52345985,-0.04870731,0.34970313,0.39898252,0.28187066,0.7528791,0.46221402,0.4667983
term12,0.6499948,1.5884274,-0.614681,1.068155,-0.9473901,0.20113765,-1.0619801,-1.1986035,-0.5196605,1.3041513,-0.76178217,-0.017528417,-1.8439823,-0.41225606,-1.6825542,0.14257455,0.17884307,-1.7122971,-0.9564625,-1.5691127,-1.8871332,0.29964593,-0.32578576,-0.9077865,0.21294072,-0.31061465,0.04684104,1.0294443,0.6360166,-0.06374108,-1.3295144,-0.0427523
term13,0.20145746,-0.1887139,-0.07075041,-0.84678894,-0.35177082,-0.42393056,-0.555384,-0.1442538,-0.262862,1.3276669,-0.6188741,0.5252125,0.49238282,-1.3012048,-0.35213804,-0.48611933,0.45206398,-1.342122,-1.005843,-0.9955398,-1.2006699,0.36665252,-0.0683423,-2.0519836,-0.7236233,-0.12765007,-0.13336688,0.84131837,1.1367457,-0.77387726,1.2317344,-0.21157418
term14,-1.2288924,-0.43578073,-2.2468176,-2.297719,-1.0663849,-1.0142949,-0.20452602,-0.2378202,-2.0078368,2.116323,-0.20037976,-1.3820858,-1.008648,0.27125418,-1.0611674,-1.6456692,-0.8272451,-2.1682537,-0.7599573,-1.7834895,-3.0740972,1.7086248,0.16320434,-1.2747041,-0.29280174,-1.0534705,0.6448635,1.4377385,0.021054553,0.20643698,-1.12811,1.5960654
term15,-0.2137249,-0.5183132,-0.21345729,-0.3874496,-0.3633166,1.0218253,0.11786593,-0.8378139,0.03471657,-1.247021,-0.2879658,-0.1962179,-0.19594516,-1.0810323,-0.61951673,0.2082277,-0.07217082,0.09119211,0.6976921,-0.81072396,-0.32017347,0.06741944,-0.3805813,-0.9819619,-0.22401579,-0.43618712,0.03727469,-0.49538377,0.17106374,0.24341519,-0.32925346,-0.2342559
term16,-0.2966092,-0.011928161,-0.21155544,-0.042372633,-0.2567875,-0.107570544,-0.08262758,-0.4942135,0.054642852,-1.2164285,0.09350899,0.1054275,-0.17643484,0.6457795,0.90557766,-0.17979316,-0.39639506,0.05368325,-0.7727132,-0.4742889,-0.6143824,-0.27944583,0.06953518,-0.8599454,0.17356083,-0.20740215,-0.26045373,0.033227883,-0.10102443,0.2697953,-0.40157822,0.21768594
term17,-0.020473296,-0.8585952,-2.0692883,0.5088386,0.550224,0.31526372,1.3687158,-0.7682866,1.0576636,1.0612133,-1.3653467,1.0130533,-0.74254686,-0.61408186,-1.0756296,1.4434143,-0.4197627,-0.27156314,-0.9557892,-0.3961652,-1.8491532,-0.37101996,0.023017481,-1.3277831,0.52991253,-0.5335419,-1.1955005,0.2542019,-1.4411054,-0.7901426,0.5897649,1.0184385
