,entity
0,pharmacologic_substance
1,clinical_attribute
2,experimental_model_of_disease
3,physiologic_function
4,acquired_abnormality
5,health_care_related_organization
6,gene_or_genome
7,therapeutic_or_preventive_procedure
8,neuroreactive_substance_or_biogenic_amine
9,family_group
10,biologically_active_substance
11,mental_process
12,reptile
13,occupational_activity
14,eicosanoid
15,professional_or_occupational_group
16,animal
17,element_ion_or_isotope
18,immunologic_factor
19,antibiotic
20,research_activity
21,molecular_function
22,organism_function
23,anatomical_abnormality
24,cell_function
25,hormone
26,cell_or_molecular_dysfunction
27,diagnostic_procedure
28,natural_phenomenon_or_process
29,medical_device
30,body_location_or_region
31,laboratory_or_test_result
32,organic_chemical
33,tissue
34,geographic_area
35,steroid
36,disease_or_syndrome
37,organism_attribute
38,injury_or_poisoning
39,fully_formed_anatomical_structure
40,individual_behavior
41,body_part_organ_or_organ_component
42,machine_activity
43,health_care_activity
44,alga
45,molecular_biology_research_technique
46,pathologic_function
47,neoplastic_process
48,nucleic_acid_nucleoside_or_nucleotide
49,cell_component
50,embryonic_structure
51,mental_or_behavioral_dysfunction
52,phenomenon_or_process
53,chemical_viewed_structurally
54,daily_or_recreational_activity
55,patient_or_disabled_group
56,hazardous_or_poisonous_substance
57,behavior
58,inorganic_chemical
59,organ_or_tissue_function
60,indicator_reagent_or_diagnostic_aid
61,bacterium
62,laboratory_procedure
63,sign_or_symptom
64,congenital_abnormality
65,research_device
66,manufactured_object
67,body_substance
68,professional_society
69,biologic_function
70,enzyme
71,qualitative_concept
72,population_group
73,cell
74,group
75,lipid
76,regulation_or_law
77,food
78,entity
79,biomedical_occupation_or_discipline
80,educational_activity
81,social_behavior
82,receptor
83,organophosphorus_compound
84,amino_acid_sequence
85,amino_acid_peptide_or_protein
86,finding
87,chemical
88,genetic_function
89,chemical_viewed_functionally
90,bird
91,body_space_or_junction
92,organization
93,age_group
94,vitamin
95,carbohydrate
96,group_attribute
97,biomedical_or_dental_material
98,rickettsia_or_chlamydia
99,drug_delivery_device
100,anatomical_structure
101,quantitative_concept
102,self_help_or_relief_organization
103,invertebrate
104,virus
105,fish
106,environmental_effect_of_humans
107,amphibian
108,intellectual_product
109,idea_or_concept
110,organism
111,clinical_drug
112,human
113,fungus
114,human_caused_phenomenon_or_process
115,vertebrate
116,mammal
117,governmental_or_regulatory_activity
118,substance
119,activity
120,conceptual_entity
121,temporal_concept
122,occupation_or_discipline
123,plant
124,body_system
125,molecular_sequence
126,archaeon
127,nucleotide_sequence
128,classification
129,language
130,carbohydrate_sequence
131,functional_concept
132,physical_object
133,spatial_concept
134,event
