,entity
0,clinical_attribute
1,vitamin
2,organism_function
3,neoplastic_process
4,body_part_organ_or_organ_component
5,family_group
6,bird
7,fish
8,professional_society
9,research_activity
10,tissue
11,plant
12,natural_phenomenon_or_process
13,receptor
14,food
15,immunologic_factor
16,daily_or_recreational_activity
17,organism_attribute
18,cell_component
19,injury_or_poisoning
20,disease_or_syndrome
21,quantitative_concept
22,pathologic_function
23,fungus
24,diagnostic_procedure
25,hormone
26,cell
27,biologic_function
28,mental_or_behavioral_dysfunction
29,sign_or_symptom
30,individual_behavior
31,amino_acid_peptide_or_protein
32,organophosphorus_compound
33,human_caused_phenomenon_or_process
34,antibiotic
35,body_location_or_region
36,laboratory_or_test_result
37,organ_or_tissue_function
38,behavior
39,anatomical_abnormality
40,acquired_abnormality
41,nucleic_acid_nucleoside_or_nucleotide
42,educational_activity
43,experimental_model_of_disease
44,hazardous_or_poisonous_substance
45,congenital_abnormality
46,health_care_activity
47,professional_or_occupational_group
48,amino_acid_sequence
49,body_system
50,molecular_sequence
51,pharmacologic_substance
52,chemical_viewed_structurally
53,molecular_function
54,reptile
55,therapeutic_or_preventive_procedure
56,gene_or_genome
57,element_ion_or_isotope
58,body_substance
59,social_behavior
60,laboratory_procedure
61,organic_chemical
62,fully_formed_anatomical_structure
63,steroid
64,human
65,lipid
66,occupation_or_discipline
67,phenomenon_or_process
68,environmental_effect_of_humans
69,molecular_biology_research_technique
70,qualitative_concept
71,invertebrate
72,cell_function
73,group_attribute
74,embryonic_structure
75,organization
76,biologically_active_substance
77,vertebrate
78,conceptual_entity
79,bacterium
80,activity
81,clinical_drug
82,group
83,governmental_or_regulatory_activity
84,occupational_activity
85,physiologic_function
86,cell_or_molecular_dysfunction
87,geographic_area
88,biomedical_or_dental_material
89,body_space_or_junction
90,inorganic_chemical
91,indicator_reagent_or_diagnostic_aid
92,medical_device
93,alga
94,research_device
95,neuroreactive_substance_or_biogenic_amine
96,temporal_concept
97,manufactured_object
98,population_group
99,substance
100,organism
101,chemical
102,amphibian
103,rickettsia_or_chlamydia
104,mental_process
105,enzyme
106,genetic_function
107,eicosanoid
108,virus
109,animal
110,finding
111,archaeon
112,age_group
113,self_help_or_relief_organization
114,anatomical_structure
115,carbohydrate_sequence
116,chemical_viewed_functionally
117,physical_object
118,carbohydrate
119,drug_delivery_device
120,patient_or_disabled_group
121,biomedical_occupation_or_discipline
122,functional_concept
123,health_care_related_organization
124,mammal
125,language
126,spatial_concept
127,regulation_or_law
128,nucleotide_sequence
129,idea_or_concept
130,event
131,classification
132,entity
133,machine_activity
134,intellectual_product
