,entity
0,diagnostic_procedure
1,sign_or_symptom
2,age_group
3,genetic_function
4,group
5,neoplastic_process
6,governmental_or_regulatory_activity
7,population_group
8,biomedical_or_dental_material
9,natural_phenomenon_or_process
10,amino_acid_peptide_or_protein
11,clinical_attribute
12,chemical_viewed_functionally
13,disease_or_syndrome
14,organism_function
15,regulation_or_law
16,organ_or_tissue_function
17,body_part_organ_or_organ_component
18,receptor
19,medical_device
20,geographic_area
21,mental_process
22,laboratory_procedure
23,organism_attribute
24,neuroreactive_substance_or_biogenic_amine
25,organic_chemical
26,cell_or_molecular_dysfunction
27,enzyme
28,element_ion_or_isotope
29,qualitative_concept
30,research_device
31,hazardous_or_poisonous_substance
32,patient_or_disabled_group
33,experimental_model_of_disease
34,eicosanoid
35,vitamin
36,physiologic_function
37,body_location_or_region
38,acquired_abnormality
39,virus
40,self_help_or_relief_organization
41,mental_or_behavioral_dysfunction
42,research_activity
43,antibiotic
44,pharmacologic_substance
45,anatomical_abnormality
46,injury_or_poisoning
47,body_system
48,cell_function
49,mammal
50,organism
51,molecular_function
52,body_substance
53,gene_or_genome
54,bird
55,steroid
56,health_care_related_organization
57,animal
58,food
59,finding
60,bacterium
61,body_space_or_junction
62,congenital_abnormality
63,alga
64,anatomical_structure
65,pathologic_function
66,health_care_activity
67,cell
68,inorganic_chemical
69,tissue
70,individual_behavior
71,plant
72,therapeutic_or_preventive_procedure
73,chemical_viewed_structurally
74,reptile
75,biologically_active_substance
76,professional_society
77,hormone
78,carbohydrate
79,immunologic_factor
80,biologic_function
81,lipid
82,phenomenon_or_process
83,organophosphorus_compound
84,professional_or_occupational_group
85,cell_component
86,family_group
87,nucleic_acid_nucleoside_or_nucleotide
88,social_behavior
89,molecular_biology_research_technique
90,temporal_concept
91,molecular_sequence
92,vertebrate
93,substance
94,invertebrate
95,chemical
96,fully_formed_anatomical_structure
97,laboratory_or_test_result
98,machine_activity
99,embryonic_structure
100,daily_or_recreational_activity
101,indicator_reagent_or_diagnostic_aid
102,behavior
103,manufactured_object
104,biomedical_occupation_or_discipline
105,educational_activity
106,amino_acid_sequence
107,organization
108,group_attribute
109,rickettsia_or_chlamydia
110,drug_delivery_device
111,occupational_activity
112,fish
113,environmental_effect_of_humans
114,amphibian
115,nucleotide_sequence
116,clinical_drug
117,human
118,fungus
119,idea_or_concept
120,activity
121,archaeon
122,language
123,carbohydrate_sequence
124,functional_concept
125,spatial_concept
126,human_caused_phenomenon_or_process
127,occupation_or_discipline
128,intellectual_product
129,classification
130,quantitative_concept
131,conceptual_entity
132,physical_object
133,entity
134,event
