,entity
0,diagnostic_procedure
1,sign_or_symptom
2,age_group
3,genetic_function
4,group
5,neoplastic_process
6,governmental_or_regulatory_activity
7,population_group
8,biomedical_or_dental_material
9,natural_phenomenon_or_process
10,amino_acid_peptide_or_protein
11,clinical_attribute
12,chemical_viewed_functionally
13,disease_or_syndrome
14,organism_function
15,regulation_or_law
16,organ_or_tissue_function
17,body_part_organ_or_organ_component
18,receptor
19,medical_device
20,geographic_area
21,mental_process
22,laboratory_procedure
23,organism_attribute
24,neuroreactive_substance_or_biogenic_amine
25,organic_chemical
26,cell_or_molecular_dysfunction
27,enzyme
28,element_ion_or_isotope
29,qualitative_concept
30,research_device
31,hazardous_or_poisonous_substance
32,patient_or_disabled_group
33,experimental_model_of_disease
34,eicosanoid
35,vitamin
36,physiologic_function
37,body_location_or_region
38,acquired_abnormality
39,virus
40,congenital_abnormality
41,mental_or_behavioral_dysfunction
42,research_activity
43,antibiotic
44,pharmacologic_substance
45,anatomical_abnormality
46,injury_or_poisoning
47,body_system
48,cell_function
49,mammal
50,organism
51,molecular_function
52,body_substance
53,gene_or_genome
54,bird
55,steroid
56,health_care_related_organization
57,animal
58,food
59,finding
60,bacterium
61,body_space_or_junction
62,alga
63,anatomical_structure
64,pathologic_function
65,health_care_activity
66,cell
67,inorganic_chemical
68,tissue
69,individual_behavior
70,plant
71,biologically_active_substance
72,therapeutic_or_preventive_procedure
73,chemical_viewed_structurally
74,reptile
75,professional_society
76,hormone
77,carbohydrate
78,immunologic_factor
79,biologic_function
80,lipid
81,phenomenon_or_process
82,organophosphorus_compound
83,professional_or_occupational_group
84,cell_component
85,family_group
86,nucleic_acid_nucleoside_or_nucleotide
87,social_behavior
88,molecular_biology_research_technique
89,temporal_concept
90,self_help_or_relief_organization
91,molecular_sequence
92,vertebrate
93,substance
94,invertebrate
95,chemical
96,quantitative_concept
97,laboratory_or_test_result
98,fully_formed_anatomical_structure
99,machine_activity
100,embryonic_structure
101,daily_or_recreational_activity
102,indicator_reagent_or_diagnostic_aid
103,entity
104,behavior
105,manufactured_object
106,biomedical_occupation_or_discipline
107,educational_activity
108,amino_acid_sequence
109,organization
110,drug_delivery_device
111,group_attribute
112,rickettsia_or_chlamydia
113,fungus
114,occupational_activity
115,fish
116,environmental_effect_of_humans
117,amphibian
118,spatial_concept
119,clinical_drug
120,human
121,activity
122,archaeon
123,functional_concept
124,language
125,carbohydrate_sequence
126,human_caused_phenomenon_or_process
127,idea_or_concept
128,occupation_or_discipline
129,intellectual_product
130,nucleotide_sequence
131,classification
132,conceptual_entity
133,physical_object
134,event
