relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
adjacent_to,-2.0464766,-1.7168667,0.13671693,0.82818425,0.046348084,2.107169,0.13020386,-1.6018971,-1.0993838,0.31089115,-0.025212396,-0.8376888,-0.65403235,-0.46316594,0.51976985,-0.020641664,-0.7967202,0.08613732,0.57861716,-0.06448377,0.07073857,-1.6532551,0.79373616,0.26029512,-0.07517303,1.5974418,-0.15367486,0.063984364,-0.42341504,-0.45486236,2.3441355,3.644106
affects,0.015775733,-0.5743418,-0.19257599,0.7383475,0.5241062,0.052482452,0.20559415,-1.8643688,-0.48765105,-1.9376732,-0.68956566,-0.04570834,0.48601973,-0.09068862,0.94798756,-0.35166955,1.0689057,-0.3902286,-0.16792414,0.64029276,0.012913967,-0.30597135,0.25570697,-0.20715654,0.6196613,1.3635123,-0.44175938,-0.32214653,-0.71468806,-1.3705652,0.021008112,0.8197157
analyzes,-1.0269285,-0.54733974,-0.9247808,-2.9013143,-0.024413098,1.9804244,0.69687897,-1.0673091,0.16208494,0.14429675,1.9124899,-0.29138473,-1.1583747,-0.17874028,0.6875371,-1.9913092,0.17164916,-0.017081598,1.818511,-1.6510155,-0.5343588,1.4433329,0.8505915,0.7144637,-0.88841224,1.3879849,-0.6450125,0.019441538,0.32602242,1.7242571,2.0803537,0.91177714
assesses_effect_of,0.22709382,-0.62500167,0.44522598,-3.152644,-0.24773493,0.59102106,0.98727936,-1.7025548,-0.067175,1.0168905,-0.87369615,-0.0759269,-0.973466,0.35077602,0.4459329,-1.7764362,0.88393134,0.50557935,1.4300704,-0.9640661,-0.70916474,2.3128445,-0.2950574,-0.063683674,-0.10310529,1.2482277,0.7856494,-0.84127975,-1.0955403,-2.5812619,-1.0724188,1.3770248
associated_with,-1.2938004,-1.3120077,0.40749335,0.21255356,0.5692175,0.004281078,0.07682236,-1.4628277,0.70959973,-0.9839086,-0.6294709,0.58972085,-0.45142135,0.094140224,1.0207645,-0.5632956,-0.14899006,0.66066134,-2.4673069,-0.041068316,0.37441474,-0.2571879,-0.8997263,-1.1979221,0.8156439,-0.5346311,0.022099752,-0.5506224,2.0750723,0.006873876,1.7460293,-0.12537159
carries_out,-1.4701011,-0.7227922,0.17559192,1.5663155,-1.36438,-1.2550924,-0.6203976,-0.822558,-1.6299196,-0.81548893,-0.5351078,1.0623975,0.18367629,-0.3317409,1.630517,-1.265307,-0.055340473,0.6534341,0.5301249,0.790315,0.9062485,0.55584633,0.7278792,1.5811278,-0.5370179,0.4581158,-0.6292579,-0.97436994,-1.0106107,-0.5820751,0.2146686,-1.5019524
causes,-1.7410507,-0.49530876,-2.144753,-0.4008068,0.37298945,0.11042265,0.16667895,-1.6133764,-0.9978452,0.67881924,0.46042165,-0.15202738,-0.59859294,-0.048023432,0.10810499,0.112645045,0.26148582,0.10865084,-0.27687013,0.19016083,-0.2477424,-0.19363527,-0.42044127,-1.5225979,0.271152,-0.1951639,-0.24233705,1.0413179,0.34237197,0.33562782,0.3469505,-1.0443779
co-occurs_with,-1.4042641,-0.34156403,1.6180851,0.26667085,-0.46218625,-0.2558097,0.4497963,-1.1183763,1.0084924,1.8998742,-0.5344551,-0.5530111,-1.6887531,-1.0996304,1.4880972,-1.265398,1.9316586,0.119425684,-0.061012715,2.271917,2.7031689,0.4055814,-0.5796754,-0.5056193,0.06376352,0.75484425,0.5047865,-0.7313879,-0.74542487,0.6004314,0.0084033925,-1.4309741
complicates,-1.0971434,-0.33241367,0.45313904,0.9628444,0.23614037,0.146974,-0.008029501,-1.5834693,0.29159632,-0.28238958,-0.42220062,-0.6065833,0.22603703,0.068324335,0.4371066,0.37968928,0.8191975,0.58534455,-0.31312296,1.4300404,0.50044876,0.24023424,0.6640006,-1.6688402,0.3983196,1.238182,0.2490991,0.34422994,-0.20591117,-0.3606268,-1.4476674,-1.5744326
conceptual_part_of,-1.9919903,0.00082251197,-0.8286719,0.6608031,-0.5111213,1.2032382,0.15149288,-0.86673844,1.4641145,0.84115845,0.22468449,-0.67574614,-1.7075436,0.6651891,-0.5397854,-0.22375399,0.13010661,-0.28147796,-0.19299215,-0.09770391,0.5439798,0.24489017,0.34489202,1.5179958,0.16279264,0.2005312,0.034622714,0.52619135,-2.3227108,-1.0327748,0.2949124,-1.3692487
conceptually_related_to,-0.62123704,-1.0040655,2.5557785,0.74727875,0.113258734,-0.0089047365,0.33610767,0.07606209,-0.44685742,-1.5844921,-0.91932553,0.39607513,-2.415991,0.49633923,0.72978,-2.3484273,2.382015,0.84403235,-0.9583619,0.07151484,-0.34975493,-0.17775884,-2.5243418,-0.9234587,-0.25921804,-0.3999005,-1.7081119,-0.75402904,-1.2253904,0.25512335,-1.4373952,0.9327194
