,entity
0,neoplastic_process
1,acquired_abnormality
2,biologically_active_substance
3,neuroreactive_substance_or_biogenic_amine
4,animal
5,biologic_function
6,environmental_effect_of_humans
7,vitamin
8,carbohydrate
9,pharmacologic_substance
10,gene_or_genome
11,chemical_viewed_functionally
12,mental_or_behavioral_dysfunction
13,disease_or_syndrome
14,pathologic_function
15,plant
16,anatomical_abnormality
17,cell_or_molecular_dysfunction
18,antibiotic
19,eicosanoid
20,population_group
21,amino_acid_sequence
22,genetic_function
23,immunologic_factor
24,laboratory_or_test_result
25,molecular_function
26,intellectual_product
27,food
28,organ_or_tissue_function
29,inorganic_chemical
30,group
31,molecular_biology_research_technique
32,body_space_or_junction
33,physiologic_function
34,nucleic_acid_nucleoside_or_nucleotide
35,enzyme
36,body_location_or_region
37,organic_chemical
38,mental_process
39,event
40,cell_function
41,laboratory_procedure
42,sign_or_symptom
43,organophosphorus_compound
44,human_caused_phenomenon_or_process
45,fungus
46,diagnostic_procedure
47,anatomical_structure
48,experimental_model_of_disease
49,bird
50,receptor
51,drug_delivery_device
52,cell_component
53,family_group
54,clinical_attribute
55,virus
56,occupation_or_discipline
57,invertebrate
58,therapeutic_or_preventive_procedure
59,mammal
60,organism_attribute
61,professional_or_occupational_group
62,hormone
63,cell
64,quantitative_concept
65,manufactured_object
66,daily_or_recreational_activity
67,spatial_concept
68,alga
69,injury_or_poisoning
70,health_care_activity
71,self_help_or_relief_organization
72,social_behavior
73,age_group
74,body_part_organ_or_organ_component
75,amphibian
76,chemical
77,indicator_reagent_or_diagnostic_aid
78,research_activity
79,finding
80,embryonic_structure
81,occupational_activity
82,body_system
83,hazardous_or_poisonous_substance
84,rickettsia_or_chlamydia
85,archaeon
86,individual_behavior
87,congenital_abnormality
88,biomedical_or_dental_material
89,lipid
90,organism_function
91,fully_formed_anatomical_structure
92,professional_society
93,group_attribute
94,element_ion_or_isotope
95,nucleotide_sequence
96,patient_or_disabled_group
97,organization
98,medical_device
99,tissue
100,reptile
101,carbohydrate_sequence
102,conceptual_entity
103,qualitative_concept
104,steroid
105,functional_concept
106,natural_phenomenon_or_process
107,chemical_viewed_structurally
108,health_care_related_organization
109,behavior
110,machine_activity
111,organism
112,fish
113,substance
114,molecular_sequence
115,clinical_drug
116,governmental_or_regulatory_activity
117,amino_acid_peptide_or_protein
118,activity
119,idea_or_concept
120,body_substance
121,educational_activity
122,bacterium
123,temporal_concept
124,regulation_or_law
125,geographic_area
126,vertebrate
127,research_device
128,physical_object
129,phenomenon_or_process
130,human
131,language
132,biomedical_occupation_or_discipline
133,classification
134,entity
