relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
accusation,-1.4088804,3.6622648,-0.20161508,-0.15826412,-1.370358,0.6825966,0.58258915,-0.41974598,2.5903292,1.5189941,-1.9805254,2.133725,-1.1649078,-0.13960606,-2.3827517,-2.2561421,1.8895091,2.261638,1.2642504,-5.1779437,5.2246323,3.9334633,3.7321215,2.5115428,-0.7390252,4.6012216,0.722212,-0.25112796,3.2798474,2.1876986,-4.292736,0.2983067
aidenemy,-0.19040637,2.601916,1.7201961,-2.8073456,-3.3143346,-2.396612,-1.2870406,-1.9561554,0.4560004,-3.092707,2.2446833,1.212443,-2.101886,-0.02379517,-3.3276188,-0.19036154,-2.686759,-1.8137901,-1.794545,2.5363586,3.4493861,1.9012175,2.4050567,1.8551774,-0.21015584,2.067874,-0.91787773,4.7958694,-1.2864774,-0.7647683,2.8119624,-2.1345966
attackembassy,-2.763648,0.7694494,-1.0597082,-1.1221546,2.2464952,-0.112270005,-1.1081169,-4.164783,-1.5657456,-0.03309267,0.38165262,-0.19333163,-0.3000307,0.55990756,-0.7130433,3.2839954,-0.878305,-4.8125906,-0.9728872,0.35966668,2.1090038,-2.3586245,-3.5396898,2.16992,-4.971367,3.2585015,-4.925825,1.9020981,-2.6899734,-1.2783935,-3.648199,1.9352418
blockpositionindex,0.6660226,0.53545123,-1.2867316,3.4659786,1.3723667,0.3206482,-0.4494395,-0.9216361,-2.009994,-2.4102335,2.4139128,1.9246601,0.7307304,0.7669977,-2.330464,-0.84013444,-2.0310779,-6.30357,-3.286589,5.9782853,0.3283311,0.29574126,-3.5507436,-0.9925398,1.6727519,0.6533171,2.938982,2.05224,-2.514999,4.73514,3.9792397,-4.163238
booktranslations,-1.7972243,0.13631652,-1.2352697,-1.810799,-0.40815675,0.38465327,-0.19837959,-1.1028737,-2.1410127,-2.0133703,0.3855952,1.8564298,-0.7490779,-0.5319411,-2.2540236,1.1253723,1.0828927,-1.0977541,1.3950026,-0.55037594,5.799298,-2.8488395,-2.3037362,6.961651,4.8143272,-0.96245164,5.250085,6.599153,-1.0766355,-1.1610895,3.2589097,-2.0171263
boycottembargo,-3.0859435,1.3542901,-0.5540808,-1.4669582,0.059990328,-1.2103299,2.334156,-2.0781615,1.801092,-0.5365154,3.3546906,0.6445036,0.36452517,0.55652595,-2.8006012,-0.029066393,3.3139412,2.5247412,-0.999711,4.86324,4.3806405,4.863716,-1.933133,1.0733297,1.8898804,6.7308803,-2.382891,0.40514827,3.044978,-5.2577605,2.8468425,-4.4581423
commonbloc0,-0.41633528,2.8722727,-0.97679543,-1.7705497,-0.027553942,-0.45853588,1.0169281,-2.1475885,-1.7046554,-1.1167369,5.096651,-0.6368929,-0.32283163,0.9552344,-1.469337,-2.1909928,2.9735262,-7.8460336,-0.26369476,-3.9172335,1.4882344,0.91814417,3.4757094,2.3999615,0.5785032,0.64477247,5.0265465,5.8102293,2.6853476,3.7363865,2.7171955,1.7588559
commonbloc1,0.9681263,0.25570512,-0.23891546,0.6715032,0.58707243,-0.5086585,0.22232564,-1.8608841,0.39515603,1.0475625,-3.8602855,0.8146806,-0.54639345,1.3447001,-0.15262802,-0.5909061,-3.8931804,1.4528544,0.16204195,4.3467875,-0.7910192,-2.9604726,-0.45397845,0.4424641,0.21127182,5.2806726,1.1558331,0.09336463,-0.7644623,-2.656796,0.4261881,-3.2094877
commonbloc2,-1.0424739,-3.7912264,-0.916124,-0.79078203,-0.9263619,3.2352972,-1.8191121,-0.4417751,1.6355597,-0.5575518,2.745443,-0.39235157,-0.043873213,0.51172805,-2.4562972,-0.88469607,-2.2446628,4.22149,-0.55269486,-2.6986854,1.7856246,-1.8380883,3.1716673,4.190698,-3.237994,-0.3136511,-1.4416133,-2.3809338,0.5532211,1.1310604,-1.4611654,-1.0873771
conferences,-1.8185378,-0.8785365,-6.854314,-1.4210474,-1.1849283,-0.4732142,-4.1306596,-0.020685209,-0.3845825,-1.6453351,0.253345,1.817567,-1.2543862,0.37576947,-1.1594586,1.3979686,0.26569816,-5.2731504,3.5969765,-1.8195531,1.8594534,1.5189694,-2.6120853,4.4288,0.27838564,0.18356732,-0.17818278,-0.07006609,-0.7489362,-4.6064277,1.6318718,-3.4792376
dependent,1.1903591,-2.2595775,1.3711814,-2.1470115,0.3837242,1.5670642,0.38237342,-1.262409,1.0805761,-0.8698678,-2.1893106,0.5312594,-0.4451063,-0.24363126,-2.5337503,1.4257048,0.033088528,2.488117,-1.2092087,-2.8380406,0.4260151,-4.0204496,0.02938028,2.5142894,-3.8556952,0.46501318,1.5578473,2.9312084,-1.1156707,2.1094856,4.071982,6.160254
duration,-2.2994435,4.765335,-0.8660675,-1.0512437,3.7925327,-1.6543365,-0.32012603,-1.4239223,3.6423826,-1.9224542,-0.20122807,1.357277,-1.5838032,0.4579274,-2.9174027,0.14089182,-3.1551669,4.2245846,-2.0051317,-0.953573,2.7860723,-2.3486447,2.9121883,2.9957058,-2.0397718,1.3705935,-4.1704044,5.0031857,4.5789804,-2.368645,-3.4903607,-1.6758207
economicaid,-2.1016183,0.73011786,0.34767824,-0.013610089,-3.5435438,-0.015515657,-2.3223732,0.15646984,0.35467267,-1.5805364,0.8061078,0.5614553,1.2765799,0.47685272,-2.9352462,1.4381113,-4.8395343,1.6603361,-6.4241033,1.2300843,4.2114654,6.373685,-3.602342,2.9839437,1.9213966,0.12023214,0.3480928,-1.289325,2.7941,4.2855268,1.0169832,-5.8218813
eemigrants,0.018585868,-0.055770967,-0.6890342,1.2421417,-1.0082829,1.0864617,-0.16312826,-1.7523932,-0.4381865,-1.1808026,0.17400047,2.7992113,-0.9390342,0.054574024,-2.3444738,-0.795893,-4.5043807,-3.4210057,-1.3749343,1.7821417,5.1939907,5.303504,1.4535373,5.099632,2.0616016,1.5408471,0.6234416,7.9980645,-3.82061,0.1456098,0.5764127,-0.6407499
embassy,-0.25453123,-0.34684086,0.20838675,-0.028492603,0.40864038,0.03968367,0.077965625,-0.16353329,0.23508169,-0.15545072,-0.7786465,0.14546517,0.094489686,0.054368075,0.19471115,-0.15580091,0.5476951,-0.03185417,-1.1463674,-0.3525698,0.50362104,1.0170442,-1.1834277,0.65982777,-0.5728642,0.25109905,-0.32569605,0.26434648,0.56902385,1.1726209,-0.68765783,-0.07721209
emigrants3,-2.906435,-1.0488569,-0.20394392,0.1272092,-1.4770361,2.7389162,-1.0630267,-0.87391406,0.22406921,-0.5393488,0.5290323,-0.8563819,-0.47783333,-0.009461056,-3.9859,-0.81218445,-3.6901836,-4.169377,1.709093,1.0722517,5.174377,3.7432108,1.4916347,2.0151017,-0.91501635,2.5328138,-1.7393951,-0.78071153,-3.5835626,5.1037936,-2.3639736,-0.9242912
expeldiplomats,0.7010463,2.529168,0.58480626,-2.4847038,-0.97865504,-0.45591715,2.021009,-0.79417837,1.711827,-1.384102,1.1913227,-0.4361223,-1.4342796,-0.7722577,-4.3330607,-0.9934336,4.524309,-0.22401747,-1.3072978,-4.106364,2.5885715,0.6604201,-4.380046,-1.4778562,1.6259984,0.68258154,5.55257,-0.80478936,-1.6190137,3.3975139,3.5336783,-3.3712394
