,entity
0,age_group
1,fully_formed_anatomical_structure
2,biologically_active_substance
3,diagnostic_procedure
4,laboratory_procedure
5,body_substance
6,acquired_abnormality
7,research_activity
8,alga
9,body_location_or_region
10,receptor
11,indicator_reagent_or_diagnostic_aid
12,hormone
13,cell_or_molecular_dysfunction
14,mental_or_behavioral_dysfunction
15,professional_or_occupational_group
16,rickettsia_or_chlamydia
17,body_space_or_junction
18,molecular_biology_research_technique
19,natural_phenomenon_or_process
20,genetic_function
21,amphibian
22,clinical_attribute
23,pharmacologic_substance
24,physiologic_function
25,organization
26,gene_or_genome
27,neoplastic_process
28,pathologic_function
29,quantitative_concept
30,chemical_viewed_structurally
31,mental_process
32,organism_function
33,laboratory_or_test_result
34,biologic_function
35,animal
36,cell_function
37,neuroreactive_substance_or_biogenic_amine
38,immunologic_factor
39,machine_activity
40,antibiotic
41,health_care_activity
42,bird
43,disease_or_syndrome
44,element_ion_or_isotope
45,self_help_or_relief_organization
46,finding
47,group
48,carbohydrate
49,mammal
50,vitamin
51,injury_or_poisoning
52,cell_component
53,organophosphorus_compound
54,experimental_model_of_disease
55,nucleic_acid_nucleoside_or_nucleotide
56,family_group
57,geographic_area
58,temporal_concept
59,behavior
60,congenital_abnormality
61,fungus
62,plant
63,organic_chemical
64,anatomical_abnormality
65,educational_activity
66,qualitative_concept
67,molecular_function
68,organ_or_tissue_function
69,chemical
70,inorganic_chemical
71,occupational_activity
72,manufactured_object
73,tissue
74,cell
75,population_group
76,enzyme
77,health_care_related_organization
78,archaeon
79,therapeutic_or_preventive_procedure
80,daily_or_recreational_activity
81,amino_acid_peptide_or_protein
82,patient_or_disabled_group
83,vertebrate
84,occupation_or_discipline
85,organism_attribute
86,sign_or_symptom
87,human_caused_phenomenon_or_process
88,individual_behavior
89,substance
90,event
91,group_attribute
92,steroid
93,idea_or_concept
94,hazardous_or_poisonous_substance
95,phenomenon_or_process
96,reptile
97,anatomical_structure
98,embryonic_structure
99,invertebrate
100,drug_delivery_device
101,virus
102,carbohydrate_sequence
103,governmental_or_regulatory_activity
104,clinical_drug
105,spatial_concept
106,body_part_organ_or_organ_component
107,amino_acid_sequence
108,regulation_or_law
109,eicosanoid
110,chemical_viewed_functionally
111,lipid
112,food
113,social_behavior
114,human
115,intellectual_product
116,language
117,biomedical_or_dental_material
118,research_device
119,medical_device
120,environmental_effect_of_humans
121,classification
122,activity
123,bacterium
124,fish
125,organism
126,conceptual_entity
127,physical_object
128,professional_society
129,functional_concept
130,nucleotide_sequence
131,biomedical_occupation_or_discipline
132,molecular_sequence
133,entity
134,body_system
