relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
term0,-1.5138464,-0.19534089,1.0155107,2.125395,-1.0362535,0.5335198,0.5039319,1.3146793,-0.4760699,-1.855635,0.78537863,-0.40387085,1.2358838,-0.16535608,1.402389,-0.2237975,0.97689074,-1.6878217,0.08514835,0.2744295,0.14321813,-0.96496665,-0.34908983,-1.9012079,-0.03981514,-0.19508427,0.31098834,0.52701867,-0.9834355,-0.30955702,-1.571141,-0.67191565
term1,-1.5129108,0.7563738,-1.0672244,0.5222516,-0.55982435,0.52543145,-0.6344149,1.1229681,-1.3661367,0.0004181601,0.00038359687,0.1982067,-1.5144501,0.7970358,1.1482602,-0.81310314,0.26865143,-1.1889362,-0.5278604,-0.2718959,0.7841722,-1.9693505,1.4804351,0.0017776346,-0.51339066,0.9729533,-1.6877282,-1.2013474,-0.6175752,-0.8159572,-1.257211,0.31495017
term10,1.217157,-0.22252086,-0.63637674,0.11849737,-1.4243088,-0.32927027,0.14556707,0.70915717,0.1745348,0.3691361,0.10170578,-0.9905173,0.7381071,1.0818559,0.6970315,0.08233844,0.070318684,-0.9973926,-0.82430804,1.4441607,-0.29340997,0.2000541,-0.27007228,-0.4648622,-0.08720294,-1.1315029,-0.28914756,-0.41627362,0.0120528545,-1.118177,-0.91122645,0.01788533
term11,0.8445487,-0.9703722,-0.31843066,0.04367361,-1.0496277,-0.36045036,-0.4929662,0.42616892,0.11398556,0.7764456,-0.23606719,0.04024908,0.5762654,1.1971692,1.3494171,0.0031710304,0.32448113,-1.0503876,-0.14668982,0.6611399,-0.24428718,0.6536798,-0.46811795,-0.31287318,0.03991313,-0.09253234,0.14246877,-0.17467482,0.24756585,0.053473838,-1.2452136,-0.13179253
term12,0.93878627,0.961722,-0.043176126,-2.2006302,-1.0435767,-0.18809652,-1.3103223,-0.73343605,0.49228355,1.1881237,-0.30067977,-0.86643827,1.224231,1.6022981,-0.743098,0.10156188,-0.8728138,-1.8822197,-0.7155692,0.2505973,-0.5400954,-0.1299222,-0.45583433,-0.6174632,-0.78233624,-0.8784554,-1.1209456,0.58278733,0.32643548,-0.009540729,-0.7276816,-2.4008512
term13,1.1844394,0.8844708,-0.36950478,-0.01805869,-1.570557,0.27936816,-0.8507273,-0.7430733,0.14990516,0.20766193,-0.8765271,-0.25945163,0.86472946,1.1233695,-1.1072176,0.062307004,0.9308631,-1.011584,-1.7857724,-1.255104,0.2966033,0.5155205,0.15271148,-0.3184402,-0.39882123,1.136883,1.232158,-0.18185613,1.1398442,-1.2269135,-0.8414732,-0.35463652
term14,0.06921525,0.89080393,-0.689713,-0.1291904,-0.32290548,-0.99739736,-1.8607919,-0.20524445,1.7570301,0.57196766,0.12469825,-0.5153479,1.0266511,0.5859552,-0.6160971,0.2566616,-0.8254711,-2.3434777,-0.6294331,-3.6263158,-3.2005224,0.5730177,-0.41659,-0.57978386,-1.5963439,-1.511038,-0.7323274,0.12177363,0.278974,0.2921253,-0.9624162,-0.45323804
term15,-0.5912684,0.039141808,0.21499218,-0.518577,-0.50692666,-0.80758137,-0.04151666,0.8562868,-0.27187803,-0.13941708,0.091926545,0.2949562,0.51443595,-0.60306484,-1.193083,0.16113886,-0.4845414,-0.90160054,-0.40518713,0.45263734,0.3713046,-0.3287048,-0.19081502,-0.7178168,-0.40187228,0.020025637,0.2491917,0.47883695,0.14963129,0.20715833,-1.1453352,0.3200282
term16,-0.02619833,0.23247884,-0.13312551,-0.6172113,-0.47871238,0.023282684,0.045869187,-0.76362187,-0.05368772,0.17498766,-0.052614573,0.008027323,-0.06217835,-0.81449056,0.9185747,-0.22124575,0.35841596,-0.84420615,-0.17232122,-0.44413894,-0.021344172,-0.059200868,-0.03911861,-0.027285287,-0.071483925,-0.73543495,-0.14020649,-0.1134115,-0.041439056,-0.335093,-0.74410033,0.0027031847
term17,0.29839948,-0.1477555,0.27340057,-0.12914379,-0.6095496,-0.2430289,-0.48374835,-0.84027547,0.74382174,0.56380075,1.2481804,1.7764966,-1.9579382,1.9005401,-1.347045,-1.1041849,-1.5951396,-1.6060278,-1.1917374,0.5629316,-0.06892262,-0.054071672,-0.15682052,-1.238238,0.061325647,0.12940794,0.27067608,-0.51683086,-1.7543272,-1.9934441,-1.1073349,-1.0942867
term18,1.5027487,-0.60761404,0.19424409,1.0764599,-0.7036931,1.5572101,-0.26131654,0.72718734,-0.16771984,0.16210465,0.9035031,-0.40676746,-1.154261,-1.1548468,-1.1328304,-1.8401736,-0.50636977,-1.3247643,-0.32769117,0.10559019,0.44295987,0.82938015,-1.3453037,0.5363689,0.3473101,0.81021845,-0.53561145,-1.4371742,-0.4478437,-0.96759427,-0.72124404,-3.2841814
term19,-0.63571817,0.7122436,-1.3398548,-1.2847011,0.37598777,-0.23014735,0.052385606,-1.1589649,-0.9888174,0.30643117,-2.1335104,0.58659166,1.9986792,-1.3212347,1.1258433,-1.9008917,0.68556625,-3.7594867,-2.4915066,-1.0725845,4.5348616,0.45462698,0.061463587,-0.7119182,-1.1375833,-0.4814565,-0.122536235,0.48267353,-1.4082808,1.5776349,-1.4869236,-2.9261346
term2,-1.4084741,1.257205,0.41619477,-1.4070312,-0.544446,-0.5516778,-0.5891895,1.1770209,-2.2099366,-0.21008277,-0.44581378,-0.20192423,-0.9349691,1.1079504,0.68495053,0.053362448,2.315903,-1.1846831,-0.7609177,-0.1644522,0.15250367,-2.1431808,-0.56917477,0.040975213,0.540862,0.57058555,-0.631795,0.071942784,0.52617407,-0.181057,-1.6242204,0.011872131
term20,1.0438461,-0.7091859,1.4206113,0.434018,-0.7230903,0.29209426,-0.2860272,-1.725033,-0.0963034,0.30922922,0.4384651,-1.0431817,-0.8226202,0.28682205,-1.7353776,-2.1813178,-0.07990883,-2.4417484,0.6552843,1.8141556,0.9702305,-0.18324903,0.5212964,0.24963686,1.0044563,-0.24384378,-0.54263747,-1.1607867,1.0887679,0.3801728,-1.6355729,-0.9632483
