,relation
0,affects
1,part_of
2,causes
3,occurs_in
4,process_of
5,isa
6,complicates
7,associated_with
8,disrupts
9,interacts_with
10,evaluation_of
11,result_of
12,precedes
13,property_of
14,location_of
15,produces
16,performs
17,exhibits
18,method_of
19,co-occurs_with
20,manifestation_of
21,measurement_of
22,issue_in
23,assesses_effect_of
24,diagnoses
25,degree_of
26,measures
27,manages
28,prevents
29,carries_out
30,connected_to
31,adjacent_to
32,indicates
33,analyzes
34,treats
35,uses
36,ingredient_of
37,conceptual_part_of
38,contains
39,surrounds
40,interconnects
41,developmental_form_of
42,consists_of
43,conceptually_related_to
44,practices
45,derivative_of
