,EpochLoss
0,2.9021111726760864
1,1.8457950949668884
2,1.242703139781952
3,0.9350348711013794
4,0.7904351055622101
5,0.7164034247398376
6,0.6513332426548004
7,0.5529841482639313
8,0.4002763330936432
9,0.25928331911563873
10,0.22867530584335327
11,0.2704407572746277
12,0.29279495775699615
13,0.2786346524953842
14,0.23968420922756195
15,0.20923443138599396
16,0.2056105062365532
17,0.21782120317220688
18,0.22037270665168762
19,0.20696710795164108
20,0.19118400663137436
21,0.18630028516054153
22,0.18943169713020325
23,0.19254837185144424
24,0.1899958848953247
25,0.18489602208137512
26,0.17976366728544235
27,0.1790216937661171
28,0.17830416560173035
29,0.17620279639959335
30,0.1714206039905548
31,0.1690199002623558
32,0.16586045920848846
33,0.1627482995390892
34,0.1578720659017563
35,0.15172294527292252
36,0.14574044197797775
37,0.139322891831398
38,0.13133349269628525
39,0.12161530554294586
40,0.11384929344058037
41,0.10711860284209251
42,0.10192306712269783
43,0.09764601662755013
44,0.09442700818181038
45,0.09179365634918213
46,0.08893568813800812
47,0.08720772340893745
48,0.08560077846050262
49,0.08359109982848167
50,0.08199897408485413
51,0.08053897693753242
52,0.07971149310469627
53,0.07820787653326988
54,0.07683254778385162
55,0.07556263729929924
56,0.0754127986729145
57,0.07389195263385773
58,0.07315553352236748
59,0.07211898639798164
60,0.07156002894043922
61,0.07097382843494415
62,0.07028298079967499
63,0.0692029781639576
64,0.0689285434782505
65,0.06816905364394188
66,0.06766214221715927
67,0.06777048856019974
68,0.06682516634464264
69,0.06614219769835472
70,0.0656282939016819
71,0.06539822369813919
72,0.06474939361214638
73,0.06488453596830368
74,0.06402003765106201
75,0.0636797696352005
76,0.06340058892965317
77,0.06312929466366768
78,0.06303524784743786
79,0.06290674954652786
80,0.0619937963783741
81,0.062217824161052704
82,0.062147362157702446
83,0.06138221547007561
84,0.06108865141868591
85,0.061306433752179146
86,0.06121469475328922
87,0.0605529360473156
88,0.060005851089954376
89,0.06037445738911629
90,0.05967268347740173
91,0.059985844418406487
92,0.059556372463703156
93,0.059249887242913246
94,0.05906734988093376
95,0.05926634930074215
96,0.05891631357371807
97,0.058640358969569206
98,0.05861302837729454
99,0.05779268965125084
