,entity
0,mental_or_behavioral_dysfunction
1,steroid
2,lipid
3,cell_function
4,pathologic_function
5,classification
6,quantitative_concept
7,eicosanoid
8,manufactured_object
9,experimental_model_of_disease
10,genetic_function
11,clinical_drug
12,biologic_function
13,health_care_activity
14,social_behavior
15,behavior
16,laboratory_procedure
17,organophosphorus_compound
18,mental_process
19,congenital_abnormality
20,daily_or_recreational_activity
21,laboratory_or_test_result
22,animal
23,body_part_organ_or_organ_component
24,functional_concept
25,diagnostic_procedure
26,age_group
27,family_group
28,entity
29,alga
30,qualitative_concept
31,anatomical_abnormality
32,natural_phenomenon_or_process
33,organism
34,chemical
35,biologically_active_substance
36,cell
37,carbohydrate_sequence
38,physiologic_function
39,immunologic_factor
40,occupation_or_discipline
41,temporal_concept
42,therapeutic_or_preventive_procedure
43,individual_behavior
44,self_help_or_relief_organization
45,conceptual_entity
46,amino_acid_peptide_or_protein
47,chemical_viewed_functionally
48,indicator_reagent_or_diagnostic_aid
49,vertebrate
50,vitamin
51,injury_or_poisoning
52,geographic_area
53,food
54,group_attribute
55,sign_or_symptom
56,molecular_sequence
57,embryonic_structure
58,inorganic_chemical
59,population_group
60,phenomenon_or_process
61,clinical_attribute
62,gene_or_genome
63,molecular_biology_research_technique
64,finding
65,research_activity
66,rickettsia_or_chlamydia
67,hormone
68,governmental_or_regulatory_activity
69,neoplastic_process
70,environmental_effect_of_humans
71,body_system
72,chemical_viewed_structurally
73,hazardous_or_poisonous_substance
74,organ_or_tissue_function
75,spatial_concept
76,body_substance
77,biomedical_or_dental_material
78,plant
79,medical_device
80,fully_formed_anatomical_structure
81,professional_society
82,pharmacologic_substance
83,neuroreactive_substance_or_biogenic_amine
84,receptor
85,invertebrate
86,anatomical_structure
87,amphibian
88,nucleic_acid_nucleoside_or_nucleotide
89,acquired_abnormality
90,idea_or_concept
91,disease_or_syndrome
92,enzyme
93,professional_or_occupational_group
94,body_space_or_junction
95,patient_or_disabled_group
96,virus
97,body_location_or_region
98,tissue
99,cell_or_molecular_dysfunction
100,event
101,reptile
102,organic_chemical
103,substance
104,carbohydrate
105,activity
106,bird
107,molecular_function
108,cell_component
109,research_device
110,element_ion_or_isotope
111,language
112,human
113,amino_acid_sequence
114,antibiotic
115,bacterium
116,group
117,machine_activity
118,organism_attribute
119,educational_activity
120,biomedical_occupation_or_discipline
121,health_care_related_organization
122,archaeon
123,organization
124,organism_function
125,mammal
126,regulation_or_law
127,nucleotide_sequence
128,human_caused_phenomenon_or_process
129,occupational_activity
130,fungus
131,physical_object
132,drug_delivery_device
133,fish
134,intellectual_product
