,relation
0,affects
1,treats
2,co-occurs_with
3,causes
4,result_of
5,produces
6,manifestation_of
7,isa
8,interacts_with
9,issue_in
10,location_of
11,process_of
12,complicates
13,prevents
14,manages
15,evaluation_of
16,associated_with
17,measures
18,derivative_of
19,disrupts
20,performs
21,part_of
22,occurs_in
23,precedes
24,uses
25,ingredient_of
26,diagnoses
27,surrounds
28,consists_of
29,exhibits
30,measurement_of
31,carries_out
32,degree_of
33,practices
34,connected_to
35,assesses_effect_of
36,analyzes
37,contains
38,indicates
39,method_of
40,conceptual_part_of
41,property_of
42,developmental_form_of
43,conceptually_related_to
44,interconnects
45,adjacent_to
