relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
term0,0.55292135,-1.2489612,-0.26950043,-1.1939317,-0.043364514,-1.7107321,1.9675184,1.3687947,-0.446595,0.6189122,-0.42017725,0.61167103,-0.9167504,-1.0067167,-1.748154,0.33672008,0.6503942,1.4537067,1.6512277,1.0548909,-2.4454803,3.2516508,-0.56483334,-1.1148856,-0.30649984,-0.4780012,-2.1435883,-1.8406818,-1.1540728,0.65494657,-4.1599603,-1.88803
term1,-0.95716685,0.28002092,1.5465173,-0.72505814,-0.47348472,-0.44931152,1.664786,0.99502265,-0.10101787,-0.9597511,-1.3588862,0.9403983,-0.3464175,-0.91367114,-1.2997847,0.61861753,1.861562,0.28851467,0.8776775,-1.691825,1.9950327,-1.3012427,-0.26720774,-0.29428568,-0.7412371,-1.5651438,0.35099518,-2.2293289,0.49858737,0.92706496,-0.7220199,-1.7535819
term10,-0.55065376,-0.6330042,0.3718966,-1.2526777,0.43781555,0.06192915,1.7976027,0.21332222,1.9629114,-0.8550631,0.7582938,0.15475719,1.315805,-0.07715515,-1.4512992,-0.36395192,0.62801397,0.51021105,-0.45776737,0.49865264,-0.33623192,-0.0650599,-1.5459313,0.05824478,-0.8210969,1.042429,-0.2869014,-1.469493,-1.1956372,-1.0325418,0.35701072,0.8189093
term11,-0.62667745,-0.0711367,0.31515762,-0.6850963,-0.5762864,-0.104531825,0.58322245,0.5056148,0.91195536,-0.4901736,0.23610789,0.08624942,0.99116397,1.0153495,-0.98198235,-0.591704,0.6771332,0.50237083,0.75617325,0.017830139,-0.29581136,0.37127352,-0.44921124,0.034301322,-0.31081071,0.43173197,-0.088783085,-1.2540511,-0.354678,-0.6743861,1.3225974,0.7442922
term12,-0.026222913,-1.0951024,0.61492,-1.3994491,-0.076994196,-1.4327167,-0.24735333,0.15331614,0.42341095,0.5152937,-1.2679702,0.8096765,-1.2509358,-0.95061684,-0.5313471,0.41203284,-1.4607056,-0.21203616,1.1876985,-0.30621418,-0.23574355,-0.90117294,0.7786316,0.20279951,0.47754773,-1.8671863,0.3723669,-2.0130208,-1.025093,1.7099441,-1.7966332,2.196315
term13,-0.047046103,-0.55593014,0.7608154,-1.5770662,-1.0326581,0.28610027,-1.3502505,-1.527073,0.4461361,-1.065282,0.12772313,0.12756501,-1.0442362,0.117716216,-1.4882495,-0.7798145,-0.75252527,0.19184208,0.5057698,0.61100686,-0.48342976,-1.2397279,-0.6446241,0.83573896,0.1205013,-1.1162326,0.32452837,-1.2854034,0.27274653,0.49203375,-0.2962708,0.6985263
term14,-0.095036216,-2.00541,0.8522496,-0.97514576,-0.19671457,-0.94055647,-0.7966517,-0.51148576,0.5207096,-0.60505843,-0.85076445,-0.7293569,-0.32888165,-0.4727222,-0.9742813,1.8944225,-1.4185972,1.0998832,1.1074237,0.33875197,-0.6725173,-0.034565758,2.767085,1.0992664,0.8609767,-1.3174524,0.5689933,-2.169739,-0.14399758,0.08222085,-1.169376,1.1780374
term15,-0.27851066,-0.46734017,-1.1224204,-0.82146144,0.46406794,-0.18327382,1.2112443,-1.5991446,-0.8741552,0.043589532,0.54335,-0.5841904,-0.82984084,0.21415477,-0.9526768,-0.34791455,-0.08033108,-1.0264105,-0.6281405,-0.14146197,0.15312184,0.5706034,-0.43031818,0.054095227,-0.3544755,-0.4388289,0.5804028,-1.0620346,0.27402884,0.092119396,-0.30638057,-0.2700327
term16,0.07498646,-0.14235848,-0.7027155,-0.6072924,-0.027556702,-0.13251117,-0.9427509,0.47987065,-0.39644712,-0.006166242,0.09302505,0.006845673,0.15603106,-0.25580558,-0.6358122,-0.14282931,0.9093729,0.3386417,-0.8051806,0.02558042,-0.0064407084,0.1797175,0.34506908,-0.10166398,-0.050006222,0.09128624,-0.09329491,-0.9014542,-0.11356225,0.2521621,-0.57273686,-0.025181359
term17,-0.24664785,2.277703,1.1206436,-1.7457888,2.921782,-2.2301364,-1.8614087,0.52263874,1.2468604,-1.2908727,0.11583102,0.20492966,-2.0182164,1.0644621,-1.2770872,-0.024536561,-1.4862307,-0.5788023,0.2194685,-1.9285684,0.48794743,-0.56052583,-1.3581839,-2.0562885,-0.58224237,0.19015421,0.37785706,-1.4074061,-0.4029185,0.20168307,0.62544423,0.914088
term18,0.88756585,-0.83543175,-0.36077434,-0.99338543,-1.525792,-2.1787655,1.6817563,0.43953952,0.87964153,-1.0905617,-2.3710291,-0.28075683,0.32112387,-0.058153436,-1.0914099,0.44851464,-2.6354156,-0.157182,-1.5154951,0.89977825,-1.2850763,-1.3459707,0.3772136,-1.6794343,0.7298591,1.3888938,-2.149585,-2.1328359,0.51733845,-0.28081587,-0.15326022,1.1949011
term19,-0.42197767,3.6258268,0.9564896,-2.084642,-1.7929552,-1.9315368,-1.0080978,2.619204,1.8624079,-0.07675262,0.51344913,-0.8096791,-4.4984226,0.071086355,-1.0465317,0.5186472,3.0624688,0.120495826,-2.3800275,-1.6380404,-0.12366804,2.660327,-2.339086,-0.9306406,1.8695687,-0.80927587,1.2869118,-1.9763272,4.939004,-2.0885348,-0.2407697,0.51339704
term2,-0.48453537,0.14673159,1.7358767,-1.1244955,-0.014708399,0.27237043,1.6786903,0.02149798,-0.6239557,-0.45560372,-2.4622774,1.2435566,0.009493087,-0.562577,-1.1914767,-0.094628595,0.3711698,-0.36265114,1.6700672,-1.238468,0.1088399,-0.4484092,0.96012235,-0.14670342,-0.013677026,-0.0057476964,0.7459768,-2.282583,1.2793701,0.47930247,-0.8624198,-1.9149493
term20,-0.60748714,-0.027987247,-1.8106298,-1.1187077,0.7315137,-4.092292,-0.33325854,-0.3626674,-0.7307115,-0.06008166,1.4005573,-3.0775423,-1.0501872,0.6163502,-0.4549026,-0.424812,0.4263751,-1.5496204,1.7622032,-0.7134192,0.028950451,0.44344598,0.48884058,-1.1658299,-2.4810011,0.25904432,-0.38955435,-2.458415,0.12364105,-0.20730475,-2.4715965,0.5422781
term21,-0.66792095,0.8199696,-0.05061185,-2.3605819,1.9118764,1.5196309,-0.92835855,-1.8419135,1.0267584,0.41674373,-0.056738805,0.8815688,0.36489537,-0.5390127,-1.2203047,0.14793575,-1.3859835,-1.0800809,-1.0137411,-1.1491479,-1.0070443,0.77532244,0.97494274,-0.056355067,-0.985965,-0.9143641,0.37071165,-2.5045702,-0.2355787,0.8965194,0.30313835,1.454062
