,relation
0,location_of
1,associated_with
2,isa
3,interacts_with
4,measures
5,issue_in
6,causes
7,occurs_in
8,affects
9,surrounds
10,part_of
11,result_of
12,process_of
13,evaluation_of
14,uses
15,conceptual_part_of
16,carries_out
17,disrupts
18,precedes
19,manifestation_of
20,treats
21,produces
22,complicates
23,indicates
24,assesses_effect_of
25,developmental_form_of
26,performs
27,property_of
28,manages
29,measurement_of
30,consists_of
31,co-occurs_with
32,exhibits
33,prevents
34,analyzes
35,ingredient_of
36,degree_of
37,method_of
38,diagnoses
39,adjacent_to
40,contains
41,interconnects
42,derivative_of
43,conceptually_related_to
44,practices
45,connected_to
