,relation
0,affects
1,result_of
2,causes
3,manages
4,uses
5,measures
6,location_of
7,interacts_with
8,associated_with
9,isa
10,method_of
11,complicates
12,process_of
13,indicates
14,issue_in
15,occurs_in
16,produces
17,treats
18,manifestation_of
19,performs
20,evaluation_of
21,exhibits
22,precedes
23,carries_out
24,part_of
25,co-occurs_with
26,prevents
27,property_of
28,assesses_effect_of
29,ingredient_of
30,disrupts
31,measurement_of
32,diagnoses
33,analyzes
34,conceptual_part_of
35,consists_of
36,contains
37,degree_of
38,surrounds
39,connected_to
40,interconnects
41,adjacent_to
42,developmental_form_of
43,conceptually_related_to
44,derivative_of
45,practices
