,relation
0,associated_with
1,issue_in
2,produces
3,result_of
4,affects
5,disrupts
6,degree_of
7,interconnects
8,process_of
9,complicates
10,measures
11,measurement_of
12,developmental_form_of
13,prevents
14,isa
15,method_of
16,uses
17,surrounds
18,causes
19,indicates
20,practices
21,interacts_with
22,exhibits
23,occurs_in
24,carries_out
25,ingredient_of
26,part_of
27,assesses_effect_of
28,conceptually_related_to
29,co-occurs_with
30,performs
31,treats
32,contains
33,manifestation_of
34,diagnoses
35,location_of
36,analyzes
37,manages
38,adjacent_to
39,precedes
40,property_of
41,consists_of
42,derivative_of
43,conceptual_part_of
44,evaluation_of
45,connected_to
