,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
brazil,1.4010813,0.62576336,-1.3234683,-0.37150884,0.22630309,0.1256996,0.8396714,-0.5040059,0.17747517,0.64086777,0.97115344,2.2399619,0.10421299,1.1822778,1.2641132,-0.30510694,-0.18295148,-1.1730833,-0.18366712,0.8859382,-0.03742613,0.06445165,-0.8075743,-1.4269842,0.30283466,0.04127909,0.41815126,0.7392275,1.0832745,1.6269243,-0.28920752,1.6403677
burma,0.9904388,-1.6249831,-0.9338503,-0.85097015,0.5297037,-0.09043241,-0.3532118,0.47350758,-0.43416533,-0.7854191,0.32125008,0.8049113,-0.11804505,0.69986546,-0.15663642,-0.4551263,1.5417733,-1.3029215,0.5619757,0.2901328,-1.0529963,1.6502383,0.6789175,-2.261345,1.8981925,-1.8261405,0.017160181,0.27928555,1.1293486,1.2900784,-0.9469046,1.2889429
china,1.052909,-1.5388738,-2.3573155,-0.65788007,1.1041615,-0.5174585,-1.3812513,1.7071189,2.241114,-0.6803891,1.7463909,1.6383276,-0.6433182,2.3905437,0.78558856,0.5541106,-0.9637837,0.89486825,0.39839834,1.1785297,2.4025323,1.3125811,-2.274055,-1.4293561,0.9212976,-1.5919844,-1.7704945,-0.7376386,1.1198182,-0.068170436,0.56938314,-0.53887045
cuba,1.4604137,-0.5536675,-0.85524887,0.5547059,1.2126826,-1.3363866,-0.13413262,0.41544855,0.7257241,-0.057103664,0.08461184,1.3243061,-0.9560034,0.87564635,0.8271801,-0.6304884,-0.61597204,-0.89556843,0.5757763,-1.7154065,0.7651415,1.6198188,0.61353534,-1.3499347,1.6724766,-0.4127209,-0.1103699,-0.043483425,1.4128718,1.9656367,-0.37261024,1.4045988
egypt,-0.12504566,1.9601239,-0.86725813,-0.35845464,0.707288,-1.2276043,-0.48036346,0.21074739,-0.67549896,-0.29711008,1.3956074,2.2168305,-0.93509245,0.39960814,0.12740377,0.72312266,-0.011128133,0.31569046,-1.2835349,0.23862438,-1.98715,1.1571537,1.320811,-1.7979462,1.129326,-0.07526258,-1.259166,0.19492593,1.2292765,0.59049284,0.40794808,1.0853584
india,1.445171,0.725948,0.1597258,-0.64818096,0.9015494,-0.48593196,-0.4576724,-0.23828326,-0.37503076,0.4740213,0.6064159,1.9494882,-1.4325173,0.35574237,-1.7015322,1.3208325,1.381715,-1.4602647,-0.2159069,-1.2739869,-0.14510283,1.7179018,-2.6593766,-1.2156473,0.15152991,0.8926291,-0.68275386,0.36839256,0.057985224,0.8529927,-1.0607959,1.4662744
indonesia,1.4724844,-0.33184463,-1.9438393,1.5574182,1.1037654,-0.3794919,-0.73213035,0.47118276,0.14953648,-0.6791514,0.1399885,0.99596226,-0.34758636,-1.5442344,-0.5540635,-0.10114946,1.3246555,-1.9613755,0.2768259,-0.2748066,-1.0423254,1.389347,-0.7827664,-1.7031183,0.18199067,-0.9400796,0.099434376,-0.56629956,1.1698215,-1.286395,-0.35434172,1.8362291
israel,-0.49012852,0.7101464,-0.73674357,-0.8610464,1.3042482,0.36034793,-0.16913274,0.9083937,-0.05335048,0.5252575,1.1711491,0.97877705,-0.22343127,0.0074403137,-0.7248909,0.7501952,1.001391,-0.6877459,1.3517745,0.94858444,-1.9197822,0.7794169,-0.8607525,-1.6528932,1.6439134,0.1555601,-0.017533027,0.9275234,-0.7645901,-0.5947384,0.40067297,1.6848476
jordan,-0.49330267,-0.46119463,-1.7861744,1.2735515,0.75655377,-0.47934154,-0.05083704,1.2309719,0.17397185,-0.32553327,-0.8457971,0.9526131,-0.8410268,0.8805432,-0.3022535,-1.0538473,0.10913166,-1.5848229,-0.03935148,0.5241501,-1.6960014,1.5744606,-1.1879423,-2.3782818,0.43985754,-0.62527794,0.157085,-0.52805686,0.49842763,2.0849721,-0.040626705,0.4806608
netherlands,0.66562366,-0.49459967,-0.12190415,-0.38758174,0.64268243,1.1076965,0.75034404,0.053468253,0.84688234,2.496749,-1.1899304,1.7340432,-1.501693,0.035852525,1.5926452,1.1491811,0.14018208,-0.30211547,-1.1923515,0.18103625,0.08344586,-0.9618432,-0.63882715,-2.414495,1.6693294,-0.32863522,-0.84704274,0.7281851,-0.6454879,0.57368875,0.43208197,0.28673
