,relation
0,measures
1,associated_with
2,interacts_with
3,analyzes
4,evaluation_of
5,affects
6,performs
7,complicates
8,result_of
9,isa
10,degree_of
11,location_of
12,prevents
13,process_of
14,occurs_in
15,diagnoses
16,causes
17,manifestation_of
18,produces
19,part_of
20,issue_in
21,connected_to
22,disrupts
23,uses
24,precedes
25,assesses_effect_of
26,treats
27,property_of
28,co-occurs_with
29,manages
30,contains
31,exhibits
32,method_of
33,measurement_of
34,carries_out
35,adjacent_to
36,indicates
37,ingredient_of
38,conceptual_part_of
39,surrounds
40,interconnects
41,consists_of
42,developmental_form_of
43,conceptually_related_to
44,practices
45,derivative_of
