,EpochLoss
0,2.630312919616699
1,2.035320997238159
2,1.5931111574172974
3,1.2721279859542847
4,1.0434694290161133
5,0.8817098736763
6,0.765701413154602
7,0.6797351837158203
8,0.6130375266075134
9,0.559298574924469
10,0.5156353116035461
11,0.481250137090683
12,0.45543336868286133
13,0.4360620379447937
14,0.420462965965271
15,0.4071393609046936
16,0.3958098292350769
17,0.3864157497882843
18,0.37868085503578186
19,0.3720041811466217
20,0.3656434416770935
21,0.3590240478515625
22,0.35194411873817444
23,0.34458619356155396
24,0.33734697103500366
25,0.33050286769866943
26,0.32399797439575195
27,0.31761470437049866
28,0.31124401092529297
29,0.304867148399353
30,0.2985219657421112
31,0.292371541261673
32,0.28658726811408997
33,0.28115636110305786
34,0.27590975165367126
35,0.2707492411136627
36,0.26569631695747375
37,0.2608247697353363
38,0.25625157356262207
39,0.2520590126514435
40,0.24816013872623444
41,0.24437274038791656
42,0.24063879251480103
43,0.23702752590179443
44,0.2336023449897766
45,0.23038597404956818
46,0.2273426651954651
47,0.22436462342739105
48,0.2214193046092987
49,0.21860206127166748
50,0.2159591019153595
51,0.2134363055229187
52,0.2109755575656891
53,0.2085382342338562
54,0.2061433345079422
55,0.20385564863681793
56,0.20168642699718475
57,0.1996181607246399
58,0.19763654470443726
59,0.19570332765579224
60,0.19380609691143036
61,0.19195003807544708
62,0.19014057517051697
63,0.18839362263679504
64,0.18669429421424866
65,0.18502934277057648
66,0.18339884281158447
67,0.18180352449417114
68,0.18025097250938416
69,0.1787191778421402
70,0.17720502614974976
71,0.1757284551858902
72,0.17429907619953156
73,0.17290842533111572
74,0.17155185341835022
75,0.17025278508663177
76,0.1690017282962799
77,0.16776977479457855
78,0.16653823852539062
79,0.16532228887081146
80,0.16413624584674835
81,0.16298213601112366
82,0.16185128688812256
83,0.1607479602098465
84,0.15967628359794617
85,0.1586347371339798
86,0.15761920809745789
87,0.1566322296857834
88,0.1556708961725235
89,0.15473854541778564
90,0.1538391411304474
91,0.15296946465969086
92,0.1521221399307251
93,0.15129700303077698
94,0.15049682557582855
95,0.1497228443622589
96,0.1489788442850113
97,0.1482650637626648
98,0.14757266640663147
99,0.1468963623046875
