relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
term0,0.94220954,1.5337746,0.5280663,-1.0061321,1.1557841,-0.71201915,-1.4401011,1.3311521,1.1663989,-1.4333498,0.94102645,1.1550716,0.46268883,0.019849632,-0.45971233,0.47366187,-2.067812,0.3834857,1.769352,-0.47651592,-0.3608699,-0.46419084,-1.3260012,-2.2555559,-0.2811641,-0.33989573,-0.35095313,-0.011348322,-1.9178164,0.16641206,-2.3321626,-1.238397
term1,-0.52654546,-0.39230338,1.5367228,-0.9814114,-0.122026056,-0.052809313,0.7619146,0.45377964,1.6262107,-1.5415386,-0.5772447,-0.13391219,-0.3512061,-1.1120586,2.937228,-0.39827713,-0.7696409,-1.6601639,-0.8662077,-0.97815007,0.32229626,-0.4854977,0.36390272,-1.1397243,-0.61826426,-1.1595411,-0.30502018,-0.4049129,-0.65802366,0.32044184,-0.64318186,-1.2368906
term10,-0.38649058,-0.9734801,0.92810327,0.086898096,-0.03704233,-0.50655365,0.08925467,1.1686261,1.4676926,-2.3872554,-0.8279431,-0.27165338,-0.17351933,1.2128546,-0.54189646,-0.2254031,0.39319155,0.03481316,-0.2642674,0.33109263,-0.043762315,-0.38134235,-0.5059156,-0.16833119,-0.23787022,0.67215395,-0.39684302,-0.5663935,1.2199597,-0.24085993,-0.5118497,-0.98963475
term11,0.10455333,-0.09061832,1.3321159,-0.019969592,0.022191182,0.21561025,-0.40768972,1.094777,0.6283278,-1.0697031,-0.4569912,-0.18487668,-0.019853514,0.35450938,0.08505081,0.2536375,0.60689664,-0.78402716,-0.0038739839,6.642949e-05,-0.3356982,-0.13398513,-0.4132219,0.075272515,0.09225573,0.5286383,-0.12288208,0.17394045,0.6178487,0.043332756,-1.3028762,-0.9204759
term12,-0.4751462,0.8192779,1.0242851,-0.02937527,0.25511783,-0.23258708,-0.4963697,-1.5962958,-0.7363616,-1.3925016,0.038689576,0.45217332,-0.76704764,0.48786733,0.6413543,-0.2165395,0.08490798,-0.3830639,1.177529,-0.5609755,-0.5240868,-1.322405,1.2295642,0.14280088,0.069562055,0.06431112,1.8062372,-1.699965,1.4059329,-0.50913954,-2.211646,-1.5247667
term13,-0.16941234,0.6445113,1.4347619,-0.9420574,-0.6305038,-0.74676925,-0.23227017,-0.92318034,-1.3431138,-2.1089563,-0.38171944,0.070232466,-0.5519436,0.9088821,-0.58965296,0.08251227,-0.5702555,-0.039849244,0.96105367,0.51639044,1.5511607,-0.2520798,0.06715895,-0.33500627,-0.7386063,0.42629018,1.0415452,-0.5338992,1.1126802,0.49024746,-0.89200026,-1.552356
term14,-1.7852331,0.35605583,1.4877943,0.65577567,-0.10274651,-2.1863987,-0.8393782,-1.4076865,-0.12592731,-1.7202455,-0.5142188,-0.11473277,-0.53935605,-0.20777893,-0.42581835,0.5758227,-0.31195354,-1.2934372,4.073223,-1.2552263,0.031512573,0.43568367,0.73182565,-1.1325742,-0.25115582,0.5607487,2.519215,-3.2022245,1.148199,0.50350755,-1.85888,-1.036116
term15,-0.2648732,0.058914118,-1.5629791,-0.16928113,-0.115819804,1.068571,-0.27003086,-0.9831179,0.77678645,-0.9368281,-0.13726772,-0.016435701,-0.4597631,0.40010682,0.18040138,0.34056982,0.10022386,-0.01744494,0.43073606,0.22572188,0.056478173,0.28065225,0.42054448,-0.503746,0.004213776,-0.86642206,-0.066156864,0.11147435,0.055958703,-0.08911155,-0.8373474,-1.3429427
term16,-0.05926011,0.07912745,-0.88225365,-0.041844714,-0.108197115,-0.2742092,0.060960837,1.057819,-1.0302823,-0.78726876,0.12471072,-0.038467087,0.017241376,-0.1502135,2.294107,-0.3063728,-0.05712827,-0.08170144,-0.2095784,-0.3414557,0.055488024,0.06320293,-0.20779687,-0.013988984,0.08341669,-0.05390154,0.09678864,0.18405882,0.003805576,0.22440852,-0.8218575,-0.864306
term17,0.5393244,0.7119181,1.3604306,1.7823979,-2.1364226,0.2718425,0.7983473,-1.4333797,-1.3220465,-2.0935252,-1.8479375,1.1404582,-0.97348285,0.05522466,0.1431226,0.031361334,-0.82159233,-0.2158026,-0.8908337,-1.727435,-1.5843961,0.18082465,-2.5351632,0.18330228,-0.15346062,-0.38727608,-0.38091955,0.28931385,0.61397344,-3.8497312,-1.9643785,-0.84667635
