,entity
0,laboratory_or_test_result
1,cell
2,cell_or_molecular_dysfunction
3,neoplastic_process
4,gene_or_genome
5,hazardous_or_poisonous_substance
6,biologic_function
7,research_activity
8,amino_acid_peptide_or_protein
9,pharmacologic_substance
10,molecular_function
11,enzyme
12,chemical_viewed_functionally
13,anatomical_abnormality
14,diagnostic_procedure
15,organ_or_tissue_function
16,bird
17,injury_or_poisoning
18,pathologic_function
19,acquired_abnormality
20,body_space_or_junction
21,organism_attribute
22,bacterium
23,functional_concept
24,organization
25,element_ion_or_isotope
26,lipid
27,disease_or_syndrome
28,qualitative_concept
29,inorganic_chemical
30,biologically_active_substance
31,receptor
32,age_group
33,chemical
34,genetic_function
35,professional_society
36,professional_or_occupational_group
37,fully_formed_anatomical_structure
38,carbohydrate
39,antibiotic
40,vitamin
41,group_attribute
42,biomedical_or_dental_material
43,congenital_abnormality
44,natural_phenomenon_or_process
45,daily_or_recreational_activity
46,rickettsia_or_chlamydia
47,immunologic_factor
48,molecular_biology_research_technique
49,population_group
50,tissue
51,nucleic_acid_nucleoside_or_nucleotide
52,sign_or_symptom
53,geographic_area
54,hormone
55,medical_device
56,machine_activity
57,organophosphorus_compound
58,body_part_organ_or_organ_component
59,activity
60,mental_or_behavioral_dysfunction
61,clinical_attribute
62,individual_behavior
63,mental_process
64,group
65,cell_function
66,drug_delivery_device
67,occupational_activity
68,anatomical_structure
69,cell_component
70,indicator_reagent_or_diagnostic_aid
71,quantitative_concept
72,organism_function
73,amino_acid_sequence
74,alga
75,patient_or_disabled_group
76,finding
77,research_device
78,physiologic_function
79,steroid
80,vertebrate
81,health_care_related_organization
82,entity
83,self_help_or_relief_organization
84,educational_activity
85,invertebrate
86,food
87,social_behavior
88,embryonic_structure
89,body_substance
90,virus
91,organic_chemical
92,animal
93,eicosanoid
94,family_group
95,laboratory_procedure
96,experimental_model_of_disease
97,fish
98,environmental_effect_of_humans
99,amphibian
100,intellectual_product
101,neuroreactive_substance_or_biogenic_amine
102,health_care_activity
103,organism
104,regulation_or_law
105,chemical_viewed_structurally
106,behavior
107,clinical_drug
108,human
109,fungus
110,body_location_or_region
111,therapeutic_or_preventive_procedure
112,phenomenon_or_process
113,manufactured_object
114,molecular_sequence
115,governmental_or_regulatory_activity
116,substance
117,reptile
118,event
119,conceptual_entity
120,occupation_or_discipline
121,plant
122,body_system
123,mammal
124,classification
125,nucleotide_sequence
126,human_caused_phenomenon_or_process
127,language
128,carbohydrate_sequence
129,spatial_concept
130,temporal_concept
131,physical_object
132,archaeon
133,biomedical_occupation_or_discipline
134,idea_or_concept
