,entity
0,molecular_function
1,immunologic_factor
2,physiologic_function
3,neuroreactive_substance_or_biogenic_amine
4,embryonic_structure
5,daily_or_recreational_activity
6,patient_or_disabled_group
7,hazardous_or_poisonous_substance
8,alga
9,disease_or_syndrome
10,organism_attribute
11,medical_device
12,behavior
13,mental_or_behavioral_dysfunction
14,inorganic_chemical
15,anatomical_abnormality
16,organ_or_tissue_function
17,body_location_or_region
18,indicator_reagent_or_diagnostic_aid
19,mental_process
20,neoplastic_process
21,bacterium
22,laboratory_procedure
23,self_help_or_relief_organization
24,steroid
25,clinical_attribute
26,professional_or_occupational_group
27,congenital_abnormality
28,research_device
29,manufactured_object
30,natural_phenomenon_or_process
31,body_substance
32,professional_society
33,hormone
34,biologic_function
35,enzyme
36,biologically_active_substance
37,qualitative_concept
38,organism_function
39,cell_function
40,gene_or_genome
41,population_group
42,chemical_viewed_structurally
43,cell
44,pharmacologic_substance
45,group
46,acquired_abnormality
47,lipid
48,regulation_or_law
49,individual_behavior
50,molecular_biology_research_technique
51,sign_or_symptom
52,food
53,injury_or_poisoning
54,entity
55,pathologic_function
56,biomedical_occupation_or_discipline
57,educational_activity
58,social_behavior
59,organic_chemical
60,receptor
61,organophosphorus_compound
62,amino_acid_sequence
63,amino_acid_peptide_or_protein
64,diagnostic_procedure
65,finding
66,eicosanoid
67,chemical
68,genetic_function
69,cell_or_molecular_dysfunction
70,laboratory_or_test_result
71,research_activity
72,chemical_viewed_functionally
73,bird
74,body_space_or_junction
75,organization
76,element_ion_or_isotope
77,temporal_concept
78,age_group
79,fully_formed_anatomical_structure
80,carbohydrate
81,antibiotic
82,vitamin
83,group_attribute
84,biomedical_or_dental_material
85,quantitative_concept
86,rickettsia_or_chlamydia
87,tissue
88,nucleic_acid_nucleoside_or_nucleotide
89,geographic_area
90,machine_activity
91,body_part_organ_or_organ_component
92,drug_delivery_device
93,anatomical_structure
94,cell_component
95,health_care_related_organization
96,occupational_activity
97,invertebrate
98,virus
99,animal
100,family_group
101,experimental_model_of_disease
102,fish
103,environmental_effect_of_humans
104,amphibian
105,intellectual_product
106,health_care_activity
107,archaeon
108,organism
109,nucleotide_sequence
110,idea_or_concept
111,vertebrate
112,clinical_drug
113,human
114,fungus
115,therapeutic_or_preventive_procedure
116,phenomenon_or_process
117,governmental_or_regulatory_activity
118,substance
119,activity
120,reptile
121,conceptual_entity
122,occupation_or_discipline
123,plant
124,body_system
125,human_caused_phenomenon_or_process
126,mammal
127,language
128,classification
129,functional_concept
130,carbohydrate_sequence
131,molecular_sequence
132,physical_object
133,event
134,spatial_concept
