relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
term0,-1.112486,-0.015348438,0.60179067,-0.14058916,-1.2707717,0.24038099,0.596966,0.33267066,-0.6209636,-2.0539653,-0.28593203,-1.383016,1.6178904,1.0483934,0.94092685,-0.60931146,0.6784612,-1.680732,0.08393942,0.77597576,0.3248074,-0.117144026,0.51578873,-1.5636543,0.07355541,0.077876575,0.8135593,0.102121636,-0.9291734,-0.24067888,-1.2132729,-0.18204002
term1,-1.5081129,0.47702885,-1.0972321,0.5350217,-0.31795526,0.92225504,-0.8687946,1.1795377,-1.7775444,-0.447829,0.259542,-0.44611534,-1.7628211,0.7024041,1.0335323,-1.1382879,-0.028350323,-0.8987236,-0.2993446,-0.72467154,0.6508575,-1.7256974,1.6323932,0.4882895,-0.39605993,0.89228517,-0.35301563,-0.18011841,-0.7029479,-0.76191217,-1.4673392,0.40687993
term10,1.1834012,-0.5567787,-0.64379007,-0.16495346,-1.2278442,-0.3310235,0.10244603,0.8730034,0.28609455,0.7023823,0.4097555,-0.2725768,0.5624453,0.8174084,1.1820657,0.026457882,0.36327675,-0.7380603,-0.39742273,0.79297566,0.19579758,0.16419326,-0.28888115,-1.0319413,-0.46510893,-0.68852216,-0.34112197,0.01832547,-0.001748496,-1.2890451,-1.2853788,-0.16145042
term11,0.6305678,-0.918922,0.069626994,0.48770684,-0.8992256,-0.29117835,-0.5010823,0.9303604,-0.12068295,0.732004,-0.059816375,0.3922126,0.84384936,0.84593,1.0051637,-0.11748415,0.40706936,-1.015822,-0.5853732,0.64472425,-0.47623217,0.8190166,-0.79770803,-0.68858856,0.19509348,-0.18107097,0.04361766,0.51255393,0.116737776,-0.17727004,-1.0495163,-0.27906674
term12,1.201337,0.4775511,0.15567301,-2.546521,-0.23563936,-0.31387126,-1.2074937,-0.6684342,-0.37608257,0.70805,-0.3475035,-0.8234308,1.255313,1.2754334,-0.47915843,0.055077303,-0.08052281,-1.6611012,-1.0047646,-0.18150266,-0.22408035,0.3834466,-0.26139972,-0.061671928,-0.081183665,-1.1610631,-0.8901056,-0.16712984,-0.0636756,-0.28182837,-0.78054804,-1.7150576
term13,1.1207427,0.76918143,-0.118460074,-0.120574206,-1.2660453,0.58797425,-0.8171274,-0.76210326,0.19352692,-0.25116983,0.0035703178,-0.52974945,0.15116943,0.8713246,-1.1777904,-0.14811194,-0.05821561,-1.1092299,-1.2792858,-0.7511396,-0.10602446,0.1723567,-0.45221674,-0.38614467,-0.5190021,0.19390076,-0.41568035,-0.52468586,1.393037,-1.542804,-0.6940957,0.075854376
term14,0.48381904,0.30232236,-0.70695704,0.36476976,0.43454146,-1.9786793,-0.9452595,-0.8366855,0.49842152,-0.24107262,-1.3099264,-0.51435864,0.5239654,0.05654409,-0.59524876,0.92453486,-1.0374732,-2.03378,-1.4266351,-2.1687644,-3.7310736,0.66045606,0.057378914,0.6955361,-1.9088242,-1.0355264,-1.489045,0.055874255,-0.75282705,-0.03455817,-1.3039724,-0.53143144
term15,-0.6318924,0.13920033,0.29444236,-0.47414947,-0.30798694,-0.32665488,-0.12903471,0.9765929,-0.19883938,-0.08910442,0.2699792,0.09276079,0.7621204,-0.7631054,-0.94936794,0.26208583,-0.3835496,-1.2164778,-0.28019825,1.184788,-0.33687717,-0.5005601,0.03588919,-0.57496566,-0.05899356,-0.18992111,0.087649286,-0.007593834,0.086957894,0.14486063,-1.0167967,0.4644884
term16,-0.0019402448,-0.04231081,0.23316076,-0.53984356,-0.07723416,0.16350976,-0.037400197,-0.73926216,-0.029976191,0.20254819,-0.030098759,0.004980738,-0.037433255,-0.7809237,0.78487515,-0.029571153,0.48395434,-0.772728,-0.28625855,-0.49889427,-0.107150875,0.13035801,0.065815754,0.17044745,-0.18686116,-0.6788388,0.09338045,-0.01621479,0.063136466,-0.34239772,-0.8306565,0.10624321
term17,0.05892827,-1.5589969,-0.15317187,-0.38914606,-0.23092842,-0.09281067,-0.27197713,-1.3056835,0.86938304,0.28272137,1.1220981,-0.056550488,-1.7765453,1.5392841,-0.5839955,-0.6692938,-1.5342748,-1.2858807,-0.7977131,0.15537706,-0.2249341,0.18972291,-0.007736018,-1.0700574,-0.9430935,-0.0054018605,0.6142576,2.7328763,-0.67624867,-1.4225278,-1.2972851,-1.3848854
