relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
location_of,-0.7072071433067322,-0.8412204980850220,-0.5110165476799011,-0.4779906272888184,-0.9428845047950745,-0.1218967735767365,0.2485238462686539,-0.5399272441864014,-1.2665274143218994,0.1631032526493073,1.1680046319961548,0.3596533238887787,-2.1220526695251465,-1.2556391954421997,2.2323696613311768,1.6121191978454590,-0.2176225483417511,-0.3290560543537140,0.8279575705528259,-0.2995232045650482,-0.7844571471214294,1.6695547103881836,-1.7664158344268799,-0.0423035882413387,0.5101273655891418,-1.0084171295166016,-1.4384520053863525,1.6657736301422119,-0.4135157465934753,-2.3775439262390137,0.9462241530418396,-0.4294635355472565
manifestation_of,-0.3539402484893799,-2.0437567234039307,1.5048397779464722,1.0109920501708984,1.7799875736236572,2.3086717128753662,-0.5994707942008972,-1.9770495891571045,0.6278678774833679,-0.8800361752510071,0.8009244203567505,-1.3097126483917236,-1.1400742530822754,-0.1016078889369965,0.3665386438369751,0.2553972899913788,-0.5390873551368713,0.0306599903851748,-0.4148467779159546,-0.9691852331161499,-0.0732520744204521,-1.1691962480545044,0.5018197298049927,-1.4886486530303955,1.4030543565750122,-2.5494549274444580,-0.6850436329841614,2.1242914199829102,-0.5368440747261047,-2.0764424800872803,1.3011953830718994,-0.4787106215953827
isa,0.5019767284393311,-0.0781797096133232,0.6554565429687500,0.9191613793373108,0.4767706692218781,1.0982840061187744,-1.4951639175415039,-0.3360121846199036,0.9586599469184875,-2.7946519851684570,-0.0831469818949699,0.8122687339782715,-0.4360330402851105,0.7347688078880310,0.2034011185169220,0.4686065614223480,-0.2844847738742828,-0.6920346617698669,0.4571724236011505,-0.3866022229194641,-0.1548207104206085,-0.1342476755380630,-1.0385361909866333,-1.8138636350631714,0.5462663769721985,-0.2540277540683746,0.7069587111473083,0.7639831900596619,0.1844483315944672,-0.8424944877624512,0.5713303685188293,-1.5441489219665527
affects,0.1144498363137245,-0.5784884691238403,1.3017100095748901,0.2092315703630447,-0.5092335939407349,-0.3428537249565125,-0.4786154329776764,-0.5965623855590820,0.2466857731342316,-0.4672485888004303,-0.7863218188285828,0.4702861607074738,1.0707944631576538,-0.7256761789321899,-0.1578947007656097,0.9134609103202820,-0.3278046846389771,-0.4139111042022705,0.8806484937667847,-0.4142341017723083,-0.4096466898918152,-0.1987832486629486,0.9204123616218567,-0.2710396051406860,-0.2742051184177399,-1.3539270162582397,0.5721122622489929,0.5643923878669739,-0.2897605597972870,-1.1635903120040894,0.2001016885042191,-0.4568268656730652
associated_with,0.4480848014354706,1.0142918825149536,0.0452808998525143,-1.0569919347763062,-0.0969180986285210,1.1490498781204224,-1.1972070932388306,0.5202792286872864,1.6597046852111816,-0.7921883463859558,1.1554244756698608,-0.1059611886739731,0.3019237220287323,-1.1770577430725098,0.1597019433975220,-0.5093781352043152,0.2575176656246185,0.1571480184793472,-0.7788358330726624,0.0567054674029350,-0.3941816687583923,0.4320964515209198,0.1727933585643768,0.3191265761852264,-0.4684976935386658,-1.2278562784194946,0.1701765805482864,-1.7564425468444824,-0.8179947733879089,-2.7029831409454346,0.4868403673171997,-0.7404761314392090
interacts_with,0.5318305492401123,-0.5366541743278503,0.2002036869525909,0.1479975283145905,0.7202274799346924,0.8383731245994568,-0.2265406697988510,-0.3392181694507599,0.0776551738381386,-0.3149085044860840,1.0939135551452637,0.7482168674468994,0.6418240070343018,0.6933975815773010,-0.0800607427954674,0.2968925535678864,-0.5998139381408691,-0.1179717853665352,0.7632431983947754,-0.6075897216796875,-0.2823117077350616,-0.4719280004501343,-0.0305189732462168,-1.0849953889846802,0.5775148868560791,-0.7994454503059387,0.7957462072372437,0.2259607017040253,-0.3564716577529907,-0.9315878748893738,-0.0256711356341839,-0.8634362816810608
result_of,0.5541651248931885,-0.0211015492677689,0.2250804752111435,-0.7125631570816040,-0.5314934253692627,2.0742819309234619,-0.4008098542690277,-0.1727280467748642,1.3959207534790039,-1.1604139804840088,0.7886345386505127,0.1800518929958344,0.8607079386711121,0.1325535029172897,0.0774182975292206,1.9851163625717163,-0.2807519435882568,1.7729868888854980,-0.6187918186187744,-1.0951784849166870,-1.2448700666427612,-1.0873320102691650,0.0408453978598118,-0.9477146863937378,0.1229975745081902,-1.2406607866287231,-0.4946677088737488,0.8395985364913940,0.1154453903436661,-2.1063208580017090,0.2561972737312317,-0.0755024403333664
complicates,-1.1643418073654175,-0.8521136641502380,1.6455212831497192,-0.0856240093708038,0.2076701372861862,-0.5140723586082458,-0.7068776488304138,-0.4265564084053040,1.6703264713287354,-0.2289717495441437,-0.3878241181373596,0.4763563871383667,-0.2422510534524918,1.2210229635238647,2.0587966442108154,1.0148019790649414,-0.3961494266986847,0.5535073280334473,-0.7966459393501282,-0.2943580746650696,0.2144157141447067,-0.0135055081918836,-0.2907115817070007,-1.2382265329360962,-0.9765300154685974,-2.5603716373443604,0.8234303593635559,0.7599315643310547,-2.6859619617462158,-2.4187467098236084,1.2968996763229370,-0.0528005100786686
occurs_in,-0.2514991164207458,2.5596518516540527,1.0217689275741577,-1.0037124156951904,-0.1952915340662003,0.9624128937721252,-3.2370522022247314,-0.3365961015224457,0.8234792351722717,0.0581050254404545,-0.6051236987113953,-2.1225299835205078,1.0663369894027710,2.3779997825622559,4.6443881988525391,-0.3817950189113617,-0.0297310370951891,-3.0502157211303711,-2.4546768665313721,0.4693928956985474,-2.3919408321380615,-2.1058676242828369,-1.9299774169921875,-3.0109744071960449,-1.8477569818496704,-2.7090742588043213,0.9038029313087463,-4.1721019744873047,-1.1409428119659424,-3.2897083759307861,-1.6456741094589233,-2.6192278861999512
uses,2.3280675411224365,-5.3215632438659668,0.5657252669334412,1.9902603626251221,-4.7968068122863770,-0.9966628551483154,-6.2965350151062012,-0.1682223677635193,4.6470251083374023,-0.1655906289815903,0.3427565991878510,-2.7080307006835938,-4.4005722999572754,1.4131020307540894,2.3632805347442627,6.4317765235900879,-8.3339157104492188,-1.6118366718292236,-0.3839901089668274,-2.3672297000885010,-4.1124634742736816,-4.4228615760803223,-1.3499164581298828,-4.9853248596191406,-3.7881903648376465,-1.8194454908370972,-2.3699533939361572,-0.6406426429748535,-0.7610778808593750,-2.3990199565887451,4.8303966522216797,-1.1763514280319214
