,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
acquired_abnormality,-0.0559109039604664,0.0251736342906952,-0.2635527849197388,0.1457175910472870,0.8690696358680725,2.0074429512023926,0.0051552890799940,0.0017875971971080,-0.0042009647004306,-0.0020823101513088,-0.5782226920127869,0.3471279740333557,-0.4098742902278900,-0.4127707183361053,0.0015132621629164,0.0008253611158580,0.0005692067788914,-0.0016916804015636,0.0667397901415825,0.0013601707760245,-0.0286738518625498,0.0162366572767496,-0.0080849546939135,0.0010021856287494,0.0601449459791183,-0.0567888692021370,0.0004131754394621,-0.0005064621800557,0.0014309447724372,0.0021440417040139,0.0146225923672318,0.0489930696785450,0.0014741386985406,-0.0013339205179363,-0.0021144845522940,-0.0004370070528239,0.0041773095726967,0.0040895715355873,-0.0022033397108316,0.0004464614030439,-0.0083497148007154,0.0999097079038620,-0.0010251981439069,0.0061907819472253,0.0023195501416922,-0.0019961360376328,0.0996980816125870,-0.0039190063253045,-0.0022840944584459,0.0015461343573406,-0.0005710012628697,0.0033594425767660,0.0024563972838223,-0.0102235795930028,-0.6916720271110535,0.5289024114608765,-0.0012005795724690,-0.0009607769316062,0.0004503151867539,0.0021506045013666,0.0265734214335680,-0.0017468482255936,0.0241539422422647,0.0195748265832663
anatomical_abnormality,-0.0526308938860893,0.0305559132248163,-0.2718151807785034,0.1240824684500694,0.8507338166236877,2.0081939697265625,0.0044790701940656,0.0027057544793934,0.0038351535331458,-0.0041354810819030,-0.5390845537185669,0.3378544151782990,-0.4273501336574554,-0.4281165003776550,-0.0011865543201566,0.0005751792341471,0.0010993095347658,-0.0006618280895054,0.0659289285540581,-0.0050037032924592,-0.0421680919826031,0.0118445586413145,-0.0252536330372095,-0.0040110219269991,0.0573073253035545,-0.0503270030021667,-0.0026667458005250,-0.0007244328735396,0.0010421418119222,0.0020232591778040,0.0190840438008308,0.0562289208173752,-0.0028229972813278,-0.0005310310516506,0.0009973366977647,-0.0012684172252193,-0.0013766114134341,0.0020136658567935,-0.0044600460678339,-0.0007233935757540,-0.0015708364080638,0.0981795191764832,0.0025279805995524,-0.0063121798448265,0.0042754076421261,-0.0026670002844185,0.0803477540612221,0.0227122474461794,-0.0038015402387828,0.0046672299504280,-0.0006823207368143,0.0047986255958676,-0.0095114074647427,-0.0273111313581467,-0.6790491938591003,0.5135475993156433,-0.0002551316574682,-0.0048942584544420,0.0017075662035495,-0.0007579375524074,0.0318645760416985,-0.0072472286410630,0.0124094942584634,0.0051499083638191
alga,0.0067039462737739,-0.0099115623161197,0.0459658615291119,-0.0282308179885149,1.0051898956298828,2.0569884777069092,-0.0019562686793506,0.0027234319131821,0.0063637271523476,0.0030286740511656,0.1505949348211288,0.0317448824644089,0.5519628524780273,0.4247474372386932,-0.0027953030075878,-0.0042276028543711,0.0038596189115196,0.0022523188963532,0.0024659149348736,0.0113930823281407,0.1068084463477135,-0.0084509849548340,-0.0118477884680033,0.0079409033060074,-0.0157452207058668,-0.0202787518501282,0.0026714461855590,0.0003941298054997,-0.0017329971306026,0.0038791054394096,0.0328278541564941,0.0369900278747082,0.0012652020668611,-0.0068728947080672,0.0017518869135529,0.0013388348743320,0.0006043380126357,-0.0018377129454166,-0.0016758642159402,-0.0000713565386832,0.0101465703919530,0.0712168216705322,0.0007642129785381,-0.0053086685948074,-0.0026593140792102,-0.0258068758994341,-0.0669599995017052,0.1146593093872070,-0.0149396881461143,-0.0296487435698509,0.0019381027668715,0.0010591921163723,0.0019755780231208,0.0012802513083443,1.7005672454833984,0.2111828774213791,-0.0018126110080630,-0.0002879399107769,0.0038528705481440,-0.0026717507280409,-0.0091792084276676,0.0125605398789048,0.0222173649817705,0.0006418939447030
mental_or_behavioral_dysfunction,-0.0270350594073534,0.0136680994182825,-0.1816612184047699,0.0729497373104095,0.8576926589012146,2.0005042552947998,0.0014086065348238,0.0012117148144171,0.0026432466693223,0.0005452473415062,-0.2896468043327332,0.2008971720933914,-0.3481230437755585,-0.3295805752277374,0.0040809735655785,0.0012527748476714,-0.0003189706476405,0.0015465196920559,0.0227931551635265,-0.0055236858315766,-0.0252116527408361,0.0012070722877979,-0.0066842003725469,-0.0074281389825046,0.0233779735863209,-0.0261574406176805,0.0007870508707128,0.0003680828667711,-0.0029430382419378,-0.0004916375037283,0.0163495019078255,0.0367920733988285,-0.0028088167309761,0.0003587011015043,-0.0046914974227548,0.0001329109654762,0.0075341528281569,-0.0001557059586048,0.0005297479219735,-0.0031667114235461,-0.0046652280725539,0.0666485726833344,0.0021145008504391,-0.0001353808038402,0.0016940250061452,0.0051704021170735,0.0548687279224396,0.0437145642936230,-0.0013708905316889,0.0077500827610493,-0.0000691040477250,0.0003025813493878,-0.0003712168836500,0.0025375331752002,-0.4798865020275116,0.4901552796363831,-0.0019806742202491,-0.0019193632761016,-0.0003042315365747,0.0030841601546854,0.0222643148154020,-0.0004893031436950,0.0211357697844505,0.0419075451791286
health_care_activity,0.1199068352580070,0.2524616718292236,0.2683483362197876,-0.0007615294307470,0.9694200158119202,1.9149365425109863,-0.0002116844407283,-0.0162171497941017,0.0008438089862466,-0.0006190087879077,0.0768792331218719,0.0966683030128479,-0.7578001022338867,-0.7883573174476624,0.0045937546528876,-0.0115987071767449,-0.0098342876881361,0.0035120011307299,-0.1333971768617630,-0.3236274421215057,-0.1005907952785492,-0.0175403337925673,-0.0345309190452099,0.0360644273459911,-1.2722339630126953,0.9646040201187134,-0.0033225151710212,0.0101765599101782,0.0041311900131404,0.0055254362523556,-0.2582382559776306,0.0174553990364075,-0.0068319514393806,0.0004392982227728,-0.0022376950364560,-0.0032689769286662,-0.0024195401929319,-0.0061435084789991,-0.0724683105945587,0.0273798443377018,1.2723237276077271,-2.5222949981689453,-0.0010380139574409,0.0014514888171107,0.0611142180860043,-0.0141826206818223,-0.1834463477134705,-0.7810916304588318,-0.0332756191492081,0.0361055992543697,0.0018323480617255,0.0106000211089849,0.8670172691345215,-0.2830367386341095,-1.3522851467132568,-0.4095475375652313,-0.0030094918329269,-0.0063637318089604,0.0009174933657050,0.0041550989262760,0.0398172065615654,-0.0336012132465839,-0.0197239257395267,-0.1320356726646423
population_group,0.2422005236148834,0.4390113651752472,1.9367123842239380,2.0333232879638672,1.0538822412490845,1.9574911594390869,0.0253757983446121,-0.0134585304185748,0.0014429513830692,-0.0020735240541399,0.0431059114634991,0.1032386496663094,-0.6779099106788635,-0.6606590151786804,0.0028407499194145,0.0014642779715359,-0.0058413189835846,-0.0115598961710930,-0.0343504883348942,-0.3832931816577911,0.2289372682571411,-0.0143226925283670,0.0529549270868301,0.0157476030290127,-0.0333781465888023,-0.3236730694770813,0.0031887809745967,0.0047689601778984,-0.0041288593783975,-0.0056075933389366,-0.4173625707626343,0.0319750644266605,-0.0063091325573623,-0.0003331374609843,-0.0011554532684386,-0.0011258092708886,0.0008635504054837,0.0006547666853294,-0.0256255157291889,0.0050134556367993,-0.0210285410284996,0.5856061577796936,-0.0001769585651346,0.0084060132503510,-0.0110445795580745,-0.0434686280786991,-0.1844596117734909,0.2970007359981537,-0.0238790325820446,-0.0091272350400686,0.0024037624243647,0.0037688384763896,0.1608002483844757,0.0141190234571695,-1.7217204570770264,-0.9463105797767639,0.0008398573263548,0.0227517448365688,-0.0061704274266958,0.0002712283749133,-0.1921095252037048,-0.0420795902609825,0.0073629356920719,0.0346881486475468
clinical_attribute,-0.0063261985778809,-0.0268378742039204,-0.0074611632153392,-0.0105605041608214,0.9465753436088562,1.9709738492965698,0.0003132058773190,-0.0053756157867610,-0.0075176120735705,-0.0471511594951153,-1.0392311811447144,-2.6150412559509277,-0.0994186326861382,-0.2054565697908401,-0.0003627697005868,-0.0037825801409781,0.0073120123706758,0.0046123955398798,0.0130704948678613,-0.0175485853105783,0.1407270133495331,-0.0202413164079189,-0.0028110586572438,-0.0047258869744837,-0.0000601853244007,-0.0248419847339392,0.0039695068262517,-0.0107622891664505,0.0037052636034787,-0.0047842282801867,0.0051463390700519,0.0525639094412327,-0.0030832577031106,0.0004641633131541,-0.0043748631142080,-0.0041504525579512,-0.0032808508258313,0.0035954245831817,0.0022039315663278,-0.0080474261194468,0.0020135284867138,0.0055114040151238,-0.0056792981922626,0.0209707207977772,-0.0337188988924026,0.0338288806378841,0.0158395767211914,-0.2223200052976608,0.0237061996012926,0.0294308271259069,-0.0026288758963346,0.0000381811114494,-0.0056909527629614,-0.0048304852098227,-0.3324967622756958,0.8158499598503113,-0.0026386426761746,-0.0016703077126294,-0.0021913819946349,0.0012795832008123,0.0296203028410673,-0.0036646388471127,-0.0138331362977624,0.0030882186256349
body_part_organ_or_organ_component,-0.0077072307467461,0.0518924482166767,0.7853624224662781,-3.1574497222900391,0.9918131232261658,1.9233670234680176,0.0534665063023567,-0.0707171410322189,0.0039480305276811,0.0055498080328107,-0.1305705904960632,0.1781248450279236,-0.3686025738716125,-0.3164905309677124,-0.0000252696918324,-0.0003531053662300,-0.0061358921229839,-0.0100008491426706,-0.0205788239836693,-0.0590470433235168,-0.0195662025362253,0.0221778191626072,-0.6492774486541748,-0.2219980210065842,0.0125394696369767,-0.0166632775217295,0.0051440000534058,-0.0014317221939564,0.0101195611059666,-0.0111227808520198,0.0479653626680374,0.0539721362292767,-0.0044685099273920,-0.0015017706900835,0.0074903313070536,-0.0004966732813045,0.0174948200583458,0.0008289528777823,-0.0023013434838504,-0.0007607899606228,-0.0158250052481890,0.0384512841701508,0.0049890247173607,0.0010477798059583,0.3459085822105408,1.0025117397308350,0.1536086946725845,-0.0823487415909767,0.0412902794778347,0.3296400010585785,-0.0522785708308220,-0.0101077072322369,0.0146312993019819,-0.0083089405670762,-0.8033123016357422,0.3961496055126190,0.0004858148167841,0.0013469809200615,-0.0177725423127413,0.0228935182094574,0.5978162884712219,0.2240785062313080,0.2656182348728180,0.5470178723335266
biologically_active_substance,-0.0234196837991476,-0.1699415445327759,-0.3714035153388977,-0.0334627069532871,1.0270037651062012,1.9189386367797852,-0.0028404435142875,-0.0065891221165657,0.0037790490314364,0.0055650440044701,0.4283699393272400,0.3971718847751617,1.6331940889358521,2.7000832557678223,0.0098740067332983,0.0149434264749289,0.0089885266497731,0.0079000378027558,0.1551352441310883,-0.1045759245753288,0.0958268120884895,0.0004037164617330,0.1755402982234955,-0.1366782486438751,0.0731655210256577,0.0185661036521196,-0.0006759531097487,0.0039386372081935,0.0065085100941360,-0.0019013141281903,-0.1634627282619476,0.2238418012857437,0.0016661701956764,0.0027014845982194,-0.0028765480965376,-0.0011777117615566,-0.0054588620550931,0.0157399624586105,0.0014598481357098,0.0073726759292185,-0.0030886847525835,0.0598615594208241,0.0034292652271688,0.0042766574770212,-0.2611812055110931,0.2125175893306732,0.1785323768854141,-0.0175176765769720,0.1060216799378395,0.1822903007268906,0.0226477310061455,-0.0077156033366919,0.0036606686189771,0.0117680691182613,-1.0510216951370239,-0.7931413650512695,-0.0009875847026706,0.0081216031685472,-0.0109861670061946,0.0053675170056522,0.0230257920920849,-0.1306329071521759,-0.7333592176437378,-0.7431785464286804
disease_or_syndrome,-0.0390327572822571,0.0227925311774015,-0.2313873469829559,0.1013323888182640,0.8887814283370972,2.0060987472534180,0.0016316450200975,0.0112995589151978,0.0028265099972486,-0.0011859345249832,-0.2562130391597748,0.2018766999244690,-0.3689705729484558,-0.3431569337844849,-0.0003085133503191,0.0008530000341125,-0.0044021657668054,0.0003514322452247,0.0396151021122932,-0.0092385457828641,-0.0357888005673885,0.0087581817060709,-0.0122310938313603,-0.0029015750624239,0.0297010280191898,-0.0249318331480026,-0.0020884394180030,-0.0005509648472071,-0.0063552726060152,0.0008898916421458,0.0191970411688089,0.0505676679313183,-0.0050977212376893,-0.0000578689505346,0.0124508505687118,0.0011681346222758,0.0006825888995081,-0.0009098072187044,-0.0014412221498787,-0.0009830277413130,-0.0068986141122878,0.0852610915899277,0.0011052133049816,0.0009694815380499,-0.0008606711635366,0.0068495827727020,0.0595432184636593,0.0667758509516716,-0.0010469653643668,0.0112543515861034,-0.0001101189409383,0.0023931977339089,0.0063308570533991,-0.0044377092272043,-0.5217653512954712,0.5353898406028748,-0.0000993506109808,-0.0021190592087805,-0.0044896975159645,0.0003377480898052,0.0268356148153543,0.0020604343153536,0.0192885547876358,0.0433706603944302
