,entity
0,occupational_activity
1,food
2,neuroreactive_substance_or_biogenic_amine
3,chemical_viewed_functionally
4,daily_or_recreational_activity
5,invertebrate
6,receptor
7,qualitative_concept
8,human
9,tissue
10,chemical_viewed_structurally
11,age_group
12,quantitative_concept
13,professional_or_occupational_group
14,population_group
15,laboratory_or_test_result
16,behavior
17,physical_object
18,antibiotic
19,injury_or_poisoning
20,biologically_active_substance
21,occupation_or_discipline
22,neoplastic_process
23,pharmacologic_substance
24,cell_or_molecular_dysfunction
25,gene_or_genome
26,animal
27,reptile
28,regulation_or_law
29,laboratory_procedure
30,organism_function
31,spatial_concept
32,molecular_function
33,organism_attribute
34,body_location_or_region
35,hazardous_or_poisonous_substance
36,diagnostic_procedure
37,therapeutic_or_preventive_procedure
38,idea_or_concept
39,body_system
40,social_behavior
41,fungus
42,mental_process
43,biomedical_occupation_or_discipline
44,vitamin
45,manufactured_object
46,patient_or_disabled_group
47,mental_or_behavioral_dysfunction
48,conceptual_entity
49,governmental_or_regulatory_activity
50,phenomenon_or_process
51,acquired_abnormality
52,genetic_function
53,finding
54,vertebrate
55,body_space_or_junction
56,congenital_abnormality
57,indicator_reagent_or_diagnostic_aid
58,organic_chemical
59,health_care_related_organization
60,pathologic_function
61,research_device
62,anatomical_structure
63,medical_device
64,physiologic_function
65,body_substance
66,bacterium
67,human_caused_phenomenon_or_process
68,individual_behavior
69,amino_acid_sequence
70,organism
71,organization
72,entity
73,chemical
74,intellectual_product
75,family_group
76,alga
77,language
78,bird
79,enzyme
80,organ_or_tissue_function
81,element_ion_or_isotope
82,cell_component
83,virus
84,plant
85,molecular_sequence
86,immunologic_factor
87,cell
88,disease_or_syndrome
89,clinical_drug
90,nucleic_acid_nucleoside_or_nucleotide
91,steroid
92,research_activity
93,natural_phenomenon_or_process
94,drug_delivery_device
95,biologic_function
96,substance
97,fish
98,sign_or_symptom
99,carbohydrate_sequence
100,fully_formed_anatomical_structure
101,event
102,experimental_model_of_disease
103,temporal_concept
104,geographic_area
105,amphibian
106,professional_society
107,environmental_effect_of_humans
108,functional_concept
109,lipid
110,inorganic_chemical
111,amino_acid_peptide_or_protein
112,body_part_organ_or_organ_component
113,group_attribute
114,hormone
115,self_help_or_relief_organization
116,organophosphorus_compound
117,machine_activity
118,clinical_attribute
119,anatomical_abnormality
120,archaeon
121,embryonic_structure
122,group
123,cell_function
124,nucleotide_sequence
125,molecular_biology_research_technique
126,educational_activity
127,mammal
128,biomedical_or_dental_material
129,activity
130,classification
131,rickettsia_or_chlamydia
132,health_care_activity
133,carbohydrate
134,eicosanoid
