relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
accusation,-1.0506876,-2.5080414,2.2759838,-1.1990396,0.57430184,-1.1319332,-2.9230893,-2.917118,-1.272552,1.088941,-1.5039812,-1.7164453,-4.510455,0.8882489,1.3831941,1.1035627,-0.63476974,-3.6199327,0.68923587,-0.8397385,-0.47376359,0.9906488,1.6851282,1.8571376,-0.7715177,-1.116264,-0.9741525,-2.00424,-3.4602606,-0.3071623,-1.5220896,0.34342512
aidenemy,-2.895621,0.5252619,-1.0461326,0.32608348,-0.06090516,-1.7285006,0.041994203,-0.33500576,-0.32774073,-0.07300808,0.72400564,-3.118437,-2.0843546,-0.61522526,2.4499354,-0.32016703,-1.8851285,0.5277017,1.3662531,-0.79633045,1.8385103,0.21975344,2.7788284,1.8862239,0.3053767,-0.4022108,-3.2587867,-1.00242,-0.6000509,3.6360655,-3.207456,-0.16695705
attackembassy,-2.5078826,-0.7490994,-1.0770844,0.71184665,2.40645,-2.197257,3.0703912,0.73437214,1.9119287,-1.0584182,-0.21354194,1.7517666,-0.19417311,2.5138314,0.5521722,1.7182589,0.03763517,-2.7053995,-0.74361646,-1.1538596,0.583334,-0.67759204,-0.2560771,-3.8749027,-2.0727458,-0.7048902,-0.7293452,-1.3910415,2.1621013,-1.8319852,-0.26832157,1.1279602
blockpositionindex,-0.53311443,-3.4007359,2.6018364,-0.33271617,0.181761,-1.7533573,-3.355268,-0.24661829,1.0810565,-1.9433824,3.8837218,-1.6639016,-1.7170513,2.1343987,3.1492689,-0.4638576,-0.13735321,-1.7166564,-0.8979418,-2.5050056,1.0417992,-1.3581744,-2.6233966,0.735199,0.87575454,-1.501807,-2.378095,-1.3602636,-3.9810066,-0.59259224,-0.49169558,-0.41745517
booktranslations,-1.5857162,-1.378665,2.1127572,1.7158885,-1.8246925,-1.6389683,0.78797513,-1.5988603,-2.712126,0.4017122,2.0718555,-1.0156841,-2.9250824,-0.79294866,-3.1321983,-0.35070255,-0.9351234,1.8163741,0.6597302,0.33756638,1.0264279,0.37576163,-1.8710866,-2.5745933,-0.9309817,-3.5435705,1.4806929,-2.9344456,1.4760474,-0.1651218,-1.7040566,-1.725631
boycottembargo,-1.7735239,1.0872743,0.6989449,0.22868022,-0.03537014,-1.4225262,0.19292958,-2.7616084,2.4119394,-0.7547152,0.6615828,-1.0575781,-3.68814,1.6610767,-1.9236981,1.9677886,-0.5294821,-1.6836375,-0.80707616,1.4485334,0.31066504,-2.7945292,-3.2851293,-1.2980628,-1.584061,4.0032043,-1.8351176,-0.5226545,1.6775609,2.026087,-0.5005614,-1.0668346
commonbloc0,1.1618818,-2.5438209,0.034052692,2.611622,-0.21436048,-2.9752421,-2.2477784,-1.4551547,-2.5796335,0.26961643,-1.3138877,-1.2550471,0.54965144,1.0642208,-1.7397523,1.1207085,0.23839034,-1.4858643,2.8980563,1.0128293,0.40143397,-2.0469081,0.15082306,0.52846456,0.55637646,-2.2850978,2.39387,1.1948718,-2.0132673,3.2087889,-1.4081366,0.24794023
commonbloc1,-0.8033188,0.5808171,1.8010856,-4.368103,0.023888942,0.056894876,-3.4460123,0.5664028,-0.09605864,1.5048975,-3.325208,0.6638292,-1.0354729,-0.72824764,-3.0011559,-0.23598298,-0.38639706,-2.379753,-0.45166454,0.22649316,-0.6518792,1.4180423,-4.5635867,0.50175613,-0.8083817,1.7581781,4.2186112,0.21026029,-1.4528508,-0.9448652,3.5004272,-0.97689956
commonbloc2,-1.4269094,0.54082924,-1.8430371,-2.3755536,-1.3631473,0.94403106,4.6896434,-1.2974001,1.2327892,-1.0835612,3.0854204,0.9108065,-0.0885971,0.9786708,-3.0685594,-0.34250623,-0.52504694,1.274735,-3.3349845,-0.30795643,0.4500357,-0.9132297,3.1173973,-0.35488078,2.2587729,1.0916694,-1.700687,-0.65323955,1.809327,0.1574625,2.6159043,0.3165103
conferences,0.22966166,1.8604187,-1.9167594,-0.9620842,-1.5331429,0.8299631,-2.0449185,-4.179727,1.5313718,2.4804683,-3.081498,-1.0086042,-1.1602787,0.46918365,-1.9147412,2.5146718,0.9631958,1.8015033,1.436378,0.9990319,0.88436866,-1.1498374,-2.688302,-0.83960503,-0.41686743,-0.26777783,1.0665963,3.5504806,-2.515663,1.3374496,-1.5417489,-0.57241887
