,relation
0,process_of
1,ingredient_of
2,produces
3,measurement_of
4,method_of
5,result_of
6,contains
7,location_of
8,treats
9,degree_of
10,affects
11,interacts_with
12,causes
13,measures
14,connected_to
15,isa
16,property_of
17,complicates
18,part_of
19,surrounds
20,evaluation_of
21,manifestation_of
22,disrupts
23,associated_with
24,issue_in
25,assesses_effect_of
26,uses
27,performs
28,manages
29,precedes
30,conceptually_related_to
31,carries_out
32,adjacent_to
33,prevents
34,analyzes
35,co-occurs_with
36,indicates
37,occurs_in
38,exhibits
39,diagnoses
40,conceptual_part_of
41,developmental_form_of
42,consists_of
43,interconnects
44,practices
45,derivative_of
