,entity
0,clinical_attribute
1,vitamin
2,organism_function
3,neoplastic_process
4,body_part_organ_or_organ_component
5,family_group
6,fish
7,professional_society
8,tissue
9,plant
10,natural_phenomenon_or_process
11,receptor
12,carbohydrate
13,immunologic_factor
14,daily_or_recreational_activity
15,organism_attribute
16,cell_component
17,injury_or_poisoning
18,disease_or_syndrome
19,quantitative_concept
20,pathologic_function
21,fungus
22,diagnostic_procedure
23,hormone
24,cell
25,biologic_function
26,mental_or_behavioral_dysfunction
27,sign_or_symptom
28,individual_behavior
29,amino_acid_peptide_or_protein
30,organophosphorus_compound
31,human_caused_phenomenon_or_process
32,antibiotic
33,body_location_or_region
34,laboratory_or_test_result
35,organ_or_tissue_function
36,behavior
37,anatomical_abnormality
38,acquired_abnormality
39,nucleic_acid_nucleoside_or_nucleotide
40,educational_activity
41,experimental_model_of_disease
42,hazardous_or_poisonous_substance
43,congenital_abnormality
44,health_care_activity
45,professional_or_occupational_group
46,amino_acid_sequence
47,body_system
48,amphibian
49,pharmacologic_substance
50,molecular_function
51,reptile
52,therapeutic_or_preventive_procedure
53,gene_or_genome
54,chemical_viewed_structurally
55,element_ion_or_isotope
56,body_substance
57,social_behavior
58,laboratory_procedure
59,organic_chemical
60,food
61,fully_formed_anatomical_structure
62,steroid
63,human
64,lipid
65,phenomenon_or_process
66,bird
67,environmental_effect_of_humans
68,molecular_biology_research_technique
69,invertebrate
70,cell_function
71,embryonic_structure
72,organization
73,biologically_active_substance
74,vertebrate
75,conceptual_entity
76,research_activity
77,clinical_drug
78,group
79,governmental_or_regulatory_activity
80,occupational_activity
81,physiologic_function
82,cell_or_molecular_dysfunction
83,geographic_area
84,chemical_viewed_functionally
85,biomedical_or_dental_material
86,body_space_or_junction
87,inorganic_chemical
88,indicator_reagent_or_diagnostic_aid
89,medical_device
90,chemical
91,alga
92,research_device
93,neuroreactive_substance_or_biogenic_amine
94,manufactured_object
95,population_group
96,substance
97,rickettsia_or_chlamydia
98,mental_process
99,enzyme
100,genetic_function
101,eicosanoid
102,virus
103,animal
104,finding
105,age_group
106,self_help_or_relief_organization
107,qualitative_concept
108,anatomical_structure
109,carbohydrate_sequence
110,physical_object
111,molecular_sequence
112,drug_delivery_device
113,regulation_or_law
114,temporal_concept
115,patient_or_disabled_group
116,health_care_related_organization
117,machine_activity
118,activity
119,mammal
120,language
121,spatial_concept
122,entity
123,occupation_or_discipline
124,bacterium
125,nucleotide_sequence
126,intellectual_product
127,archaeon
128,idea_or_concept
129,group_attribute
130,functional_concept
131,biomedical_occupation_or_discipline
132,organism
133,classification
134,event
