,relation
0,location_of
1,conceptually_related_to
2,isa
3,affects
4,occurs_in
5,carries_out
6,co-occurs_with
7,adjacent_to
8,diagnoses
9,measurement_of
10,disrupts
11,associated_with
12,indicates
13,consists_of
14,causes
15,result_of
16,method_of
17,manifestation_of
18,analyzes
19,produces
20,measures
21,complicates
22,degree_of
23,uses
24,interacts_with
25,treats
26,process_of
27,precedes
28,exhibits
29,developmental_form_of
30,property_of
31,derivative_of
32,assesses_effect_of
33,contains
34,issue_in
35,conceptual_part_of
36,surrounds
37,practices
38,part_of
39,ingredient_of
40,connected_to
41,prevents
42,manages
43,performs
44,interconnects
45,evaluation_of
