,relation
0,causes
1,location_of
2,measures
3,affects
4,manifestation_of
5,co-occurs_with
6,isa
7,disrupts
8,produces
9,issue_in
10,associated_with
11,interacts_with
12,performs
13,part_of
14,process_of
15,result_of
16,property_of
17,assesses_effect_of
18,uses
19,complicates
20,surrounds
21,manages
22,ingredient_of
23,exhibits
24,evaluation_of
25,practices
26,derivative_of
27,analyzes
28,diagnoses
29,carries_out
30,measurement_of
31,prevents
32,precedes
33,treats
34,contains
35,occurs_in
36,method_of
37,degree_of
38,developmental_form_of
39,interconnects
40,adjacent_to
41,consists_of
42,indicates
43,conceptually_related_to
44,conceptual_part_of
45,connected_to
