relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
accusation,1.5109822,1.2634822,-0.5152289,0.23525313,0.38416746,-2.2516422,-1.0999737,1.3585786,-1.2535373,-2.3177547,-3.446387,2.8924055,0.36347318,0.43943298,-1.1429576,-1.7462169,-1.3905774,0.74691474,-0.043170482,-1.6596498,-0.44275483,-1.0657421,-0.5969539,-0.23266508,1.3534493,2.0398722,-0.93406487,-1.2180641,-0.7699004,-2.1477377,0.5901591,2.8610284
aidenemy,1.0091372,-3.246024,0.42086357,-1.5002584,0.1653014,0.4071852,-2.2104442,1.2779981,-1.1403675,0.67216474,-0.3328538,-2.5248349,-1.6631675,1.4460312,-4.1686883,-0.59258413,0.9735089,-0.16083685,-0.23906025,-0.09287525,-0.5632512,-1.0510467,-2.91014,1.2578193,0.49268675,0.67759407,0.81587267,-3.3683414,-2.9241493,1.36307,-0.4030307,-0.55041456
attackembassy,-1.836163,0.44854,-1.1991361,-1.1734271,0.7834162,-1.2203412,-2.5623095,1.203652,2.0386186,2.051041,-1.1071743,0.4271497,1.3995987,1.5562663,-0.8761589,0.57026374,1.3987668,0.26589957,2.278561,-1.1657702,-3.783686,0.23345317,-2.0917666,4.4509616,-1.4104882,2.6396687,4.656926,-3.104184,0.13412882,-0.29125315,-0.75056803,-2.3380709
blockpositionindex,-0.03320259,2.2136836,1.3818778,-0.03964858,-2.330163,1.7951983,-2.2364564,-1.0349157,1.1614614,-2.5212512,-0.056212366,0.84686834,0.03539079,0.539132,-2.9039056,-0.28219938,-1.046049,-3.5448034,-0.9668746,-3.3085485,-1.7654115,-0.4982455,-0.80532104,0.3466169,-2.5312235,0.5633599,-1.3679208,-1.3232499,-0.48899683,-3.8725922,0.068543784,-1.8458143
booktranslations,0.27091736,0.7101447,0.18710974,-0.5101125,-0.7540819,-0.55604786,-2.6823802,-0.46865004,-0.21111818,-1.7092224,-0.53256094,-4.826942,-0.67423487,-1.42703,0.2755419,0.49824762,-0.12986727,-0.68307596,0.53964454,-1.3601401,-0.5417819,-1.6555644,-1.1445363,1.2616825,0.64920616,0.22514802,0.6379502,-0.44274795,-0.8352085,-0.4824974,0.49259603,1.0060855
boycottembargo,-0.1641931,-0.34186205,-0.53547084,-2.9312441,-3.9784465,-2.1534996,-3.5626817,3.145487,-1.2659992,-0.8080899,-0.70056057,0.14280719,0.40931976,0.24662684,-1.152241,-0.53261924,2.5484505,0.4948134,-1.4384458,-0.5680028,-0.97541684,-0.74450386,2.8113816,-1.8079816,-4.450157,2.5619571,-0.04609385,-2.6922646,1.2124485,-0.35630664,-1.6417791,0.55961347
commonbloc0,1.0035548,2.046458,0.3496973,0.09573327,-1.5467978,-1.2469524,-2.194109,-0.41541967,-1.5603838,-1.0434448,-1.6654687,-0.6873734,-0.011723461,0.14195529,-3.5025213,-0.19829825,1.5280908,3.3200505,-0.29076067,-0.5213861,0.69777584,-2.0470223,-0.72014755,0.13823225,-2.150194,-0.6073534,-0.4090029,-2.0276027,-2.5391378,-1.1698325,-1.6877613,-0.883537
commonbloc1,-1.2622811,-5.436951,2.816171,-3.0132365,-0.21486443,1.5422473,1.4146088,0.14009687,0.26723024,-0.5977804,-0.535645,-1.4948997,-0.66700375,-1.7799922,-0.10451232,-1.221915,-1.0213399,-2.9355464,0.48543113,-0.40545508,0.97193533,-1.5404989,1.1818258,-1.710837,-2.6064043,0.39392287,-0.117030725,-0.26851514,-0.49712858,-0.90847576,-1.1003505,0.4177173
commonbloc2,-0.71868736,3.014476,-1.4182228,-0.556345,-2.5449877,-1.6978241,-0.90877295,-1.4531298,-0.15358862,0.028628364,-0.7699306,1.5059109,-0.73549,-1.5177146,3.5375786,1.1879305,-0.211717,3.017179,1.6524093,0.78560567,-2.8718674,-3.3381553,-2.8712175,0.48740217,-0.019081619,-1.9795445,-0.32639647,-1.9987084,-1.3633568,-0.47469983,0.08135013,-1.3135772
conferences,-0.04391652,1.0583923,-2.1259189,-1.078783,2.276589,-0.77600867,-1.4314424,2.5757637,-1.6167885,-1.5485352,2.2774868,0.4515442,-2.8586447,-2.5855272,0.7840163,1.5568391,-0.42489505,-0.37862948,-0.25783837,-2.5431256,-0.790585,-0.20366137,-1.5563936,1.2234477,-0.00027573854,-1.8124286,-2.8871248,-0.1302145,-2.3186002,-1.036729,-0.41989672,-0.17692158
